element_id,element_type,element_type_cn,x,y,object_id,object_name,psr_type,layer,voltage_level,css_class,stroke_color,is_junction,related_text_count
TMP00045269,ACLineSegment,交流线段,445.7058,492.4637,TMP00045269,00000支1#-LINE215_线海半支2#,dxd,ACLineSegment,10kV,,,False,0
TMP00045268,ACLineSegment,交流线段,447.1303,492.4637,TMP00045268,00000支2#-LINE215_线海半支3#,dxd,ACLineSegment,10kV,,,False,0
TMP00045267,ACLineSegment,交流线段,452.772,492.4637,TMP00045267,00000半支4#,dxd,ACLineSegment,10kV,,,False,0
TMP00045266,ACLineSegment,交流线段,461.1265,492.4637,TMP00045266,00000支7#-LINE215_线海半支8#,dxd,ACLineSegment,10kV,,,False,0
TMP00045265,ACLineSegment,交流线段,461.1265,492.4637,TMP00045265,00000支7#-LINE215_线海半支7白1#数线,dxd,ACLineSegment,10kV,,,False,0
TMP00045264,ACLineSegment,交流线段,464.3774,492.4637,TMP00045264,00000支8#-LINE215_线海半支9#,dxd,ACLineSegment,10kV,,,False,0
TMP00045263,ACLineSegment,交流线段,461.1265,493.1306,TMP00045263,00000支7白1#-LINE215_线海半支7白2#,dxd,ACLineSegment,10kV,,,False,0
TMP00045262,ACLineSegment,交流线段,345.5487,488.7618,TMP00045262,00000败支12#~LINE215_线如切败支13#,dxd,ACLineSegment,10kV,,,False,1
TMP00045261,ACLineSegment,交流线段,444.6133,456.2461,TMP00045261,00000分18#~LINE215_线海半分20#,dxd,ACLineSegment,10kV,,,False,1
TMP00045260,ACLineSegment,交流线段,345.5487,492.2476,TMP00045260,00000败支5#-LINE215_线如切败支6#,dxd,ACLineSegment,10kV,,,False,0
TMP00045259,ACLineSegment,交流线段,345.5487,491.6532,TMP00045259,00000败支6#-LINE215_线如切败支7#,dxd,ACLineSegment,10kV,,,False,0
TMP00045258,ACLineSegment,交流线段,345.5487,491.0588,TMP00045258,00000败支7#-LINE215_线如切败支8#,dxd,ACLineSegment,10kV,,,False,0
TMP00045257,ACLineSegment,交流线段,345.5487,490.4645,TMP00045257,00000败支8#-LINE215_线如切败支9#,dxd,ACLineSegment,10kV,,,False,0
TMP00045256,ACLineSegment,交流线段,345.5487,489.8701,TMP00045256,00000败支9#-LINE215_线如切败支10#,dxd,ACLineSegment,10kV,,,False,0
TMP00045255,ACLineSegment,交流线段,440.4418,508.3373,TMP00045255,00000争7#-LINE215_线LINE365_争8#,dxd,ACLineSegment,10kV,,,False,0
TMP00045254,ACLineSegment,交流线段,511.8108,556.7045,TMP00045254,00000败支5#~LINE215_线况诉败支6#,dxd,ACLineSegment,10kV,,,False,0
TMP00045253,ACLineSegment,交流线段,501.4273,556.7045,TMP00045253,00000败支18#~LINE215_线况诉败支19#,dxd,ACLineSegment,10kV,,,False,0
TMP00045252,ACLineSegment,交流线段,500.8329,556.7045,TMP00045252,00000败支19#~LINE215_线况诉败支20#,dxd,ACLineSegment,10kV,,,False,0
TMP00045251,ACLineSegment,交流线段,497.7913,556.7045,TMP00045251,00000败支23#~LINE215_线况诉败支24#,dxd,ACLineSegment,10kV,,,False,0
TMP00045250,ACLineSegment,交流线段,497.1969,556.7045,TMP00045250,00000败支24#~LINE215_线况诉败支25#,dxd,ACLineSegment,10kV,,,False,0
TMP00045249,ACLineSegment,交流线段,495.5491,556.6805,TMP00045249,00000败支27#~LINE215_线况诉败支28#,dxd,ACLineSegment,10kV,,,False,0
TMP00045248,ACLineSegment,交流线段,493.8929,556.7045,TMP00045248,00000败支29#~LINE215_线况诉败支30#,dxd,ACLineSegment,10kV,,,False,0
TMP00045247,ACLineSegment,交流线段,482.9916,556.6969,TMP00045247,00000败支33#~LINE215_线况诉败支34#,dxd,ACLineSegment,10kV,,,False,0
TMP00045246,ACLineSegment,交流线段,444.3999,556.6969,TMP00045246,00000败支51#~LINE215_线况诉败支52#,dxd,ACLineSegment,10kV,,,False,0
TMP00045245,ACLineSegment,交流线段,390.2545,556.6969,TMP00045245,00000败支65#~LINE215_线况诉败支66#,dxd,ACLineSegment,10kV,,,False,0
TMP00045244,ACLineSegment,交流线段,417.9578,552.577,TMP00045244,00000败支59照3#~LINE215_线况诉败支59照4#,dxd,ACLineSegment,10kV,,,False,0
TMP00045243,ACLineSegment,交流线段,444.6133,486.407,TMP00045243,00000分7#-LINE215_线海半分8#,dxd,ACLineSegment,10kV,,,False,0
TMP00045242,ACLineSegment,交流线段,444.6133,472.2679,TMP00045242,00000分9#-LINE215_线海半分10#,dxd,ACLineSegment,10kV,,,False,0
TMP00045241,ACLineSegment,交流线段,444.6133,465.381,TMP00045241,00000分15#-LINE215_线海半分16#,dxd,ACLineSegment,10kV,,,False,0
TMP00045240,ACLineSegment,交流线段,345.5487,488.7618,TMP00045240,00000败支11#-LINE215_线如切败支12#,dxd,ACLineSegment,10kV,,,False,0
TMP00045239,ACLineSegment,交流线段,441.6306,508.3373,TMP00045239,00000争9#-LINE215_线LINE365_争10#,dxd,ACLineSegment,10kV,,,False,0
TMP00045238,ACLineSegment,交流线段,442.2249,508.3373,TMP00045238,00000争10#-LINE215_线LINE365_争11#,dxd,ACLineSegment,10kV,,,False,0
TMP00045237,ACLineSegment,交流线段,506.4433,508.3373,TMP00045237,00000争14#-LINE215_线LINE365_争15#,dxd,ACLineSegment,10kV,,,False,0
TMP00045236,ACLineSegment,交流线段,508.8316,499.1935,TMP00045236,00000示分2#-LINE215_线LINE231_示分3#,dxd,ACLineSegment,10kV,,,False,0
TMP00045235,ACLineSegment,交流线段,514.092,556.7045,TMP00045235,00000败支2#~LINE215_线况诉败支3#,dxd,ACLineSegment,10kV,,,False,0
TMP00045234,ACLineSegment,交流线段,512.9995,556.7045,TMP00045234,00000败支3#~LINE215_线况诉败支4#,dxd,ACLineSegment,10kV,,,False,0
TMP00045233,ACLineSegment,交流线段,510.622,556.7045,TMP00045233,00000败支7#~LINE215_线况诉败支8#,dxd,ACLineSegment,10kV,,,False,0
TMP00045232,ACLineSegment,交流线段,510.0276,556.7045,TMP00045232,00000败支8#~LINE215_线况诉败支9#,dxd,ACLineSegment,10kV,,,False,0
TMP00045231,ACLineSegment,交流线段,481.8104,556.6969,TMP00045231,00000败支35#~LINE215_线况诉败支36#,dxd,ACLineSegment,10kV,,,False,0
TMP00045230,ACLineSegment,交流线段,481.216,556.6969,TMP00045230,00000败支36#~LINE215_线况诉败支37#,dxd,ACLineSegment,10kV,,,False,0
TMP00045229,ACLineSegment,交流线段,478.7449,556.6969,TMP00045229,00000败支37#~LINE215_线况诉败支38#,dxd,ACLineSegment,10kV,,,False,0
TMP00045228,ACLineSegment,交流线段,386.294,556.6969,TMP00045228,00000败支70#~LINE215_线况诉败支71#,dxd,ACLineSegment,10kV,,,False,0
TMP00045227,ACLineSegment,交流线段,385.526,556.6969,TMP00045227,00000败支71#~LINE215_线况诉败支72#,dxd,ACLineSegment,10kV,,,False,0
TMP00045226,ACLineSegment,交流线段,444.6133,471.0792,TMP00045226,00000分11#-LINE215_线海半分12#,dxd,ACLineSegment,10kV,,,False,0
TMP00045225,ACLineSegment,交流线段,444.6133,470.4848,TMP00045225,00000分12#-LINE215_线海半分13#,dxd,ACLineSegment,10kV,,,False,0
TMP00045224,ACLineSegment,交流线段,434.0723,484.7065,TMP00045224,00000二支3#-LINE215_线海半二支4#,dxd,ACLineSegment,10kV,,,False,0
TMP00045223,ACLineSegment,交流线段,459.3434,492.4637,TMP00045223,00000支4#-LINE215_线海半支5#,dxd,ACLineSegment,10kV,,,False,0
TMP00045222,ACLineSegment,交流线段,459.9377,492.4637,TMP00045222,00000支5#-LINE215_线海半支6#,dxd,ACLineSegment,10kV,,,False,0
TMP00045221,ACLineSegment,交流线段,460.5321,492.4637,TMP00045221,00000支6#-LINE215_线海半支7#,dxd,ACLineSegment,10kV,,,False,0
TMP00045220,ACLineSegment,交流线段,352.1439,495.027,TMP00045220,00000败支3照2#~LINE215_线如切败支3照3#,dxd,ACLineSegment,10kV,,,False,1
TMP00045219,ACLineSegment,交流线段,357.812,522.6409,TMP00045219,00000终端头922060~站外-电缆终端头918510,0201,ACLineSegment,10kV,,,False,0
TMP00045218,ACLineSegment,交流线段,425.4019,486.407,TMP00045218,00000二支2照3#~LINE215_线海半二支2照4#,dxd,ACLineSegment,10kV,,,False,1
TMP00045217,ACLineSegment,交流线段,385.2525,508.9465,TMP00045217,TMP00131368#102,0201,ACLineSegment,10kV,,,False,1
TMP00045216,ACLineSegment,交流线段,328.726,501.1257,TMP00045216,00000终端头466819-站外-电缆终端头466820,0201,ACLineSegment,10kV,,,False,1
TMP00045215,ACLineSegment,交流线段,365.2463,498.2574,TMP00045215,00000终端头198671-站外-电缆终端头198672,0201,ACLineSegment,10kV,,,False,1
TMP00045214,ACLineSegment,交流线段,377.1755,490.8407,TMP00045214,00000终端头506361-站外-电缆终端头506362,0201,ACLineSegment,10kV,,,False,1
TMP00045213,ACLineSegment,交流线段,382.9333,503.6611,TMP00045213,00000终端头197688-站外-电缆终端头197689,0201,ACLineSegment,10kV,,,False,1
TMP00045212,ACLineSegment,交流线段,380.9868,539.381,TMP00045212,00000终端头584392-站外-电缆终端头584398,0201,ACLineSegment,10kV,,,False,1
TMP00045211,ACLineSegment,交流线段,430.5058,488.9751,TMP00045211,00000终端头584557-站外-电缆终端头584578,0201,ACLineSegment,10kV,,,False,1
TMP00045210,ACLineSegment,交流线段,523.6825,513.2023,TMP00045210,00000终端头963363~站外-电缆终端头936663,0201,ACLineSegment,10kV,,,False,0
TMP00045209,ACLineSegment,交流线段,416.3925,508.3373,TMP00045209,00000争3#~LINE365_争3间1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045208,ACLineSegment,交流线段,417.6301,508.3373,TMP00045208,TMP00131370#~LINE215_线LINE365_争4#,dxd,ACLineSegment,10kV,,,False,0
TMP00045207,ACLineSegment,交流线段,417.6301,508.3373,TMP00045207,TMP00131370#~LINE365_争3间1照1,dxd,ACLineSegment,10kV,,,False,1
TMP00045206,ACLineSegment,交流线段,504.0867,466.5698,TMP00045206,00000示分5#~LINE215_线LINE231_示分6#,dxd,ACLineSegment,10kV,,,False,1
TMP00045205,ACLineSegment,交流线段,499.2317,446.9403,TMP00045205,00000示分37白2#~LINE215_线LINE231_示分37白3#,dxd,ACLineSegment,10kV,,,False,1
TMP00045204,ACLineSegment,交流线段,506.4874,455.3191,TMP00045204,00000要败支1#~LINE215_线听统要败支2#,dxd,ACLineSegment,10kV,,,False,1
TMP00045203,ACLineSegment,交流线段,500.4132,466.5698,TMP00045203,00000示分6白1#~LINE215_线LINE231_示分6白2#,dxd,ACLineSegment,10kV,,,False,1
TMP00045202,ACLineSegment,交流线段,504.1802,484.5427,TMP00045202,00000示1#环网箱102(1)－LINE215_线LINE231_示分5#,0201,ACLineSegment,10kV,,,False,1
TMP00045201,ACLineSegment,交流线段,504.1802,480.2504,TMP00045201,00000示1#环网箱102(2)－LINE215_线LINE231_示分5#,0201,ACLineSegment,10kV,,,False,1
TMP00045200,ACLineSegment,交流线段,504.1802,477.3773,TMP00045200,00000示1#环网箱102－LINE215_线LINE231_示分5#,0201,ACLineSegment,10kV,,,False,1
TMP00045199,ACLineSegment,交流线段,504.0867,428.5661,TMP00045199,TMP00131651#-LINE231_示2#SUB020_开关站101,0201,ACLineSegment,10kV,,,False,1
TMP00045198,ACLineSegment,交流线段,503.9763,423.1732,TMP00045198,TMP00131651#-LINE231_示2#SUB020_开关站101,0201,ACLineSegment,10kV,,,False,1
TMP00045197,ACLineSegment,交流线段,509.6941,455.3191,TMP00045197,TMP00131374#-听统要败支3#,0201,ACLineSegment,10kV,,,False,1
TMP00045196,ACLineSegment,交流线段,521.4752,455.313,TMP00045196,00000终端头506372-站外-电缆终端头506373,0201,ACLineSegment,10kV,,,False,1
TMP00045195,ACLineSegment,交流线段,486.5046,469.8563,TMP00045195,00000终端头586690-站外-电缆终端头586691,0201,ACLineSegment,10kV,,,False,1
TMP00045194,ACLineSegment,交流线段,475.0134,466.2901,TMP00045194,00000示分6白4#-LINE215_线果诉明3#争101,0201,ACLineSegment,10kV,,,False,1
TMP00045193,ACLineSegment,交流线段,465.6688,466.2901,TMP00045193,00000配电站102-亮平SUB020_配电站101,0201,ACLineSegment,10kV,,,False,1
TMP00045192,ACLineSegment,交流线段,504.0867,464.6992,TMP00045192,00000示分6#-LINE215_线LINE231_示分7#,dxd,ACLineSegment,10kV,,,False,0
TMP00045191,ACLineSegment,交流线段,501.6859,466.5698,TMP00045191,00000示分6#-LINE215_线LINE231_示分6白1#数线,dxd,ACLineSegment,10kV,,,False,0
TMP00045190,ACLineSegment,交流线段,504.0867,464.1986,TMP00045190,00000困示分8#,dxd,ACLineSegment,10kV,,,False,0
TMP00045189,ACLineSegment,交流线段,504.0867,462.196,TMP00045189,00000困示分12#,dxd,ACLineSegment,10kV,,,False,0
TMP00045188,ACLineSegment,交流线段,504.0867,457.6904,TMP00045188,00000示分20#-LINE215_线LINE231_示分21#,dxd,ACLineSegment,10kV,,,False,0
TMP00045187,ACLineSegment,交流线段,504.0867,457.1897,TMP00045187,00000困示分22#,dxd,ACLineSegment,10kV,,,False,0
TMP00045186,ACLineSegment,交流线段,504.0867,453.4485,TMP00045186,00000困示分24#,dxd,ACLineSegment,10kV,,,False,0
TMP00045185,ACLineSegment,交流线段,504.0867,455.3191,TMP00045185,00000示分23#-LINE215_线听统要败支1#数线,dxd,ACLineSegment,10kV,,,False,0
TMP00045184,ACLineSegment,交流线段,504.0867,450.9454,TMP00045184,00000困示分29#,dxd,ACLineSegment,10kV,,,False,0
TMP00045183,ACLineSegment,交流线段,504.0867,447.4408,TMP00045183,00000示分35#-LINE215_线LINE231_示分36#,dxd,ACLineSegment,10kV,,,False,0
TMP00045182,ACLineSegment,交流线段,504.0867,446.9403,TMP00045182,00000示分36#-LINE215_线LINE231_示分37#,dxd,ACLineSegment,10kV,,,False,0
TMP00045181,ACLineSegment,交流线段,504.0867,446.4396,TMP00045181,00000困示分38#,dxd,ACLineSegment,10kV,,,False,0
TMP00045180,ACLineSegment,交流线段,504.0867,442.6985,TMP00045180,00000困示分40#,dxd,ACLineSegment,10kV,,,False,0
TMP00045179,ACLineSegment,交流线段,504.0867,438.4415,TMP00045179,00000困示分42#,dxd,ACLineSegment,10kV,,,False,0
TMP00045178,ACLineSegment,交流线段,504.0867,436.9397,TMP00045178,00000示分44#-LINE215_线LINE231_示分45#,dxd,ACLineSegment,10kV,,,False,0
TMP00045177,ACLineSegment,交流线段,504.0867,436.439,TMP00045177,00000困示分46#,dxd,ACLineSegment,10kV,,,False,0
TMP00045176,ACLineSegment,交流线段,504.0867,435.4378,TMP00045176,00000困示分48#,dxd,ACLineSegment,10kV,,,False,0
TMP00045175,ACLineSegment,交流线段,504.0867,432.566,TMP00045175,00000示分51#-LINE215_线LINE231_示分51白1#,dxd,ACLineSegment,10kV,,,False,0
TMP00045174,ACLineSegment,交流线段,514.6961,455.3191,TMP00045174,00000统要败支5#,dxd,ACLineSegment,10kV,,,False,0
TMP00045173,ACLineSegment,交流线段,515.9771,455.3191,TMP00045173,00000统要败支7#,dxd,ACLineSegment,10kV,,,False,0
TMP00045172,ACLineSegment,交流线段,494.3401,466.5698,TMP00045172,00000示分6白2#-LINE215_线LINE231_示分6白3#,dxd,ACLineSegment,10kV,,,False,0
TMP00045171,ACLineSegment,交流线段,486.5046,466.5698,TMP00045171,00000示分6白3#-LINE215_线LINE231_示分6白4#,dxd,ACLineSegment,10kV,,,False,0
TMP00045170,ACLineSegment,交流线段,486.5046,466.5698,TMP00045170,00000示分6白4#-LINE215_线LINE231_示分6白5#,dxd,ACLineSegment,10kV,,,False,0
TMP00045169,ACLineSegment,交流线段,504.0867,463.6979,TMP00045169,00000示分8#-LINE215_线LINE231_示分9#,dxd,ACLineSegment,10kV,,,False,0
TMP00045168,ACLineSegment,交流线段,504.0867,463.1974,TMP00045168,00000示分9#-LINE215_线LINE231_示分10#,dxd,ACLineSegment,10kV,,,False,0
TMP00045167,ACLineSegment,交流线段,504.0867,462.6967,TMP00045167,00000示分10#-LINE215_线LINE231_示分11#,dxd,ACLineSegment,10kV,,,False,0
TMP00045166,ACLineSegment,交流线段,504.0867,461.6953,TMP00045166,00000示分12#-LINE215_线LINE231_示分13#,dxd,ACLineSegment,10kV,,,False,0
TMP00045165,ACLineSegment,交流线段,504.0867,461.1948,TMP00045165,00000示分13#-LINE215_线LINE231_示分14#,dxd,ACLineSegment,10kV,,,False,0
TMP00045164,ACLineSegment,交流线段,504.0867,460.6941,TMP00045164,00000示分14#-LINE215_线LINE231_示分15#,dxd,ACLineSegment,10kV,,,False,0
TMP00045163,ACLineSegment,交流线段,504.0867,460.1934,TMP00045163,00000示分15#-LINE215_线LINE231_示分16#,dxd,ACLineSegment,10kV,,,False,0
TMP00045162,ACLineSegment,交流线段,504.0867,459.6929,TMP00045162,00000示分16#-LINE215_线LINE231_示分17#,dxd,ACLineSegment,10kV,,,False,0
TMP00045161,ACLineSegment,交流线段,504.0867,459.1922,TMP00045161,00000示分17#-LINE215_线LINE231_示分18#,dxd,ACLineSegment,10kV,,,False,0
TMP00045160,ACLineSegment,交流线段,504.0867,458.6916,TMP00045160,00000示分18#-LINE215_线LINE231_示分19#,dxd,ACLineSegment,10kV,,,False,0
TMP00045159,ACLineSegment,交流线段,504.0867,458.1909,TMP00045159,00000示分19#-LINE215_线LINE231_示分20#,dxd,ACLineSegment,10kV,,,False,0
TMP00045158,ACLineSegment,交流线段,504.0867,452.948,TMP00045158,00000示分24#-LINE215_线LINE231_示分25#,dxd,ACLineSegment,10kV,,,False,0
TMP00045157,ACLineSegment,交流线段,504.0867,452.4473,TMP00045157,00000示分25#-LINE215_线LINE231_示分26#,dxd,ACLineSegment,10kV,,,False,0
TMP00045156,ACLineSegment,交流线段,504.0867,451.9466,TMP00045156,00000示分26#-LINE215_线LINE231_示分27#,dxd,ACLineSegment,10kV,,,False,0
TMP00045155,ACLineSegment,交流线段,504.0867,451.4459,TMP00045155,00000示分27#-LINE215_线LINE231_示分28#,dxd,ACLineSegment,10kV,,,False,0
TMP00045154,ACLineSegment,交流线段,504.0867,440.828,TMP00045154,00000示分40#-LINE215_线LINE231_示分41#,dxd,ACLineSegment,10kV,,,False,0
TMP00045153,ACLineSegment,交流线段,504.0867,437.9409,TMP00045153,00000示分42#-LINE215_线LINE231_示分43#,dxd,ACLineSegment,10kV,,,False,0
TMP00045152,ACLineSegment,交流线段,504.0867,437.4403,TMP00045152,00000示分43#-LINE215_线LINE231_示分44#,dxd,ACLineSegment,10kV,,,False,0
TMP00045151,ACLineSegment,交流线段,504.0867,435.9385,TMP00045151,00000示分46#-LINE215_线LINE231_示分47#,dxd,ACLineSegment,10kV,,,False,0
TMP00045150,ACLineSegment,交流线段,515.3366,455.3191,TMP00045150,00000要败支5#-LINE215_线听统要败支6#,dxd,ACLineSegment,10kV,,,False,0
TMP00045149,ACLineSegment,交流线段,516.6176,455.3191,TMP00045149,00000要败支7#-LINE215_线听统要败支8#,dxd,ACLineSegment,10kV,,,False,0
TMP00045148,ACLineSegment,交流线段,517.1182,455.3191,TMP00045148,00000要败支8#-LINE215_线听统要败支9#,dxd,ACLineSegment,10kV,,,False,0
TMP00045147,ACLineSegment,交流线段,517.6189,455.3191,TMP00045147,00000要败支9#-LINE215_线听统要败支10#,dxd,ACLineSegment,10kV,,,False,0
TMP00045146,ACLineSegment,交流线段,504.0867,455.3191,TMP00045146,00000示分22#-LINE215_线LINE231_示分23#,dxd,ACLineSegment,10kV,,,False,0
TMP00045145,ACLineSegment,交流线段,504.0867,450.4447,TMP00045145,00000示分29#-LINE215_线LINE231_示分30#,dxd,ACLineSegment,10kV,,,False,0
TMP00045144,ACLineSegment,交流线段,504.0867,449.9441,TMP00045144,00000示分30#-LINE215_线LINE231_示分31#,dxd,ACLineSegment,10kV,,,False,0
TMP00045143,ACLineSegment,交流线段,504.0867,449.4434,TMP00045143,00000示分31#-LINE215_线LINE231_示分32#,dxd,ACLineSegment,10kV,,,False,0
TMP00045142,ACLineSegment,交流线段,504.0867,448.9429,TMP00045142,00000示分32#-LINE215_线LINE231_示分33#,dxd,ACLineSegment,10kV,,,False,0
TMP00045141,ACLineSegment,交流线段,504.0867,448.4422,TMP00045141,00000示分33#-LINE215_线LINE231_示分34#,dxd,ACLineSegment,10kV,,,False,0
TMP00045140,ACLineSegment,交流线段,504.0867,447.9415,TMP00045140,00000示分34#-LINE215_线LINE231_示分35#,dxd,ACLineSegment,10kV,,,False,0
TMP00045139,ACLineSegment,交流线段,504.0867,444.569,TMP00045139,00000示分38#-LINE215_线LINE231_示分39#,dxd,ACLineSegment,10kV,,,False,0
TMP00045138,ACLineSegment,交流线段,504.0867,434.9371,TMP00045138,00000示分48#-LINE215_线LINE231_示分49#,dxd,ACLineSegment,10kV,,,False,0
TMP00045137,ACLineSegment,交流线段,504.0867,434.4364,TMP00045137,00000示分49#-LINE215_线LINE231_示分50#,dxd,ACLineSegment,10kV,,,False,0
TMP00045136,ACLineSegment,交流线段,504.0867,432.566,TMP00045136,00000示分50#-LINE215_线LINE231_示分51#,dxd,ACLineSegment,10kV,,,False,0
TMP00045135,ACLineSegment,交流线段,386.294,556.6969,TMP00045135,00000败支71#~况诉败支71白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045134,ACLineSegment,交流线段,400.6598,514.5067,TMP00045134,00000终端头921423~站外-电缆终端头924542,0201,ACLineSegment,10kV,,,False,0
TMP00045133,ACLineSegment,交流线段,508.8316,499.7878,TMP00045133,00000困示分2#,dxd,ACLineSegment,10kV,,,False,0
TMP00045132,ACLineSegment,交流线段,514.0682,455.3191,TMP00045132,00000要败支3#-LINE215_线听统要败支4#,dxd,ACLineSegment,10kV,,,False,0
TMP00045131,ACLineSegment,交流线段,419.439,556.6857,TMP00045131,00000败支57#~LINE215_线况诉败支58#,dxd,ACLineSegment,10kV,,,False,0
TMP00045130,ACLineSegment,交流线段,494.4873,556.6932,TMP00045130,00000败支28#~LINE215_线况诉败支29#,dxd,ACLineSegment,10kV,,,False,0
TMP00045129,ACLineSegment,交流线段,377.8722,540.2505,TMP00045129,00000终端头965085~站外-电缆终端头906632,0201,ACLineSegment,10kV,,,False,0
TMP00045128,ACLineSegment,交流线段,381.2989,508.1231,TMP00045128,00000终端头958070~站外-电缆终端头931877,0201,ACLineSegment,10kV,,,False,1
TMP00045127,ACLineSegment,交流线段,472.2659,548.9881,TMP00045127,TMP00131677电缆终端头628161,0201,ACLineSegment,10kV,,,False,0
TMP00045126,ACLineSegment,交流线段,484.2166,493.9811,TMP00045126,00000终端头914654~站外-电缆终端头917633,0201,ACLineSegment,10kV,,,False,0
TMP00045125,ACLineSegment,交流线段,461.1219,494.0718,TMP00045125,00000支7白2#~LINE215_线海半支7白2间1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045124,ACLineSegment,交流线段,461.1219,494.6971,TMP00045124,00000支7白2间1#~LINE215_线海半支7白3#,dxd,ACLineSegment,10kV,,,False,0
TMP00045123,ACLineSegment,交流线段,465.9672,496.1594,TMP00045123,00000终端头931442~站外-电缆终端头940580,0201,ACLineSegment,10kV,,,False,0
TMP00045122,ACLineSegment,交流线段,503.0156,446.927,TMP00045122,00000示分37#~LINE215_线LINE231_示分37白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045121,ACLineSegment,交流线段,501.6747,446.927,TMP00045121,00000示分37白1#~LINE215_线LINE231_示分37白2#,dxd,ACLineSegment,10kV,,,False,0
TMP00045120,ACLineSegment,交流线段,376.1201,554.524,TMP00045120,00000败支74#~况诉败4#SUB020_开关站101开关,0201,ACLineSegment,10kV,,,False,1
TMP00311536,Other,其他,310.9581,512.4258,TMP00311536,,0,Other,10kV,,,False,0
TMP00311599,Other,其他,312.3034,506.6466,TMP00311599,,0,Other,10kV,,,False,0
TMP00311602,Other,其他,314.2492,506.6466,TMP00311602,,0,Other,10kV,,,False,0
TMP00311605,Other,其他,308.4118,506.6466,TMP00311605,,0,Other,10kV,,,False,0
TMP00311608,Other,其他,323.5681,506.6466,TMP00311608,,0,Other,10kV,,,False,0
TMP00311614,Other,其他,327.4597,506.6466,TMP00311614,,0,Other,10kV,,,False,0
TMP00311617,Other,其他,329.4055,506.6466,TMP00311617,,0,Other,10kV,,,False,0
TMP00311620,Other,其他,325.5139,506.6466,TMP00311620,,0,Other,10kV,,,False,0
TMP00311623,Other,其他,347.8745,506.6466,TMP00311623,,0,Other,10kV,,,False,0
TMP00311626,Other,其他,351.7661,506.6466,TMP00311626,,0,Other,10kV,,,False,0
TMP00311629,Other,其他,349.8202,506.6466,TMP00311629,,0,Other,10kV,,,False,0
TMP00311632,Other,其他,353.7118,506.6466,TMP00311632,,0,Other,10kV,,,False,0
TMP00311646,Other,其他,367.6694,506.6466,TMP00311646,,0,Other,10kV,,,False,0
TMP00311649,Other,其他,369.6152,506.6466,TMP00311649,,0,Other,10kV,,,False,0
TMP00311652,Other,其他,365.7236,506.6466,TMP00311652,,0,Other,10kV,,,False,0
TMP00311655,Other,其他,363.7779,506.6466,TMP00311655,,0,Other,10kV,,,False,0
TMP00311661,Other,其他,380.8799,506.6466,TMP00311661,,0,Other,10kV,,,False,0
TMP00311667,Other,其他,384.7715,506.6466,TMP00311667,,0,Other,10kV,,,False,0
TMP00311673,Other,其他,382.8257,506.6466,TMP00311673,,0,Other,10kV,,,False,0
TMP00311676,Other,其他,378.9341,506.6466,TMP00311676,,0,Other,10kV,,,False,0
TMP00311679,Other,其他,396.8477,504.1046,TMP00311679,,0,Other,10kV,,,False,0
TMP00311688,Other,其他,400.6279,505.8057,TMP00311688,,0,Other,10kV,,,False,0
TMP00311696,Other,其他,402.5181,504.1046,TMP00311696,,0,Other,10kV,,,False,0
TMP00311701,Other,其他,394.9575,504.1046,TMP00311701,,0,Other,10kV,,,False,0
TMP00311708,Other,其他,398.7378,505.8057,TMP00311708,,0,Other,10kV,,,False,0
TMP00311798,Other,其他,343.0067,464.4485,TMP00311798,,0,Other,10kV,,,False,0
TMP00311801,Other,其他,347.0945,464.4485,TMP00311801,,0,Other,10kV,,,False,0
TMP00311807,Other,其他,352.5734,451.1463,TMP00311807,,0,Other,10kV,,,False,0
TMP00311812,Other,其他,348.4857,451.1463,TMP00311812,,0,Other,10kV,,,False,0
TMP00311818,Other,其他,484.294,489.6797,TMP00311818,,0,Other,10kV,,,False,0
TMP00311823,Other,其他,488.3817,489.6797,TMP00311823,,0,Other,10kV,,,False,0
TMP00311836,Other,其他,392.0426,569.3686,TMP00311836,,0,Other,10kV,,,False,0
TMP00311841,Other,其他,396.1304,569.3686,TMP00311841,,0,Other,10kV,,,False,0
TMP00311847,Other,其他,428.134,565.382,TMP00311847,,0,Other,10kV,,,False,0
TMP00311852,Other,其他,432.2217,565.382,TMP00311852,,0,Other,10kV,,,False,0
TMP00311860,Other,其他,445.2183,550.8248,TMP00311860,,0,Other,10kV,,,False,0
TMP00311865,Other,其他,449.3061,550.8248,TMP00311865,,0,Other,10kV,,,False,0
TMP00311871,Other,其他,456.256,565.877,TMP00311871,,0,Other,10kV,,,False,0
TMP00311876,Other,其他,460.3437,565.877,TMP00311876,,0,Other,10kV,,,False,0
TMP00311882,Other,其他,461.0011,549.7075,TMP00311882,,0,Other,10kV,,,False,0
TMP00311885,Other,其他,465.0888,549.7075,TMP00311885,,0,Other,10kV,,,False,0
TMP00311893,Other,其他,491.9932,547.1345,TMP00311893,,0,Other,10kV,,,False,0
TMP00311898,Other,其他,496.0809,547.1345,TMP00311898,,0,Other,10kV,,,False,0
TMP00311904,Other,其他,444.2297,448.1118,TMP00311904,,0,Other,10kV,,,False,0
TMP00311909,Other,其他,448.3174,448.1118,TMP00311909,,0,Other,10kV,,,False,0
