element_id,element_type,element_type_cn,x,y,object_id,object_name,psr_type,layer,voltage_level,css_class,stroke_color,is_junction,related_text_count
TMP00046587,SurgeArrester_Layer,SurgeArrester_Layer,177.5425,252.3378,TMP00046587,避雷器028,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046586,SurgeArrester_Layer,SurgeArrester_Layer,177.5425,233.7086,TMP00046586,避雷器027,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046585,SurgeArrester_Layer,SurgeArrester_Layer,174.047,181.1746,TMP00046585,避雷器026,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046584,SurgeArrester_Layer,SurgeArrester_Layer,266.3178,259.6569,TMP00046584,避雷器025,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046583,SurgeArrester_Layer,SurgeArrester_Layer,265.996,273.484,TMP00046583,避雷器024,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046582,SurgeArrester_Layer,SurgeArrester_Layer,370.4554,314.4563,TMP00046582,避雷器023,0116,SurgeArrester_Layer,10kV,,,False,1
TMP00046581,SurgeArrester_Layer,SurgeArrester_Layer,373.9507,349.6677,TMP00046581,避雷器022,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046580,SurgeArrester_Layer,SurgeArrester_Layer,370.4554,365.1328,TMP00046580,避雷器021,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046579,SurgeArrester_Layer,SurgeArrester_Layer,373.9507,375.5031,TMP00046579,避雷器020,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046578,SurgeArrester_Layer,SurgeArrester_Layer,434.5377,316.204,TMP00046578,避雷器019,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046577,SurgeArrester_Layer,SurgeArrester_Layer,446.4366,312.7086,TMP00046577,避雷器018,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046576,SurgeArrester_Layer,SurgeArrester_Layer,374.321,296.0556,TMP00046576,避雷器017,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046575,SurgeArrester_Layer,SurgeArrester_Layer,424.5857,237.7254,TMP00046575,避雷器016,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046574,SurgeArrester_Layer,SurgeArrester_Layer,455.156,252.3378,TMP00046574,避雷器015,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046573,SurgeArrester_Layer,SurgeArrester_Layer,451.6606,246.863,TMP00046573,避雷器014,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046572,SurgeArrester_Layer,SurgeArrester_Layer,539.6303,115.9237,TMP00046572,避雷器013,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046571,SurgeArrester_Layer,SurgeArrester_Layer,485.9925,129.3034,TMP00046571,避雷器012,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046570,SurgeArrester_Layer,SurgeArrester_Layer,485.9925,152.2712,TMP00046570,避雷器011,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046569,SurgeArrester_Layer,SurgeArrester_Layer,472.8864,121.0155,TMP00046569,避雷器010,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046568,SurgeArrester_Layer,SurgeArrester_Layer,62.6172,251.8786,TMP00046568,避雷器009,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046567,SurgeArrester_Layer,SurgeArrester_Layer,414.1629,130.4146,TMP00046567,避雷器008,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046566,SurgeArrester_Layer,SurgeArrester_Layer,405.9352,125.5346,TMP00046566,避雷器007,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046565,SurgeArrester_Layer,SurgeArrester_Layer,446.8399,99.8947,TMP00046565,避雷器006,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046564,SurgeArrester_Layer,SurgeArrester_Layer,439.9491,131.4783,TMP00046564,避雷器005,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00046563,SurgeArrester_Layer,SurgeArrester_Layer,435.9462,114.9767,TMP00046563,避雷器004,0116,SurgeArrester_Layer,10kV,,,False,0
TMP00045087,ACLineSegment,交流线段,394.245,107.0438,TMP00045087,TMP00314522LINE216_争1#,0201,ACLineSegment,10kV,,,False,1
TMP00045086,ACLineSegment,交流线段,403.3716,107.0228,TMP00045086,TMP00131370~LINE216_争2#1,dxd,ACLineSegment,10kV,,,False,1
TMP00045085,ACLineSegment,交流线段,402.6121,99.5788,TMP00045085,00000终端头510346-站外-电缆终端头510347,0201,ACLineSegment,10kV,,,False,1
TMP00045084,ACLineSegment,交流线段,419.9453,99.9973,TMP00045084,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00045083,ACLineSegment,交流线段,417.9918,99.9783,TMP00045083,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00045082,ACLineSegment,交流线段,417.9678,100.0095,TMP00045082,00000~LINE216_争4#,dxd,ACLineSegment,10kV,,,False,1
TMP00045081,ACLineSegment,交流线段,420.8793,99.9973,TMP00045081,TMP00131599LINE216_争8#,dxd,ACLineSegment,10kV,,,False,1
TMP00045080,ACLineSegment,交流线段,421.684,100.0162,TMP00045080,TMP00131599LINE216_争9#,dxd,ACLineSegment,10kV,,,False,1
TMP00045079,ACLineSegment,交流线段,418.9165,99.9783,TMP00045079,TMP00131599LINE216_争6#,dxd,ACLineSegment,10kV,,,False,1
TMP00045078,ACLineSegment,交流线段,410.9583,104.6411,TMP00045078,TMP00131370~LINE216_争3#,dxd,ACLineSegment,10kV,,,False,1
TMP00045077,ACLineSegment,交流线段,432.7934,57.4466,TMP00045077,00000终端头497241-站外-电缆终端头510345,0201,ACLineSegment,10kV,,,False,1
TMP00045076,ACLineSegment,交流线段,432.7934,92.8864,TMP00045076,00000~清叫支3#,dxd,ACLineSegment,10kV,,,False,1
TMP00045075,ACLineSegment,交流线段,432.7934,91.9518,TMP00045075,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00045074,ACLineSegment,交流线段,432.7934,89.1481,TMP00045074,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00045073,ACLineSegment,交流线段,432.7934,86.3443,TMP00045073,00000~清叫支10#,dxd,ACLineSegment,10kV,,,False,1
TMP00045072,ACLineSegment,交流线段,432.7934,85.4097,TMP00045072,00000#~清叫支11#,dxd,ACLineSegment,10kV,,,False,1
TMP00045071,ACLineSegment,交流线段,432.7934,84.4751,TMP00045071,00000#~清叫支12#,dxd,ACLineSegment,10kV,,,False,1
TMP00045070,ACLineSegment,交流线段,432.7934,83.5405,TMP00045070,00000#~清叫支13#,dxd,ACLineSegment,10kV,,,False,1
TMP00045069,ACLineSegment,交流线段,432.7934,82.6059,TMP00045069,00000#~清叫支14#,dxd,ACLineSegment,10kV,,,False,1
TMP00045068,ACLineSegment,交流线段,432.7934,77.2334,TMP00045068,00000#~清叫支15#,dxd,ACLineSegment,10kV,,,False,1
TMP00045067,ACLineSegment,交流线段,432.7934,76.0377,TMP00045067,TMP00131368#,dxd,ACLineSegment,10kV,,,False,1
TMP00045066,ACLineSegment,交流线段,432.7934,73.6464,TMP00045066,TMP00132366#,dxd,ACLineSegment,10kV,,,False,1
TMP00045065,ACLineSegment,交流线段,432.7934,71.7772,TMP00045065,00000#-清叫支20#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00045064,ACLineSegment,交流线段,432.7934,91.0172,TMP00045064,TMP00131599清叫支5#,dxd,ACLineSegment,10kV,,,False,1
TMP00045063,ACLineSegment,交流线段,432.7934,90.1128,TMP00045063,TMP00131599清叫支6#,dxd,ACLineSegment,10kV,,,False,1
TMP00045062,ACLineSegment,交流线段,432.7934,74.8421,TMP00045062,00000#-清叫支17#,dxd,ACLineSegment,10kV,,,False,1
TMP00045061,ACLineSegment,交流线段,432.7934,72.7118,TMP00045061,00000#-清叫支19#,dxd,ACLineSegment,10kV,,,False,1
TMP00045060,ACLineSegment,交流线段,432.7934,88.2134,TMP00045060,TMP00131599清叫支8#,dxd,ACLineSegment,10kV,,,False,1
TMP00045059,ACLineSegment,交流线段,432.7934,87.2789,TMP00045059,TMP00131599清叫支9#,dxd,ACLineSegment,10kV,,,False,1
TMP00045058,ACLineSegment,交流线段,432.7934,92.8864,TMP00045058,00000~清叫支3白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045057,ACLineSegment,交流线段,438.4158,82.7781,TMP00045057,00000终端头972243~站外-电缆终端头915548,0201,ACLineSegment,10kV,,,False,0
TMP00045056,ACLineSegment,交流线段,448.8853,83.4028,TMP00045056,00000终端头905222~站外-电缆终端头964807,0201,ACLineSegment,10kV,,,False,0
TMP00045055,ACLineSegment,交流线段,447.4862,128.1511,TMP00045055,00000#~LINE216_争15#,dxd,ACLineSegment,10kV,,,False,1
TMP00045054,ACLineSegment,交流线段,542.9678,128.1511,TMP00045054,00000#~LINE216_争35#,dxd,ACLineSegment,10kV,,,False,1
TMP00045053,ACLineSegment,交流线段,487.9061,253.49,TMP00045053,00000#~LINE216_争71#,dxd,ACLineSegment,10kV,,,False,1
TMP00045052,ACLineSegment,交流线段,497.5642,294.7921,TMP00045052,00000~饭想分2#,dxd,ACLineSegment,10kV,,,False,1
TMP00045051,ACLineSegment,交流线段,348.5432,253.49,TMP00045051,TMP00132366#~LINE216_争129#,dxd,ACLineSegment,10kV,,,False,1
TMP00045050,ACLineSegment,交流线段,161.147,253.49,TMP00045050,TMP00131373#~LINE216_争164#,dxd,ACLineSegment,10kV,,,False,1
TMP00045049,ACLineSegment,交流线段,134.468,253.49,TMP00045049,TMP00131368#~界著支1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045048,ACLineSegment,交流线段,67.1918,253.49,TMP00045048,00000白7#~界著支26白8#,dxd,ACLineSegment,10kV,,,False,1
TMP00045047,ACLineSegment,交流线段,175.7947,246.9756,TMP00045047,00000~清开分2#,dxd,ACLineSegment,10kV,,,False,1
TMP00045046,ACLineSegment,交流线段,203.5648,257.2065,TMP00045046,TMP00131368#~五海分1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045045,ACLineSegment,交流线段,264.2482,254.6423,TMP00045045,00000~士诉分2#,dxd,ACLineSegment,10kV,,,False,1
TMP00045044,ACLineSegment,交流线段,376.2127,314.4563,TMP00045044,00000#~亮败支1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045043,ACLineSegment,交流线段,377.135,297.8033,TMP00045043,00000~如败支2#,dxd,ACLineSegment,10kV,,,False,1
TMP00045042,ACLineSegment,交流线段,366.7283,289.1968,TMP00045042,00000#~从地支1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045041,ACLineSegment,交流线段,426.3335,247.806,TMP00045041,TMP00131368#~LINE216_争106白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045040,ACLineSegment,交流线段,535.8516,123.4327,TMP00045040,00000#~奇广分1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045039,ACLineSegment,交流线段,487.7402,132.1175,TMP00045039,00000#~约叫败分2#,dxd,ACLineSegment,10kV,,,False,1
TMP00045038,ACLineSegment,交流线段,500.8935,163.5042,TMP00045038,TMP00131368#~约叫败分27#,dxd,ACLineSegment,10kV,,,False,1
TMP00045037,ACLineSegment,交流线段,461.6092,128.1511,TMP00045037,TMP00131599LINE216_争24电缆次,0201,ACLineSegment,10kV,,,False,1
TMP00045036,ACLineSegment,交流线段,549.5808,128.1511,TMP00045036,TMP00131599LINE216_争37电缆次,0201,ACLineSegment,10kV,,,False,1
TMP00045035,ACLineSegment,交流线段,497.5642,305.0929,TMP00045035,00000终端头449724-站外-电缆终端头449725,0201,ACLineSegment,10kV,,,False,0
TMP00045034,ACLineSegment,交流线段,458.1526,263.808,TMP00045034,00000终端头510736-站外-电缆终端头510737,0201,ACLineSegment,10kV,,,False,1
TMP00045033,ACLineSegment,交流线段,105.256,241.2548,TMP00045033,00000终端头510981-站外-电缆终端头510982,0201,ACLineSegment,10kV,,,False,1
TMP00045032,ACLineSegment,交流线段,174.9175,172.0498,TMP00045032,00000终端头510956-站外-电缆终端头510957,0201,ACLineSegment,10kV,,,False,1
TMP00045031,ACLineSegment,交流线段,153.6107,233.0649,TMP00045031,00000终端头510949-站外-电缆终端头510950,0201,ACLineSegment,10kV,,,False,1
TMP00045030,ACLineSegment,交流线段,264.2482,280.9148,TMP00045030,00000终端头510879-站外-电缆终端头510880,0201,ACLineSegment,10kV,,,False,1
TMP00045029,ACLineSegment,交流线段,372.2031,353.691,TMP00045029,TMP00131599能半分58电缆次,0201,ACLineSegment,10kV,,,False,1
TMP00045028,ACLineSegment,交流线段,372.2031,382.2902,TMP00045028,00000终端头510876-站外-电缆终端头510877,0201,ACLineSegment,10kV,,,False,1
TMP00045027,ACLineSegment,交流线段,435.3423,314.4563,TMP00045027,TMP00131599亮败支29电缆次,0201,ACLineSegment,10kV,,,False,1
TMP00045026,ACLineSegment,交流线段,426.3335,227.2861,TMP00045026,00000终端头510801-站外-电缆终端头510802,0201,ACLineSegment,10kV,,,False,0
TMP00045025,ACLineSegment,交流线段,453.4083,239.3526,TMP00045025,00000终端头510779-站外-电缆终端头510761,0201,ACLineSegment,10kV,,,False,1
TMP00045024,ACLineSegment,交流线段,521.2338,261.4294,TMP00045024,00000终端头604736-站外-电缆终端头604737,0201,ACLineSegment,10kV,,,False,1
TMP00045023,ACLineSegment,交流线段,535.8516,100.2928,TMP00045023,00000终端头510685-站外-电缆终端头510702,0201,ACLineSegment,10kV,,,False,1
TMP00045022,ACLineSegment,交流线段,496.1294,151.6275,TMP00045022,00000终端头510803-站外-电缆终端头510804,0201,ACLineSegment,10kV,,,False,1
TMP00045021,ACLineSegment,交流线段,471.145,108.8446,TMP00045021,00000终端头510692-站外-电缆终端头510693,0201,ACLineSegment,10kV,,,False,1
TMP00045020,ACLineSegment,交流线段,451.5864,128.1511,TMP00045020,TMP00131368#,dxd,ACLineSegment,10kV,,,False,1
TMP00045019,ACLineSegment,交流线段,456.1955,128.1511,TMP00045019,TMP00132954#,dxd,ACLineSegment,10kV,,,False,1
TMP00045018,ACLineSegment,交流线段,469.3426,128.1511,TMP00045018,00000#-LINE216_争024#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00045017,ACLineSegment,交流线段,471.1388,128.1511,TMP00045017,00000#~LINE216_争26#,dxd,ACLineSegment,10kV,,,False,1
TMP00045016,ACLineSegment,交流线段,487.7402,128.1511,TMP00045016,TMP00131366#,dxd,ACLineSegment,10kV,,,False,1
TMP00045015,ACLineSegment,交流线段,487.7402,128.1511,TMP00045015,00000#~约叫败分1#,dxd,ACLineSegment,10kV,,,False,1
TMP00045014,ACLineSegment,交流线段,535.8516,128.1511,TMP00045014,00000#~LINE216_争33#,dxd,ACLineSegment,10kV,,,False,1
TMP00045013,ACLineSegment,交流线段,537.0039,128.1511,TMP00045013,00000#~LINE216_争34#,dxd,ACLineSegment,10kV,,,False,1
TMP00045012,ACLineSegment,交流线段,546.8497,128.1511,TMP00045012,00000#-LINE216_争36#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00045011,ACLineSegment,交流线段,554.7135,253.49,TMP00045011,00000#~LINE216_争38#,dxd,ACLineSegment,10kV,,,False,1
TMP00045010,ACLineSegment,交流线段,552.9175,253.49,TMP00045010,00000#~LINE216_争39#,dxd,ACLineSegment,10kV,,,False,1
TMP00045009,ACLineSegment,交流线段,551.7653,253.49,TMP00045009,TMP00132954#,dxd,ACLineSegment,10kV,,,False,1
TMP00045008,ACLineSegment,交流线段,544.2082,253.49,TMP00045008,00000#~LINE216_争46#,dxd,ACLineSegment,10kV,,,False,1
TMP00045007,ACLineSegment,交流线段,542.412,253.49,TMP00045007,00000#~LINE216_争47#,dxd,ACLineSegment,10kV,,,False,1
TMP00045006,ACLineSegment,交流线段,541.2598,253.49,TMP00045006,TMP00132366#,dxd,ACLineSegment,10kV,,,False,1
TMP00045005,ACLineSegment,交流线段,542.412,253.49,TMP00045005,00000#-LINE216_争047照1#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00045004,ACLineSegment,交流线段,534.5329,253.49,TMP00045004,00000#~LINE216_争53#,dxd,ACLineSegment,10kV,,,False,1
TMP00045003,ACLineSegment,交流线段,529.1966,253.49,TMP00045003,00000#~LINE216_争54#,dxd,ACLineSegment,10kV,,,False,1
TMP00045002,ACLineSegment,交流线段,527.7225,253.49,TMP00045002,TMP00131372#,dxd,ACLineSegment,10kV,,,False,1
TMP00045001,ACLineSegment,交流线段,519.4378,253.49,TMP00045001,00000#~LINE216_争58#,dxd,ACLineSegment,10kV,,,False,1
TMP00045000,ACLineSegment,交流线段,518.2856,253.49,TMP00045000,TMP00132978#,dxd,ACLineSegment,10kV,,,False,1
TMP00044999,ACLineSegment,交流线段,519.4378,252.3378,TMP00044999,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00044998,ACLineSegment,交流线段,510.4579,253.49,TMP00044998,00000#~LINE216_争63#,dxd,ACLineSegment,10kV,,,False,1
TMP00044997,ACLineSegment,交流线段,514.8288,253.49,TMP00044997,00000#~LINE216_争62照1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044996,ACLineSegment,交流线段,509.3056,253.49,TMP00044996,TMP00131371#,dxd,ACLineSegment,10kV,,,False,1
TMP00044995,ACLineSegment,交流线段,510.4579,252.3378,TMP00044995,00000#~LINE216_争63照1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044994,ACLineSegment,交流线段,506.2223,253.49,TMP00044994,00000#~LINE216_争65白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044993,ACLineSegment,交流线段,505.07,253.49,TMP00044993,TMP00131368#,dxd,ACLineSegment,10kV,,,False,1
TMP00044992,ACLineSegment,交流线段,500.6475,253.49,TMP00044992,TMP00132978#,dxd,ACLineSegment,10kV,,,False,1
TMP00044991,ACLineSegment,交流线段,501.7999,252.3378,TMP00044991,00000#~LINE216_争68照1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044990,ACLineSegment,交流线段,497.5642,253.49,TMP00044990,00000#~饭想分1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044989,ACLineSegment,交流线段,497.5642,297.3402,TMP00044989,00000~饭想分3#,dxd,ACLineSegment,10kV,,,False,1
TMP00044988,ACLineSegment,交流线段,497.5642,298.4924,TMP00044988,TMP00131599饭想分3#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00044987,ACLineSegment,交流线段,500.9694,298.4924,TMP00044987,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00044986,ACLineSegment,交流线段,503.2741,298.4924,TMP00044986,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00044985,ACLineSegment,交流线段,516.2707,298.4924,TMP00044985,00000#~饭想分18#,dxd,ACLineSegment,10kV,,,False,1
TMP00044984,ACLineSegment,交流线段,521.2853,298.4924,TMP00044984,00000#~饭想分18间1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044983,ACLineSegment,交流线段,521.2853,297.3402,TMP00044983,TMP00132366白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044982,ACLineSegment,交流线段,523.4031,298.4924,TMP00044982,00000间1#~饭想分19#,dxd,ACLineSegment,10kV,,,False,1
TMP00044981,ACLineSegment,交流线段,525.8428,298.4924,TMP00044981,TMP00132954#,dxd,ACLineSegment,10kV,,,False,1
TMP00044980,ACLineSegment,交流线段,532.7564,298.4924,TMP00044980,00000#-饭想分24#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00044979,ACLineSegment,交流线段,532.7564,297.3402,TMP00044979,00000#-饭想分24白1#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00044978,ACLineSegment,交流线段,534.5522,298.4924,TMP00044978,00000#-饭想分26#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00044977,ACLineSegment,交流线段,536.3482,298.4924,TMP00044977,00000#-饭想分27#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00044976,ACLineSegment,交流线段,537.8223,298.4924,TMP00044976,TMP00132366#,dxd,ACLineSegment,10kV,,,False,1
TMP00044975,ACLineSegment,交流线段,537.8223,297.3402,TMP00044975,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00044974,ACLineSegment,交流线段,537.8223,298.4924,TMP00044974,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00044973,ACLineSegment,交流线段,557.3721,298.4924,TMP00044973,TMP00131370#,dxd,ACLineSegment,10kV,,,False,1
TMP00044972,ACLineSegment,交流线段,563.1335,298.4924,TMP00044972,00000#~饭想分36#,dxd,ACLineSegment,10kV,,,False,1
TMP00044971,ACLineSegment,交流线段,563.1335,297.3402,TMP00044971,00000#~饭想分35照1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044970,ACLineSegment,交流线段,570.4009,298.4924,TMP00044970,TMP00131366#,dxd,ACLineSegment,10kV,,,False,1
TMP00044969,ACLineSegment,交流线段,574.6366,297.3402,TMP00044969,00000#~饭想分38白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044968,ACLineSegment,交流线段,574.6366,298.4924,TMP00044968,TMP00132978#,dxd,ACLineSegment,10kV,,,False,1
TMP00044967,ACLineSegment,交流线段,581.5502,298.4924,TMP00044967,TMP00131372#,dxd,ACLineSegment,10kV,,,False,1
TMP00044966,ACLineSegment,交流线段,581.5502,298.4924,TMP00044966,00000#~饭想分44白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044965,ACLineSegment,交流线段,585.6506,298.4924,TMP00044965,00000#~饭想分48#,dxd,ACLineSegment,10kV,,,False,1
TMP00044964,ACLineSegment,交流线段,585.6506,297.3402,TMP00044964,00000#~饭想分47照1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044963,ACLineSegment,交流线段,590.0217,298.4924,TMP00044963,00000#~饭想分48白1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044962,ACLineSegment,交流线段,590.0217,298.4924,TMP00044962,TMP00132978#,dxd,ACLineSegment,10kV,,,False,1
TMP00044961,ACLineSegment,交流线段,592.3262,298.4924,TMP00044961,00000#-饭想分50#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00044960,ACLineSegment,交流线段,596.697,298.4924,TMP00044960,00000#~饭想分52#,dxd,ACLineSegment,10kV,,,False,1
TMP00044959,ACLineSegment,交流线段,596.697,297.3402,TMP00044959,00000#~饭想分51白1#.,dxd,ACLineSegment,10kV,,,False,1
TMP00044958,ACLineSegment,交流线段,598.1711,298.4924,TMP00044958,TMP00131373#,dxd,ACLineSegment,10kV,,,False,1
TMP00044957,ACLineSegment,交流线段,611.9982,298.4924,TMP00044957,00000#~著败支1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044956,ACLineSegment,交流线段,611.9982,298.4924,TMP00044956,TMP00131372#,dxd,ACLineSegment,10kV,,,False,1
TMP00044955,ACLineSegment,交流线段,614.4377,298.4924,TMP00044955,00000#,dxd,ACLineSegment,10kV,,,False,1
TMP00044954,ACLineSegment,交流线段,619.1819,298.4924,TMP00044954,00000~著败支4照1#,dxd,ACLineSegment,10kV,,,False,1
TMP00044953,ACLineSegment,交流线段,619.1819,298.4924,TMP00044953,00000~著败支05#,dxd,ACLineSegment,10kV,,,False,1
TMP00044952,ACLineSegment,交流线段,622.9606,298.4924,TMP00044952,00000~著败支8#,dxd,ACLineSegment,10kV,,,False,1
TMP00044951,ACLineSegment,交流线段,624.7566,298.4924,TMP00044951,00000~著败支9#,dxd,ACLineSegment,10kV,,,False,1
TMP00044950,ACLineSegment,交流线段,626.5526,298.4924,TMP00044950,00000~著败支10#,dxd,ACLineSegment,10kV,,,False,1
TMP00044949,ACLineSegment,交流线段,627.7048,298.4924,TMP00044949,00000#~著败支11#,dxd,ACLineSegment,10kV,,,False,1
TMP00044948,ACLineSegment,交流线段,628.857,298.4924,TMP00044948,00000#~著败支12#,dxd,ACLineSegment,10kV,,,False,1
TMP00044947,ACLineSegment,交流线段,630.0094,298.4924,TMP00044947,00000#~著败支13#,dxd,ACLineSegment,10kV,,,False,1
TMP00044946,ACLineSegment,交流线段,631.1616,298.4924,TMP00044946,00000#~著败支14#,dxd,ACLineSegment,10kV,,,False,1
TMP00044945,ACLineSegment,交流线段,632.3141,298.4924,TMP00044945,TMP00131599著败支15#数线,dxd,ACLineSegment,10kV,,,False,1
TMP00044944,ACLineSegment,交流线段,611.9982,310.015,TMP00044944,TMP00131372#,dxd,ACLineSegment,10kV,,,False,1
TMP00044943,ACLineSegment,交流线段,611.9982,312.3195,TMP00044943,TMP00131366#,dxd,ACLineSegment,10kV,,,False,1
TMP00044942,ACLineSegment,交流线段,596.697,295.5442,TMP00044942,00000白1#.~饭想分51白2#,dxd,ACLineSegment,10kV,,,False,1
TMP00044941,ACLineSegment,交流线段,595.5447,295.5442,TMP00044941,00000白2#-饭想分51白2-1#数线,dxd,ACLineSegment,10kV,,,False,1
