line_id,line_type,line_type_cn,inferred_type,inferred_type_cn,line_color,line_stroke_width,from_element_id,from_element_type,from_element_name,from_terminal,to_element_id,to_element_type,to_element_name,to_terminal
TMP_ab59c837-7c87-459b-aa47-1d7e007d42c5,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_8a5dc6f8-dca1-4649-9379-f756c5ee1ae5,LoadBreakSwitch,开关00054,1,TMP_130b4dbf-5a89-4cfd-a690-ca34a351ce0f,Substation,站房000056,1
TMP_d0519959-50a9-444f-8d63-c36dcfa9308f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_8a5dc6f8-dca1-4649-9379-f756c5ee1ae5,LoadBreakSwitch,开关00054,2,TMP_27a8ec2b-5625-4a28-aa2a-877c4ffba174,Junction,,1
TMP_7fb16c2c-a7d1-4ff5-b900-9c100a9a21f5,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_27a8ec2b-5625-4a28-aa2a-877c4ffba174,Junction,,1,TMP_8a5dc6f8-dca1-4649-9379-f756c5ee1ae5,LoadBreakSwitch,开关00054,2
TMP_7b8d97d6-ebd7-45f3-9be9-e24959642c8b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_2a489c67-8f91-4e79-b540-5c0bd870b7e6,LoadBreakSwitch,开关00053,1,TMP_130b4dbf-5a89-4cfd-a690-ca34a351ce0f,Substation,站房000056,1
TMP_70c7be75-6552-4ace-93bf-aa089bedd9e2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_2a489c67-8f91-4e79-b540-5c0bd870b7e6,LoadBreakSwitch,开关00053,2,TMP_78e69df1-e914-4940-8f15-bbec07c3cac8,Junction,,1
TMP_018cb4aa-f861-43e4-bbfa-17c251a8a80d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_78e69df1-e914-4940-8f15-bbec07c3cac8,Junction,,1,TMP_2a489c67-8f91-4e79-b540-5c0bd870b7e6,LoadBreakSwitch,开关00053,2
TMP_6d620c7a-5e0e-4148-a15d-600722ac3d3b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_09c5e931-14b3-413e-bcb6-1404c77d9aaf,LoadBreakSwitch,开关00052,1,TMP_130b4dbf-5a89-4cfd-a690-ca34a351ce0f,Substation,站房000056,1
TMP_e1cec84a-9664-43a2-b151-4b1d758d11b5,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_09c5e931-14b3-413e-bcb6-1404c77d9aaf,LoadBreakSwitch,开关00052,2,TMP_00022728-3a68-4082-9f9d-cb8e629d8c95,PowerTransformer,配变2260,2
TMP_3e32cf6b-7b0c-41b9-9269-1ed30b2a02fe,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_fa715896-1b91-4a11-9206-8709b920281d,LoadBreakSwitch,开关00057,1,TMP_d3f71cf1-0be8-4cea-9891-54b06bb40507,Substation,站房000055,1
TMP_91d1b64a-9f1c-4f4a-80de-418082a7fc29,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_fa715896-1b91-4a11-9206-8709b920281d,LoadBreakSwitch,开关00057,2,TMP_1a47f543-fd14-4806-8632-d41aac8b225b,Junction,,1
TMP_02961ab1-e72e-43d7-95b4-ae75a066834f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_1a47f543-fd14-4806-8632-d41aac8b225b,Junction,,1,TMP_fa715896-1b91-4a11-9206-8709b920281d,LoadBreakSwitch,开关00057,2
TMP_5afe717a-1fab-4507-b2b3-8deb2cf9aa94,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_5cfe0f2e-056f-4cad-8540-bdb66c807b66,LoadBreakSwitch,开关00056,1,TMP_d3f71cf1-0be8-4cea-9891-54b06bb40507,Substation,站房000055,1
TMP_57c98e08-1b3c-442f-9499-4603b540ac17,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_5cfe0f2e-056f-4cad-8540-bdb66c807b66,LoadBreakSwitch,开关00056,2,TMP_9d2f7f7f-47d5-4b53-a60a-b0025593c9f9,Junction,,1
TMP_f783c211-0a88-460b-b64e-c030c4021380,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_9d2f7f7f-47d5-4b53-a60a-b0025593c9f9,Junction,,1,TMP_5cfe0f2e-056f-4cad-8540-bdb66c807b66,LoadBreakSwitch,开关00056,2
TMP_54749d49-0e9c-443d-b8b4-0f64139e85cb,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_39e8ac87-25ac-47f6-91b2-1bb2dd06f98e,LoadBreakSwitch,开关00055,1,TMP_d3f71cf1-0be8-4cea-9891-54b06bb40507,Substation,站房000055,1
TMP_6b914b60-9c90-46b8-b315-50e1e84f9a7a,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_39e8ac87-25ac-47f6-91b2-1bb2dd06f98e,LoadBreakSwitch,开关00055,2,TMP_ff58a753-7d60-4b1e-b273-1b436ee70c2a,PowerTransformer,配变2261,2
TMP_12757760-1b2d-41d8-a7ef-049e9368aed7,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_2440fcb0-5647-48b5-a9d5-9d1aaaca8bde,LoadBreakSwitch,开关00060,1,TMP_5e876a4d-9e3a-45b6-8f90-581c64e910a0,Substation,站房000054,1
TMP_65083763-d430-4787-8960-201f4e478fe2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_2440fcb0-5647-48b5-a9d5-9d1aaaca8bde,LoadBreakSwitch,开关00060,2,TMP_765e702d-750c-4d58-94f1-e5927abcb287,Junction,,1
TMP_650cf695-a4cc-422e-b455-9ad0e90333f4,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_765e702d-750c-4d58-94f1-e5927abcb287,Junction,,1,TMP_2440fcb0-5647-48b5-a9d5-9d1aaaca8bde,LoadBreakSwitch,开关00060,2
TMP_95201946-66f1-4213-8c43-a29ef46a7498,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_14c4406d-b3f5-43a6-a1e1-1a9bbdf5711c,LoadBreakSwitch,开关00059,1,TMP_5e876a4d-9e3a-45b6-8f90-581c64e910a0,Substation,站房000054,1
TMP_685330b8-9f02-4290-8d3c-db5284fa629d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_14c4406d-b3f5-43a6-a1e1-1a9bbdf5711c,LoadBreakSwitch,开关00059,2,TMP_98f6bb61-a5a8-4793-a4cc-b6e80d320add,PowerTransformer,配变2262,2
TMP_fae862b5-883c-4d2a-94b1-5237247ae16d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_85b4d502-876c-455c-a400-558285feec50,LoadBreakSwitch,开关00058,1,TMP_5e876a4d-9e3a-45b6-8f90-581c64e910a0,Substation,站房000054,1
TMP_74cd0dba-5601-47bf-acfb-c9027d53c2c6,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_85b4d502-876c-455c-a400-558285feec50,LoadBreakSwitch,开关00058,2,TMP_bea67e18-ad8e-41ef-bd98-c931f36fdc90,Junction,,1
TMP_be614112-68f8-42bc-806e-bbc5ad39c833,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871836224486747,TMP_bea67e18-ad8e-41ef-bd98-c931f36fdc90,Junction,,1,TMP_85b4d502-876c-455c-a400-558285feec50,LoadBreakSwitch,开关00058,2
TMP_0849b940-af17-4e89-8058-a947e6881117,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_fb7faf7a-3ba7-472e-985b-4da00321ef8b,LoadBreakSwitch,开关00087,1,TMP_968dadbd-9a36-486b-a5bf-1e420111c057,Substation,站房000068,1
TMP_a82604db-1e1f-46c9-a6f4-4d60756fdd5b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_fb7faf7a-3ba7-472e-985b-4da00321ef8b,LoadBreakSwitch,开关00087,2,TMP_65af4135-2d53-4018-9db2-061582ae0dff,Junction,,1
TMP_724e07bd-63b7-44f4-b496-b4c21395e784,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_65af4135-2d53-4018-9db2-061582ae0dff,Junction,,1,TMP_fb7faf7a-3ba7-472e-985b-4da00321ef8b,LoadBreakSwitch,开关00087,2
TMP_cdc48f6b-fc87-4f19-abea-cf4ac168c8e8,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_e4a75e26-e4bf-4176-967a-85c20cf3ae04,LoadBreakSwitch,开关00086,1,TMP_968dadbd-9a36-486b-a5bf-1e420111c057,Substation,站房000068,1
TMP_4c96dd4b-7c48-444d-83ab-c8b24705bd2e,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_e4a75e26-e4bf-4176-967a-85c20cf3ae04,LoadBreakSwitch,开关00086,2,TMP_38f083a7-df6b-4792-806e-49af81d6c48d,Junction,,1
TMP_9d3c7793-c6d3-485e-84ae-d4be8e50d8d0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_38f083a7-df6b-4792-806e-49af81d6c48d,Junction,,1,TMP_e4a75e26-e4bf-4176-967a-85c20cf3ae04,LoadBreakSwitch,开关00086,2
TMP_823ee3ae-6c2f-4713-8e7d-c1928bc07a18,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_f28519ea-f459-4487-8b50-1502638dc61c,LoadBreakSwitch,开关00085,1,TMP_968dadbd-9a36-486b-a5bf-1e420111c057,Substation,站房000068,1
TMP_cd45f800-8a80-44b6-a760-098269cf1e5a,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872005071268123,TMP_f28519ea-f459-4487-8b50-1502638dc61c,LoadBreakSwitch,开关00085,2,TMP_abbc7cd6-8dcb-4c1a-b925-426f491b2ef0,PowerTransformer,配变2300,1
TMP_3f922813-227b-4e24-b04e-a3be49237eeb,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_33f974a6-4333-48ef-b8a0-f503afac3546,LoadBreakSwitch,开关00078,1,TMP_27b7ebd2-1e46-4713-8fb2-272999c8e84b,Substation,站房000060,1
TMP_1c652036-3102-449b-9189-11e36e9d0fbe,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_33f974a6-4333-48ef-b8a0-f503afac3546,LoadBreakSwitch,开关00078,2,TMP_fcaa4708-0682-42e2-921e-bf381a60a85e,Junction,,1
TMP_ca463d97-1f0a-4511-a6c2-3c757e11b206,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_fcaa4708-0682-42e2-921e-bf381a60a85e,Junction,,1,TMP_33f974a6-4333-48ef-b8a0-f503afac3546,LoadBreakSwitch,开关00078,2
TMP_2e86e8d1-cde8-48f0-a789-a0cf22d78e82,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_3d91d5e5-3733-4040-a9e3-e72d405dfc20,LoadBreakSwitch,开关00077,1,TMP_27b7ebd2-1e46-4713-8fb2-272999c8e84b,Substation,站房000060,1
TMP_20838568-93c0-413f-a5bd-507a378f6c8a,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_3d91d5e5-3733-4040-a9e3-e72d405dfc20,LoadBreakSwitch,开关00077,2,TMP_57c390ef-a8e5-4412-b608-28a7202b72b9,PowerTransformer,配变2308,2
TMP_25c4341b-7eb6-4c0f-aab6-d2b4ee2aa4da,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_116e821b-c3f0-4ef4-a52c-9369b3c5ae10,LoadBreakSwitch,开关00076,1,TMP_27b7ebd2-1e46-4713-8fb2-272999c8e84b,Substation,站房000060,1
TMP_5f24f587-d8f7-4cbf-a608-25732f13d629,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_116e821b-c3f0-4ef4-a52c-9369b3c5ae10,LoadBreakSwitch,开关00076,2,TMP_e217140b-8c6f-4010-8a8b-74f9dedaeb49,Junction,,1
TMP_0fb24a70-ab11-4f81-a3ce-c94dc17beabb,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871795318307753,TMP_e217140b-8c6f-4010-8a8b-74f9dedaeb49,Junction,,1,TMP_116e821b-c3f0-4ef4-a52c-9369b3c5ae10,LoadBreakSwitch,开关00076,2
TMP_909611fd-4e3b-4b61-b797-8e5e0a400b2b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_ded3329e-f79f-447b-9ca5-21ea00e775f2,LoadBreakSwitch,开关00081,1,TMP_d90ed515-8742-4489-8846-0a3ab3bbb918,Substation,站房000059,1
TMP_527f35d3-fe4e-482a-85c6-818d247b729d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_ded3329e-f79f-447b-9ca5-21ea00e775f2,LoadBreakSwitch,开关00081,2,TMP_5cc23364-53d9-4dc4-aa60-ac0ea7774346,Junction,,1
TMP_d22e0cbf-7b42-4231-a48b-4218da0752a4,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_5cc23364-53d9-4dc4-aa60-ac0ea7774346,Junction,,1,TMP_ded3329e-f79f-447b-9ca5-21ea00e775f2,LoadBreakSwitch,开关00081,2
TMP_8435cade-0168-4f59-8e27-2f004e78b4ce,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_29752e62-8f90-470a-878f-81a5b04f92c9,LoadBreakSwitch,开关00080,1,TMP_d90ed515-8742-4489-8846-0a3ab3bbb918,Substation,站房000059,1
TMP_21117aa1-dda9-4961-9c27-1566ba7abe79,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_29752e62-8f90-470a-878f-81a5b04f92c9,LoadBreakSwitch,开关00080,2,TMP_a6c3aa09-68a1-4925-8ffb-be97a3ca956d,PowerTransformer,配变2309,2
TMP_4932004e-6c30-40e0-9c51-a17ceb939aa0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_7dd7e56e-a938-46f6-9c48-b7d7197628d7,LoadBreakSwitch,开关00079,1,TMP_d90ed515-8742-4489-8846-0a3ab3bbb918,Substation,站房000059,1
TMP_1bd2d3bf-3828-4944-8ffe-f451b7306638,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_7dd7e56e-a938-46f6-9c48-b7d7197628d7,LoadBreakSwitch,开关00079,2,TMP_18460d73-a572-41e0-ba13-cdc214511cb4,Junction,,1
TMP_87e20c2c-a791-4f1d-ad6e-2174006fae61,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871878001009974,TMP_18460d73-a572-41e0-ba13-cdc214511cb4,Junction,,1,TMP_7dd7e56e-a938-46f6-9c48-b7d7197628d7,LoadBreakSwitch,开关00079,2
TMP_2e4ad3fc-0ec8-404a-9a1c-7099c81995d5,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_0fa451e6-3438-483c-8814-ecdebdb9326d,LoadBreakSwitch,开关00090,1,TMP_d02d0b95-2ee9-472e-931c-1e09bb644294,Substation,站房000072,1
TMP_b665a385-1652-4595-8235-19040fa68f0f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_7b2591bf-cfd1-4f4e-955a-5190e747babc,Junction,,1,TMP_0fa451e6-3438-483c-8814-ecdebdb9326d,LoadBreakSwitch,开关00090,2
TMP_0442e73b-aa6f-45d2-9fe7-8e47f0a5437f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_67df68aa-66c9-47f0-9c93-ee2553916eb2,LoadBreakSwitch,开关00089,1,TMP_d02d0b95-2ee9-472e-931c-1e09bb644294,Substation,站房000072,1
TMP_2c59815c-1c0a-4bfd-9a25-7f23c9e8891c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_67df68aa-66c9-47f0-9c93-ee2553916eb2,LoadBreakSwitch,开关00089,2,TMP_037c01bd-1d56-46f1-8067-0edbfc93000e,Junction,,1
TMP_779cd1b0-7b7c-46e5-b258-e802f2b69fb1,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_037c01bd-1d56-46f1-8067-0edbfc93000e,Junction,,1,TMP_67df68aa-66c9-47f0-9c93-ee2553916eb2,LoadBreakSwitch,开关00089,2
TMP_d7ffec3a-bb35-4233-bac3-15d6ac39eacc,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_57c907d0-410c-4dc9-8e9d-8e006571970e,LoadBreakSwitch,开关00088,1,TMP_d02d0b95-2ee9-472e-931c-1e09bb644294,Substation,站房000072,1
TMP_2b480bd5-114b-405b-b945-795a9934bb71,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_0fa451e6-3438-483c-8814-ecdebdb9326d,LoadBreakSwitch,开关00090,2,TMP_7b2591bf-cfd1-4f4e-955a-5190e747babc,Junction,,1
TMP_382361ee-203e-4fe4-91d7-b2cefde8f617,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13872004200923888,TMP_0fa451e6-3438-483c-8814-ecdebdb9326d,LoadBreakSwitch,开关00090,2,TMP_7b2591bf-cfd1-4f4e-955a-5190e747babc,Junction,,1
TMP_e429fc6c-0351-47a1-b897-f37541f2d60f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5668994130244626,TMP_57c907d0-410c-4dc9-8e9d-8e006571970e,LoadBreakSwitch,开关00088,2,TMP_501a3070-48b9-42dc-813b-b38161718ed7,PowerTransformer,配变2296,1
TMP_613051e7-68f6-4e27-a650-d19af1f2d7da,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_54dafe55-cfbb-481b-b44f-f62f9f6a57d8,LoadBreakSwitch,开关00069,1,TMP_86628ace-4c62-465b-a55b-2fe5584b431e,Substation,站房000043,1
TMP_b5726557-b3e6-4daf-a18a-e7ff375a4f05,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_54dafe55-cfbb-481b-b44f-f62f9f6a57d8,LoadBreakSwitch,开关00069,2,TMP_484a6440-e9c8-4f87-b725-86652d5ddf88,Junction,,1
TMP_ced94b61-0a64-4ff4-9d4d-9b32e7493983,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_484a6440-e9c8-4f87-b725-86652d5ddf88,Junction,,1,TMP_54dafe55-cfbb-481b-b44f-f62f9f6a57d8,LoadBreakSwitch,开关00069,2
TMP_e45a0ec1-4f31-4163-bbea-087903524fbd,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_3495afed-8951-4ff9-93d2-21948c1c73e4,LoadBreakSwitch,开关00068,1,TMP_86628ace-4c62-465b-a55b-2fe5584b431e,Substation,站房000043,1
TMP_1483777f-866c-4427-aded-b87aa7727286,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_3495afed-8951-4ff9-93d2-21948c1c73e4,LoadBreakSwitch,开关00068,2,TMP_ea972f29-8ca8-42c4-9d60-de48e4884f77,Junction,,1
TMP_9e38dd03-d684-4224-9e82-5d300d58a78c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_ea972f29-8ca8-42c4-9d60-de48e4884f77,Junction,,1,TMP_3495afed-8951-4ff9-93d2-21948c1c73e4,LoadBreakSwitch,开关00068,2
TMP_2902eccf-a7c0-4abb-bbd1-ebbc5b82e417,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_a19cadba-0f8f-4ce2-b187-22ac8b908358,LoadBreakSwitch,开关00067,1,TMP_86628ace-4c62-465b-a55b-2fe5584b431e,Substation,站房000043,1
TMP_ed9c74d4-9577-4b2a-862c-7fff06c59b02,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.1387183709483098,TMP_a19cadba-0f8f-4ce2-b187-22ac8b908358,LoadBreakSwitch,开关00067,2,TMP_9d8c68fe-5efc-4470-bfdb-922c121f0a89,PowerTransformer,配变2273,2
TMP_22626fb0-409d-41b0-b30d-21dd07e65d65,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_ec5eefc6-987c-40c8-8937-e5c0e5ad51b3,LoadBreakSwitch,开关00063,1,TMP_f8126ebe-009e-4515-88c2-7afb8f807b1d,Substation,站房000053,1
TMP_acb7c430-4eed-4bdc-adf4-df3f984d20a3,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_ec5eefc6-987c-40c8-8937-e5c0e5ad51b3,LoadBreakSwitch,开关00063,2,TMP_4924b213-0827-490a-8101-b37b99defae1,Junction,,1
TMP_bf604b9e-24ae-4305-b814-bbf047d5c0bf,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_4924b213-0827-490a-8101-b37b99defae1,Junction,,1,TMP_ec5eefc6-987c-40c8-8937-e5c0e5ad51b3,LoadBreakSwitch,开关00063,2
TMP_5fd1fbea-7cc8-4754-83c9-7d8facf250b1,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_b834f3c1-89ac-4a6e-9a46-2a52a3e0c08b,LoadBreakSwitch,开关00062,1,TMP_f8126ebe-009e-4515-88c2-7afb8f807b1d,Substation,站房000053,1
TMP_01860df7-9c56-448b-8979-7ae561aec324,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_b834f3c1-89ac-4a6e-9a46-2a52a3e0c08b,LoadBreakSwitch,开关00062,2,TMP_ff3170f6-8052-44bc-ad97-6e2ec6d13f5b,PowerTransformer,配变2263,2
TMP_0d6ee72f-94cd-4afc-b907-019bc8f737c8,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_dd3a527a-3a0b-4a72-9c75-d0a92c862004,LoadBreakSwitch,开关00061,1,TMP_f8126ebe-009e-4515-88c2-7afb8f807b1d,Substation,站房000053,1
TMP_5c1a50f3-8840-475a-9618-8c9bd97eed01,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_dd3a527a-3a0b-4a72-9c75-d0a92c862004,LoadBreakSwitch,开关00061,2,TMP_bec80f5a-592c-41fb-9782-b00fb8d12b78,Junction,,1
TMP_5648ad3e-2345-4084-825c-9a7e467c4ad3,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871838835519448,TMP_bec80f5a-592c-41fb-9782-b00fb8d12b78,Junction,,1,TMP_dd3a527a-3a0b-4a72-9c75-d0a92c862004,LoadBreakSwitch,开关00061,2
TMP_0f3ce921-552d-49c7-806c-41827a21efdc,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_6d656434-3b95-4c79-95ab-7cded4ea7ce6,LoadBreakSwitch,开关00096,1,TMP_f7a71849-7593-4a4a-a7cc-52a2a7a41a26,Substation,站房000011,1
TMP_d8fdd3f2-dfb1-47d5-84fe-f976593f4e4e,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_6d656434-3b95-4c79-95ab-7cded4ea7ce6,LoadBreakSwitch,开关00096,2,TMP_9f54fe32-4be7-4caa-b4e6-c1348d0530ad,Junction,,1
TMP_67889364-0e42-485e-b4f6-d43f2d56312d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_9f54fe32-4be7-4caa-b4e6-c1348d0530ad,Junction,,1,TMP_6d656434-3b95-4c79-95ab-7cded4ea7ce6,LoadBreakSwitch,开关00096,2
TMP_c3b3b566-2e5b-4bc7-9082-fdd3c3d6a1a0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_2f747daf-9738-4618-a94c-01805857aa51,LoadBreakSwitch,开关00095,1,TMP_f7a71849-7593-4a4a-a7cc-52a2a7a41a26,Substation,站房000011,1
TMP_426d525d-53f4-42ac-bee2-0d3e1bacd644,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_2f747daf-9738-4618-a94c-01805857aa51,LoadBreakSwitch,开关00095,2,TMP_63a40ba5-6805-40e0-8168-29343e9017b2,PowerTransformer,配变2329,2
TMP_d9c0a29c-7562-401c-8f89-e790db51effc,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_d0718468-d839-4d5d-b197-46ba52765dc9,LoadBreakSwitch,开关00094,1,TMP_f7a71849-7593-4a4a-a7cc-52a2a7a41a26,Substation,站房000011,1
TMP_bec50552-3ced-4cbb-8685-264b29698e77,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_d0718468-d839-4d5d-b197-46ba52765dc9,LoadBreakSwitch,开关00094,2,TMP_f530e418-aa61-4f1d-9c40-790bbc5a83c2,Junction,,1
TMP_ef2d9775-b4ee-4226-9779-21ab3bf15d9d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.13871837965175216,TMP_f530e418-aa61-4f1d-9c40-790bbc5a83c2,Junction,,1,TMP_d0718468-d839-4d5d-b197-46ba52765dc9,LoadBreakSwitch,开关00094,2
TMP_7f6cd5dd-dc08-4d67-87d8-d0d841c27df1,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.03650488356009341,TMP_cc6ea9ff-4da6-46f1-8c9c-26bf20051f00,Fuse,刀闸0136,1,TMP_77c7da7a-c14b-440e-91ca-e5127888d959,PowerTransformer,配变2142,1
TMP_eb25be6b-4373-4b46-b23c-716a5ac6b092,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.03650488356009341,TMP_cc6ea9ff-4da6-46f1-8c9c-26bf20051f00,Fuse,刀闸0136,1,TMP_77c7da7a-c14b-440e-91ca-e5127888d959,PowerTransformer,配变2142,1
TMP_13de4ef5-fae3-4710-ace7-8a7c918f043a,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.03650488356009341,TMP_6e9e402e-c409-43a3-92fa-ff42a4576245,Fuse,刀闸0114,1,TMP_c5dc9be5-510f-4d53-bc23-c2eb8613991c,PowerTransformer,配变2120,1
TMP_ca0dcc0f-3e63-4e10-9bcc-c44c9c7704e3,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.03650488356009341,TMP_6e9e402e-c409-43a3-92fa-ff42a4576245,Fuse,刀闸0114,1,TMP_c5dc9be5-510f-4d53-bc23-c2eb8613991c,PowerTransformer,配变2120,1
TMP_ff86a3f9-bc25-4498-bdd5-09ad2f79f16e,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.03650488356009341,TMP_b0be74e4-66bc-4167-baec-3f2da1c6c185,Fuse,刀闸0111,1,TMP_ef7efd2d-df5a-4567-81a3-d6501d5992ce,PowerTransformer,配变2118,1
TMP_eb3eea9a-7af5-4a64-9a52-3c919f097b00,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.03650488356009341,TMP_b0be74e4-66bc-4167-baec-3f2da1c6c185,Fuse,刀闸0111,1,TMP_ef7efd2d-df5a-4567-81a3-d6501d5992ce,PowerTransformer,配变2118,1
