line_id,line_type,line_type_cn,inferred_type,inferred_type_cn,line_color,line_stroke_width,from_element_id,from_element_type,from_element_name,from_terminal,to_element_id,to_element_type,to_element_name,to_terminal
TMP_9df40e48-e3e5-4fad-b237-de36c9fb35d0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_5ae23487-9ac7-4fe1-b4aa-614dd607b47d,LoadBreakSwitch,开关00168,1,TMP_03356dae-b557-479f-8567-a20915dab6f7,LoadBreakSwitch,开关00166,1
TMP_ee990aab-2b9a-4381-af40-ae44ea4902d3,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_5ae23487-9ac7-4fe1-b4aa-614dd607b47d,LoadBreakSwitch,开关00168,2,TMP_17abe6a9-0329-424b-967c-c50db0d01225,PowerTransformer,配变2277,2
TMP_89077c56-df21-4b37-95b3-51a1d568b7c4,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_cc6e48d0-8cc1-4fa0-8ecd-a564768d753f,LoadBreakSwitch,开关00167,1,TMP_03356dae-b557-479f-8567-a20915dab6f7,LoadBreakSwitch,开关00166,1
TMP_c86174a2-3fc3-4cd7-b1c4-7ee67c98c9de,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_cc6e48d0-8cc1-4fa0-8ecd-a564768d753f,LoadBreakSwitch,开关00167,2,TMP_27e6a565-01f5-45d8-a447-e4708fd2ab97,Junction,,1
TMP_fa79ba95-0fa1-455a-83d2-592edfe7a94c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_27e6a565-01f5-45d8-a447-e4708fd2ab97,Junction,,1,TMP_a76351f5-c592-4d56-a694-8df38e07cafd,PowerTransformer,配变2278,2
TMP_b999de85-9fc1-48d0-a03d-3ec5b3b675d2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.292336218375627,TMP_03356dae-b557-479f-8567-a20915dab6f7,LoadBreakSwitch,开关00166,1,TMP_cc6e48d0-8cc1-4fa0-8ecd-a564768d753f,LoadBreakSwitch,开关00167,1
TMP_c3f61d70-2108-441f-88cb-9f3b8cc9594f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.292336218375627,TMP_03356dae-b557-479f-8567-a20915dab6f7,LoadBreakSwitch,开关00166,2,TMP_a76351f5-c592-4d56-a694-8df38e07cafd,PowerTransformer,配变2278,2
TMP_ddd3a84c-6733-4243-891e-90b6b22fe001,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_65b05358-9ec4-455f-a0d0-91c202fcee83,LoadBreakSwitch,开关00187,1,TMP_d01310d8-a7b8-48e7-ae5f-95de1b7cde2c,LoadBreakSwitch,开关00186,1
TMP_543465c0-de7c-4879-bcaa-bb4f1a73b324,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_65b05358-9ec4-455f-a0d0-91c202fcee83,LoadBreakSwitch,开关00187,2,TMP_1b4b3ef9-40cc-4b29-91df-f0c8aff00b62,Junction,,1
TMP_a2b9860b-433c-490d-a2db-49a8e715b29e,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_1b4b3ef9-40cc-4b29-91df-f0c8aff00b62,Junction,,1,TMP_65b05358-9ec4-455f-a0d0-91c202fcee83,LoadBreakSwitch,开关00187,2
TMP_e963e7ca-64fd-46ee-a5f4-ada3ac917b89,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_d01310d8-a7b8-48e7-ae5f-95de1b7cde2c,LoadBreakSwitch,开关00186,1,TMP_b7badb3c-0aed-48fc-b064-9dbcc8ee78a8,Substation,站房000065,1
TMP_dc837ac5-ebe8-4ee2-b0c9-a0d790e04a87,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_d01310d8-a7b8-48e7-ae5f-95de1b7cde2c,LoadBreakSwitch,开关00186,2,TMP_84cf56e0-a36f-48e9-8221-746087a812d2,PowerTransformer,配变2303,2
TMP_7d71bf62-10b2-4e13-9e4b-ad2acc1b28d7,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_5eae67f7-18ca-4083-a405-888fc95eb0da,LoadBreakSwitch,开关00185,1,TMP_d01310d8-a7b8-48e7-ae5f-95de1b7cde2c,LoadBreakSwitch,开关00186,1
TMP_2b196250-9c5f-48da-8c47-70ad219fe1f3,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_5eae67f7-18ca-4083-a405-888fc95eb0da,LoadBreakSwitch,开关00185,2,TMP_e7aa002b-1764-4109-bb9e-e98fa313aafc,Junction,,1
TMP_871bafbb-154d-4606-9397-6b4a9437d2a0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_e7aa002b-1764-4109-bb9e-e98fa313aafc,Junction,,1,TMP_5eae67f7-18ca-4083-a405-888fc95eb0da,LoadBreakSwitch,开关00185,2
TMP_3bd49c03-b085-491d-aff8-8570b3799d94,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_df1d7e01-91ff-4cf2-91a3-ff01dcb1f41c,LoadBreakSwitch,开关00141,1,TMP_dd03349e-be51-4073-8a51-e019a7071e7c,LoadBreakSwitch,开关00140,1
TMP_56441dab-3844-46c5-bb86-ba63e752d13f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_df1d7e01-91ff-4cf2-91a3-ff01dcb1f41c,LoadBreakSwitch,开关00141,2,TMP_2283eb2c-9999-49a5-b967-1cadcb4a601d,Junction,,1
TMP_3b6aaa76-6b71-4940-bfb5-850555b4b7ed,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_2283eb2c-9999-49a5-b967-1cadcb4a601d,Junction,,1,TMP_df1d7e01-91ff-4cf2-91a3-ff01dcb1f41c,LoadBreakSwitch,开关00141,2
TMP_2bf46ee7-1d4f-440f-be1e-9f08efa29684,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_dd03349e-be51-4073-8a51-e019a7071e7c,LoadBreakSwitch,开关00140,1,TMP_bf659fed-4c37-4dbd-9b9a-a3462bea2fee,Substation,站房000052,1
TMP_b4eadf40-d144-401d-8826-66fdd858a342,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_dd03349e-be51-4073-8a51-e019a7071e7c,LoadBreakSwitch,开关00140,2,TMP_5c9d1618-e440-4e88-94b7-31fb477df038,PowerTransformer,配变2264,2
TMP_e292afaa-f79c-4865-81d4-7628a756653f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_86dffa68-689b-45fa-80b0-37b3167cd963,LoadBreakSwitch,开关00139,1,TMP_dd03349e-be51-4073-8a51-e019a7071e7c,LoadBreakSwitch,开关00140,1
TMP_f2d8a9ad-d556-44ba-a9d2-8d87540bce4b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_86dffa68-689b-45fa-80b0-37b3167cd963,LoadBreakSwitch,开关00139,2,TMP_8d571921-4f5f-4bb0-8fd5-f93d998baea9,Junction,,1
TMP_d1029aac-4bcc-4772-a8dc-68dffec77143,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_8d571921-4f5f-4bb0-8fd5-f93d998baea9,Junction,,1,TMP_86dffa68-689b-45fa-80b0-37b3167cd963,LoadBreakSwitch,开关00139,2
TMP_b0a31f4f-d878-49b8-8cd5-57ceb014bab8,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_8641141f-88ec-45e8-bbab-cb720d8d5855,LoadBreakSwitch,开关00138,1,TMP_87772ef3-13d6-4947-ab48-57f4b8a485fe,LoadBreakSwitch,开关00136,1
TMP_bdf10685-4ae1-4d27-9571-8d66ab668cb0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_8641141f-88ec-45e8-bbab-cb720d8d5855,LoadBreakSwitch,开关00138,2,TMP_7768336e-6797-4e06-ad1e-7e0a9e22d6d8,Junction,,1
TMP_971be040-5a13-4af0-a13c-787ce113dea6,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_7768336e-6797-4e06-ad1e-7e0a9e22d6d8,Junction,,1,TMP_8641141f-88ec-45e8-bbab-cb720d8d5855,LoadBreakSwitch,开关00138,2
TMP_3b341228-768d-453f-aed4-64b14cf30a8c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_8d144c4b-b4ff-40b5-954c-d4f3f5fb96a9,LoadBreakSwitch,开关00137,1,TMP_87772ef3-13d6-4947-ab48-57f4b8a485fe,LoadBreakSwitch,开关00136,1
TMP_4042d93b-d37a-4fd0-976c-38ac20ef1b57,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_8d144c4b-b4ff-40b5-954c-d4f3f5fb96a9,LoadBreakSwitch,开关00137,2,TMP_01d0180b-46de-41dd-b3cd-fe6f8e47f7cf,Junction,,1
TMP_5c70de23-cab1-4e14-90f8-75db4204fc41,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_01d0180b-46de-41dd-b3cd-fe6f8e47f7cf,Junction,,1,TMP_8d144c4b-b4ff-40b5-954c-d4f3f5fb96a9,LoadBreakSwitch,开关00137,2
TMP_c01861ab-a62c-43bd-ad52-d90b0ffcd0d2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_87772ef3-13d6-4947-ab48-57f4b8a485fe,LoadBreakSwitch,开关00136,1,TMP_86653cd5-7bae-4a47-bc99-8aa4c5e3917e,Substation,站房000036,1
TMP_0bb56f81-c5bc-4f43-9873-f6c398c959d2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_87772ef3-13d6-4947-ab48-57f4b8a485fe,LoadBreakSwitch,开关00136,2,TMP_740c85c8-bbb0-4790-b488-d283d15a10bd,PowerTransformer,配变2283,2
TMP_93fbd672-a6d1-4239-9bcf-6505fe885969,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_5c3aa745-e5d4-421b-af35-43fa8ae5d32a,LoadBreakSwitch,开关00109,1,TMP_8cf29974-582d-49d2-b56b-ebd565204159,LoadBreakSwitch,开关00108,1
TMP_e7313a69-0042-4d72-b878-c5e4a02befd3,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_5c3aa745-e5d4-421b-af35-43fa8ae5d32a,LoadBreakSwitch,开关00109,2,TMP_6cfb2257-3beb-4a9c-9665-7c613c76037a,Junction,,1
TMP_b04eb35f-cb99-45a4-b1fd-c0d40543d8d9,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_6cfb2257-3beb-4a9c-9665-7c613c76037a,Junction,,1,TMP_5c3aa745-e5d4-421b-af35-43fa8ae5d32a,LoadBreakSwitch,开关00109,2
TMP_0abe1b1c-e7f1-4673-bb24-b5d5f5d9ddaf,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_8cf29974-582d-49d2-b56b-ebd565204159,LoadBreakSwitch,开关00108,1,TMP_bf22b8eb-3457-457f-81ae-c27dde0eec9b,Substation,站房000034,1
TMP_b5846fac-58e3-468a-a611-6c23b358ea10,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_8cf29974-582d-49d2-b56b-ebd565204159,LoadBreakSwitch,开关00108,2,TMP_bebc3aa6-27b7-4ab9-b044-5b08ee838b8e,PowerTransformer,配变2285,2
TMP_816aa669-d91b-4bc2-bf82-13bbeb02d82f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_3c3fd26b-1488-4de7-9600-d4e4b20a5e7a,LoadBreakSwitch,开关00107,1,TMP_8cf29974-582d-49d2-b56b-ebd565204159,LoadBreakSwitch,开关00108,1
TMP_18b8d0b4-7fd6-4386-bcc5-488cae2e71e9,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_3c3fd26b-1488-4de7-9600-d4e4b20a5e7a,LoadBreakSwitch,开关00107,2,TMP_f9b3f39c-380c-487c-be45-2a716147d8de,Junction,,1
TMP_af58958c-dece-4b47-af2b-01eef6087892,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_f9b3f39c-380c-487c-be45-2a716147d8de,Junction,,1,TMP_3c3fd26b-1488-4de7-9600-d4e4b20a5e7a,LoadBreakSwitch,开关00107,2
TMP_3c1aca26-495a-403e-823c-f80ac94e5391,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_93ea3b9f-43b7-4da1-9359-e1a93fcad58c,LoadBreakSwitch,开关00153,1,TMP_ecced7c9-a5c0-4de8-87e0-22f9d3cabf1d,LoadBreakSwitch,开关00152,1
TMP_2db0c41e-2da4-489d-874a-8d3eca4b1c0e,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_93ea3b9f-43b7-4da1-9359-e1a93fcad58c,LoadBreakSwitch,开关00153,2,TMP_60137abc-cc31-4797-9674-83066375596f,Junction,,1
TMP_8c039763-461e-4007-ab63-ac4f4c3b154b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_60137abc-cc31-4797-9674-83066375596f,Junction,,1,TMP_93ea3b9f-43b7-4da1-9359-e1a93fcad58c,LoadBreakSwitch,开关00153,2
TMP_1f4bcc29-7418-4086-8937-e18ce2375981,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_ecced7c9-a5c0-4de8-87e0-22f9d3cabf1d,LoadBreakSwitch,开关00152,1,TMP_837dd140-61f8-42c7-ad40-328dd777bddb,Substation,站房000048,1
TMP_5a90ba88-7aef-4104-8877-a150cf750a40,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_ecced7c9-a5c0-4de8-87e0-22f9d3cabf1d,LoadBreakSwitch,开关00152,2,TMP_eeda7995-66b8-469e-a30e-7e2b02121dfa,PowerTransformer,配变2268,2
TMP_c3dd5b69-5377-44a7-8f37-2a7c14aee012,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_ebabf0ee-b04f-4bdf-9e81-ca0736fcb61c,LoadBreakSwitch,开关00151,1,TMP_ecced7c9-a5c0-4de8-87e0-22f9d3cabf1d,LoadBreakSwitch,开关00152,1
TMP_0164faba-be25-4abd-a5a4-a869abcc818b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_ebabf0ee-b04f-4bdf-9e81-ca0736fcb61c,LoadBreakSwitch,开关00151,2,TMP_b181696b-fc6d-45c4-aaba-14cfbc55fb0b,Junction,,1
TMP_2c2a7bb4-7594-477d-8b15-b57f0769f96b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153498678308301,TMP_b181696b-fc6d-45c4-aaba-14cfbc55fb0b,Junction,,1,TMP_ebabf0ee-b04f-4bdf-9e81-ca0736fcb61c,LoadBreakSwitch,开关00151,2
TMP_dc7f89d3-2ad6-40b0-ba67-038952697fa0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_c322bc3d-76ff-4e4e-adc5-1c4d1e6279db,LoadBreakSwitch,开关00112,1,TMP_a75adf7d-2907-44d9-9864-b7ee2b6f7649,LoadBreakSwitch,开关00110,1
TMP_053fc353-4429-4f3c-a395-f13e7335c913,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_c322bc3d-76ff-4e4e-adc5-1c4d1e6279db,LoadBreakSwitch,开关00112,2,TMP_8cac5478-87b7-44e0-8d90-78298a32265b,Junction,,1
TMP_4db9a155-9ae5-482f-9449-42ac2195aedb,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_8cac5478-87b7-44e0-8d90-78298a32265b,Junction,,1,TMP_c322bc3d-76ff-4e4e-adc5-1c4d1e6279db,LoadBreakSwitch,开关00112,2
TMP_779dddb6-cc83-40a1-a3b3-df96bb7230b0,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_43e6122b-fa68-4d76-a880-3845aae61562,LoadBreakSwitch,开关00111,1,TMP_a75adf7d-2907-44d9-9864-b7ee2b6f7649,LoadBreakSwitch,开关00110,1
TMP_41b2f54b-7273-43ba-b2cb-04876fe8f80a,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_43e6122b-fa68-4d76-a880-3845aae61562,LoadBreakSwitch,开关00111,2,TMP_afbdbe00-b7d3-4943-b6be-2342e3e68fb4,Junction,,1
TMP_bf168f4b-c432-44f9-b979-3a36c41a1ab6,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_afbdbe00-b7d3-4943-b6be-2342e3e68fb4,Junction,,1,TMP_43e6122b-fa68-4d76-a880-3845aae61562,LoadBreakSwitch,开关00111,2
TMP_2344d105-91d0-4125-b8a8-8671ea427d1c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_a75adf7d-2907-44d9-9864-b7ee2b6f7649,LoadBreakSwitch,开关00110,1,TMP_249131ad-759a-4cb6-a04e-070f067de83a,Substation,站房000033,1
TMP_fcdcbde6-ddd5-48b1-aef1-488aeb310473,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484823776212,TMP_a75adf7d-2907-44d9-9864-b7ee2b6f7649,LoadBreakSwitch,开关00110,2,TMP_c78acb43-6864-437e-a59e-b951c2a36d67,PowerTransformer,配变2286,2
TMP_fcbfa5d0-53ac-46ba-a3ea-053ada34f15f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_ef251518-cffd-4ad9-9571-56f6559e06d4,LoadBreakSwitch,开关00135,1,TMP_743a1c67-b25f-40e6-a992-9005c1509ec9,LoadBreakSwitch,开关00134,1
TMP_fa96ec79-d3ea-4447-a820-5046815b33eb,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_ef251518-cffd-4ad9-9571-56f6559e06d4,LoadBreakSwitch,开关00135,2,TMP_38b21792-9832-471e-a8f8-acb8e8566c25,Junction,,1
TMP_79a4f3f2-d993-4d66-a5da-8e834b044240,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_38b21792-9832-471e-a8f8-acb8e8566c25,Junction,,1,TMP_ef251518-cffd-4ad9-9571-56f6559e06d4,LoadBreakSwitch,开关00135,2
TMP_670ff541-acdd-4bc8-a679-f843346164db,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_743a1c67-b25f-40e6-a992-9005c1509ec9,LoadBreakSwitch,开关00134,1,TMP_e7744cc3-74a2-4c1f-8b20-c26f5c224ae9,PowerTransformer,配变2280,2
TMP_eeceacc6-f1e4-4325-a171-26b5f4bf56de,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_743a1c67-b25f-40e6-a992-9005c1509ec9,LoadBreakSwitch,开关00134,2,TMP_e7744cc3-74a2-4c1f-8b20-c26f5c224ae9,PowerTransformer,配变2280,2
TMP_3f7089b6-4272-4062-8a9b-248777146d35,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_ce5cb94b-37a0-4da5-8184-2482abb1cba6,LoadBreakSwitch,开关00133,1,TMP_0c8c87b5-bbda-4ce2-a159-6481459377bb,PowerTransformer,配变2281,2
TMP_ee21e376-7106-4815-8a49-a5fffa2eb100,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_ce5cb94b-37a0-4da5-8184-2482abb1cba6,LoadBreakSwitch,开关00133,2,TMP_0c8c87b5-bbda-4ce2-a159-6481459377bb,PowerTransformer,配变2281,2
TMP_1be6576b-ca54-438e-8a68-5edeefc08701,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_bdd25b74-093e-4326-ab17-bab73b62ba4e,LoadBreakSwitch,开关00132,1,TMP_e9b954e0-0fbe-4229-a8e8-1d42d789425a,Substation,站房000037,1
TMP_7bd906dd-eea4-41d3-b2a3-5564d20eb34b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_bdd25b74-093e-4326-ab17-bab73b62ba4e,LoadBreakSwitch,开关00132,2,TMP_d27c9b53-3b51-4fae-bb9c-ddd675db19a8,PowerTransformer,配变2282,2
TMP_d4fffff2-1eca-4d63-a130-07355dfbbe10,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_50eb1e40-ec07-4185-bfad-eccc530e2e7c,LoadBreakSwitch,开关00131,1,TMP_ce5cb94b-37a0-4da5-8184-2482abb1cba6,LoadBreakSwitch,开关00133,1
TMP_e160e1ec-085b-4d5f-96ce-3f4bcb413531,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_50eb1e40-ec07-4185-bfad-eccc530e2e7c,LoadBreakSwitch,开关00131,2,TMP_f2b62033-1b50-43d0-87f6-05797959ff13,Junction,,1
TMP_87f13f13-1936-4fd9-8797-464acdfd6973,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.6610593499446387,TMP_f2b62033-1b50-43d0-87f6-05797959ff13,Junction,,1,TMP_50eb1e40-ec07-4185-bfad-eccc530e2e7c,LoadBreakSwitch,开关00131,2
TMP_015d9f27-f733-48e7-b437-33163ce4c3ab,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_b0cd86a4-8bcd-4fb6-97b2-8f209321ecc5,LoadBreakSwitch,开关00156,1,TMP_2f7c4b76-e3c8-4e6b-9fb9-89ac6d19ce0d,LoadBreakSwitch,开关00154,1
TMP_788d9b6c-5a18-4504-b2ca-394573f90879,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_b0cd86a4-8bcd-4fb6-97b2-8f209321ecc5,LoadBreakSwitch,开关00156,2,TMP_d171647e-77fa-479b-994c-bc3fc3ca6a6f,Junction,,1
TMP_6956b706-6c89-4f4a-bac6-c10b4cbb3b0a,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_d171647e-77fa-479b-994c-bc3fc3ca6a6f,Junction,,1,TMP_b0cd86a4-8bcd-4fb6-97b2-8f209321ecc5,LoadBreakSwitch,开关00156,2
TMP_495e4c48-a5b2-46f8-bcb9-a5aa454f26f8,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_9599388f-5df5-4f0f-b7e0-5bb138867609,LoadBreakSwitch,开关00155,1,TMP_2f7c4b76-e3c8-4e6b-9fb9-89ac6d19ce0d,LoadBreakSwitch,开关00154,1
TMP_467e7156-d0fc-4c9b-9424-31893cdba9da,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_9599388f-5df5-4f0f-b7e0-5bb138867609,LoadBreakSwitch,开关00155,2,TMP_8e10dfdc-f15a-4aea-b839-4d32264d447f,Junction,,1
TMP_db1534f2-be23-47b3-adcd-cd4c8dc6b433,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_8e10dfdc-f15a-4aea-b839-4d32264d447f,Junction,,1,TMP_9599388f-5df5-4f0f-b7e0-5bb138867609,LoadBreakSwitch,开关00155,2
TMP_0fb43397-cd1d-4133-9cd0-4205008f4612,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_2f7c4b76-e3c8-4e6b-9fb9-89ac6d19ce0d,LoadBreakSwitch,开关00154,1,TMP_b0619b64-6327-45ac-a52d-25f2cfd86b08,Substation,站房000047,1
TMP_485438a9-77ac-43f4-a4c6-0219f57f877b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153484328971493,TMP_2f7c4b76-e3c8-4e6b-9fb9-89ac6d19ce0d,LoadBreakSwitch,开关00154,2,TMP_19cfa81e-c96a-43e8-bdfc-47eef5bee44a,PowerTransformer,配变2269,2
TMP_626f5025-eb0a-4ad6-b998-3f7d95af6343,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7818903155879418,TMP_160e2a34-32fc-4a9d-aa91-798e4097149f,LoadBreakSwitch,开关00202,1,TMP_b5fa302a-959c-470e-beea-84bcfbea5366,Substation,站房000073,1
TMP_d91ce5a8-bc5a-4b5a-9d60-a58a02f325d2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7818903155879418,TMP_160e2a34-32fc-4a9d-aa91-798e4097149f,LoadBreakSwitch,开关00202,2,TMP_cf33033f-e449-4d87-8db2-466b47d67669,Junction,,1
TMP_520dfdf2-d2bc-439b-9c5d-1af64819d7e4,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7818903155879418,TMP_f5cee699-d76f-48f8-8b72-e00f828550a9,LoadBreakSwitch,开关00201,1,TMP_b5fa302a-959c-470e-beea-84bcfbea5366,Substation,站房000073,1
TMP_f28da49a-df12-456e-a9b3-f7194e70e9f2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7818903155879418,TMP_f5cee699-d76f-48f8-8b72-e00f828550a9,LoadBreakSwitch,开关00201,2,TMP_84079f71-1be0-4122-ac2c-664c810fc37c,PowerTransformer,配变2295,2
TMP_42c757a5-8f0f-4015-8ff9-b297cd1d469d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_f9fdf489-d181-49ef-9c2e-d8e934a334e0,LoadBreakSwitch,开关00175,1,TMP_734ea3cc-4578-48c5-99e5-5f28206207ce,Substation,站房000061,1
TMP_855179a5-4007-4618-8a87-ae11d43d42ac,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_f9fdf489-d181-49ef-9c2e-d8e934a334e0,LoadBreakSwitch,开关00175,2,TMP_bb17432e-9e21-450b-897d-eedfa7726b77,PowerTransformer,配变2307,2
TMP_8faf0910-3adc-4bca-8845-7f306f0c7f7a,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_c74e4ad0-a3d5-424f-9f22-f05ac09e375a,LoadBreakSwitch,开关00174,1,TMP_f9fdf489-d181-49ef-9c2e-d8e934a334e0,LoadBreakSwitch,开关00175,1
TMP_97c90977-95b5-4754-9174-5926bbec4514,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_c74e4ad0-a3d5-424f-9f22-f05ac09e375a,LoadBreakSwitch,开关00174,2,TMP_0ad5d2dd-2e1a-4f87-be6b-f1454dab4f66,Junction,,1
TMP_78f94a35-6b36-4969-949d-ab313909c43c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_0ad5d2dd-2e1a-4f87-be6b-f1454dab4f66,Junction,,1,TMP_c74e4ad0-a3d5-424f-9f22-f05ac09e375a,LoadBreakSwitch,开关00174,2
TMP_5a6654bd-2297-40e8-8c3a-1487253c7358,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.7153483834166776,TMP_499050c2-ac23-4c5e-9c2f-98e5237d6020,LoadBreakSwitch,开关00173,1,TMP_f9fdf489-d181-49ef-9c2e-d8e934a334e0,LoadBreakSwitch,开关00175,1
