line_id,line_type,line_type_cn,inferred_type,inferred_type_cn,line_color,line_stroke_width,from_element_id,from_element_type,from_element_name,from_terminal,to_element_id,to_element_type,to_element_name,to_terminal
TMP_fb447c31-dea0-4f5a-9342-598f0454b882,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_8e679920-5f81-44b6-ad3c-c4002a4afdc1,Breaker,开关00024,1,TMP_043ff4ce-2345-46ac-9dc6-bc93303d4fde,Fuse,刀闸0035,1
TMP_742f7293-fc53-4fe4-864d-05473ca4efc8,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_edefaa4d-7ef2-4ae2-b187-cfe1ec4a41c7,Fuse,刀闸0038,1,TMP_fd651cda-26fe-4cba-bdbe-79f6561d0cbb,Breaker,开关00023,1
TMP_fdb9090e-4b8b-49d5-bff8-4bd9152d2d07,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_c0b5edb0-f348-4eb0-bc11-155bb6121de0,Breaker,开关00020,2,TMP_4e72c582-f5fd-42c0-a841-e9160d6bc0d9,Junction,00000终端头506051,1
TMP_b72f66aa-62f6-476b-8f94-9c83caedbfb3,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_8ab26649-bf3e-4a4a-8b9c-21a2669c2c73,Breaker,开关00021,2,TMP_564ed854-4c61-4c2d-b456-de3c3bb1e9c0,Breaker,开关00022,1
TMP_991a6146-0c53-4384-983b-22a276d2f50b,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_caadc436-b608-421c-b87a-f04cf6e07c23,Fuse,刀闸0049,2,TMP_38397503-08e6-4cae-987f-dfbbe9740efb,PowerTransformer,配变2177,1
TMP_fc2c2ce6-e9c9-4834-b7ac-b2e50dc8d418,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_564ed854-4c61-4c2d-b456-de3c3bb1e9c0,Breaker,开关00022,2,TMP_b452eaee-b5a3-4793-996d-238086f17973,Junction,TMP00312852,1
TMP_50b0d4f8-7528-449b-9592-23a9e138982d,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_7dbe008e-4c5e-451c-ab17-594c8165d7de,PowerTransformer,配变2173,1,TMP_e21c7ba7-9b74-4010-98cd-207642818f01,Fuse,刀闸0052,2
TMP_8a11c276-084d-441f-9275-84102ef3e197,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_f4a9a745-baff-4063-89b3-5bd9195dff36,Fuse,刀闸0053,2,TMP_12fde5d1-6205-4fd5-84d6-19539235a1e6,PowerTransformer,配变2172,1
TMP_97b98373-b021-4b93-aa28-04debceff70e,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_12fde5d1-6205-4fd5-84d6-19539235a1e6,PowerTransformer,配变2172,1,TMP_f4a9a745-baff-4063-89b3-5bd9195dff36,Fuse,刀闸0053,2
TMP_45f734f4-a960-4ca0-9975-2ba23f9d9f79,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_043ff4ce-2345-46ac-9dc6-bc93303d4fde,Fuse,刀闸0035,2,TMP_a9f9d0d9-e478-4883-bcf0-3cc73aa3003f,PowerTransformer,配变2165,1
TMP_318e2df9-2e0e-4c83-8630-50bdd6c29c65,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_6413b3ea-0f1a-4ce2-abab-acdb2b1cccd6,Breaker,开关00018,1,TMP_c6a856cc-1efa-43b4-a734-fb0efbb35ced,Junction,00000终端头573744,1
TMP_82e93b82-3cdf-4a0a-a40e-76e8c3243a9c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_ad0b5fb3-9db9-4a1b-8fcb-6d89dd5f41da,Breaker,开关00017,1,TMP_fbd386d0-e8f1-4b3c-80f0-6157152109bf,RemoteUnit,故障指示器004,1
TMP_66319d03-7158-454e-bda8-6f8da6990147,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_ad0b5fb3-9db9-4a1b-8fcb-6d89dd5f41da,Breaker,开关00017,2,TMP_103d2841-92d2-43b8-81b7-70908b3a4e89,PowerTransformer,配变2158,2
TMP_d806f53e-12d2-4449-b8e4-9bb9d542d3cd,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_7230622d-b1d6-489f-b6f4-c4ddcd353abf,Fuse,刀闸0031,2,TMP_6be30fab-37eb-4979-901c-a5f5417840d9,Fuse,刀闸0033,1
TMP_6afd83a6-1a05-493a-aa56-85b6b60e1eaa,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_ed30fcb5-e999-4dd0-b462-53d94c6f1a49,Fuse,刀闸0030,1,TMP_a97a18eb-a863-431c-a805-bcd62e6e44fe,Breaker,开关00013,1
TMP_79681dca-f48c-4ca8-bae2-dd2e030792dc,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_a97a18eb-a863-431c-a805-bcd62e6e44fe,Breaker,开关00013,1,TMP_92bae3df-18ad-45ef-bb31-513c737794b2,Junction,00000终端头584557,1
TMP_a5d44efc-69bb-43eb-93a6-c113332b6bd8,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_06dc0bf4-c9fe-4278-9f12-b1cf2f8aac10,Fuse,刀闸0025,1,TMP_52796213-55f2-4fdd-aa8a-8a708c467d4e,Breaker,开关00012,1
TMP_7d4af278-895e-443b-9b89-06da944bae9f,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_049d2a12-bd0b-4a7d-b06a-cc7ffde27ac8,Breaker,开关00011,1,TMP_b72078c3-0d86-4ecc-a83f-9dd7a5e14ede,Fuse,刀闸0022,2
TMP_955829f1-ebce-407c-bcca-f8c133530dd9,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_049d2a12-bd0b-4a7d-b06a-cc7ffde27ac8,Breaker,开关00011,2,TMP_9f10d5fc-4b10-4d0a-a729-8aea6a0e7146,Junction,00000支8#,1
TMP_943a4487-18df-4b89-ae04-714a389b7204,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_7fa95212-8617-4cdb-b7e0-b009a98636d6,Fuse,刀闸0020,2,TMP_f8805e4d-446f-4171-9a9c-76f48088db3e,Junction,TMP00312874,1
TMP_0b7cf277-c7d7-4f81-981e-550920ce7402,Trunk,主干,spare_line,备用线,"rgb(0,128,0)",0.5811011837029015,TMP_cd02dc31-331b-4dda-90e5-34df4ee6036f,Breaker,开关00026,1,TMP_7139321e-9c53-40d3-99e0-56dbcb7a64a3,Fuse,刀闸0063,1
TMP_ec3206ce-be7b-4353-9f0b-6e02970e60f1,Trunk,主干,spare_line,备用线,"rgb(0,128,0)",0.5811011837029015,TMP_ad0a227a-5549-4ae4-bae9-badeba24679b,Substation,站房000062,1,TMP_926a9e2d-ace6-4af4-af01-ed0447b7e967,Breaker,开关00014,1
TMP_74a8fe9a-0288-4086-a2af-3413964d357c,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_528ee088-547b-4b9d-908e-d7ee54650e73,Substation,,1,TMP_f474f80d-a3a9-48b0-9577-e597e162d99f,Breaker,开关02442,1
TMP_263b36e4-631a-4d63-8345-741f460e2ce2,Trunk,主干,spare_line,备用线,"rgb(128,128,128)",0.5811011837029015,TMP_f474f80d-a3a9-48b0-9577-e597e162d99f,Breaker,开关02442,2,TMP_37a41089-99dc-4e34-bf53-1b0265786f4c,Junction,,1
TMP_325640ca-484b-49fc-a962-dfc56ed72e4c,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_37a41089-99dc-4e34-bf53-1b0265786f4c,Junction,,1,TMP_f474f80d-a3a9-48b0-9577-e597e162d99f,Breaker,开关02442,2
TMP_46ef5dcd-3f6e-40f0-ba2a-4bf744dfde64,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_ece26176-1d95-4f5b-aba7-41f8924a7cd0,Junction,TMP00131370#环网箱101,1,TMP_87606f5d-b12a-4b9c-885d-83e048e16b36,Junction,,1
TMP_6e3982ed-af44-4c22-9e63-80fa42c074cf,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_9b9d06b6-e458-4950-b39f-2449d637f7f6,Junction,00000网箱104,1,TMP_b63ad123-1a14-407b-a3b7-2b1c98f67311,Junction,,1
TMP_638397c7-2bf6-4917-82b8-4a3484f92a37,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_dabd074f-101f-49a0-a641-3950f7262605,Junction,TMP00131370#箱变,1,TMP_2ba48d26-3914-4c50-a4e7-a52f5defd5a2,Junction,,1
TMP_2e5b83ac-4898-4833-86bd-2ae881f4f9fe,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_0912e4b2-ba06-4767-abcc-ba2a5c516895,Junction,,1,TMP_e9b2783f-de79-4d96-88c1-94e26cdacf3d,LoadBreakSwitch,开关00104,2
TMP_9ba4c949-bb7e-4f25-b6fe-b97f316c3447,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_902b2cfe-6b77-4e20-9119-9cb269eb05ed,Junction,,1,TMP_6eed23b1-a3cb-4368-9191-12d2a8352c23,LoadBreakSwitch,开关00102,2
TMP_290129de-485d-4b41-8810-76a2e325c6e4,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_3b02edb7-6adb-45a3-b073-c498319cdc0a,Junction,TMP00131373#环网箱103,1,TMP_3f555caa-41e3-42d2-93f7-4a0f7f72c219,Junction,,1
TMP_434a1cb3-cea4-4532-a74f-89f7831450a4,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_eb62f0cd-c9a8-47d8-80c6-08e3be2a6aeb,Junction,TMP00131374#箱变,1,TMP_3cd40b8f-1acd-473a-abcd-26e5015f2fb0,Junction,,1
TMP_c804fb59-0616-4449-8a04-d0c3474c7a0f,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_54a227e6-7205-4e48-9d33-4fc8cba61462,Junction,TMP00131373#环网箱102,1,TMP_fb9e4ed0-f818-4f12-9300-00ac21f783b7,Junction,,1
TMP_8a68c92d-e708-4c6f-8b3b-805c431fecd7,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_4dfed0f1-870e-4843-ad8a-fa1a7d2389cf,Junction,TMP00131371#环网箱101,1,TMP_4c85b4d8-e15c-4276-b897-76eb07886961,Junction,,1
TMP_c7e00525-8c3a-4506-940e-85118e7f0c4e,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_0cefd9b8-cce9-4f21-83f5-e94563d220ae,Junction,TMP00131371#环网箱103,1,TMP_d7eee3e2-705a-4628-815c-3b606f8e5093,Junction,,1
TMP_384d53e2-c119-4424-bd8b-cf4de9627d3c,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_967b9139-9070-48c9-bbe4-7e88c81568a6,Junction,00000饭开关站101,1,TMP_1312bb69-4f5f-4326-8c81-d26819573a32,Junction,,1
TMP_8f91f319-7e45-4caf-bafb-fa26a778b9b1,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_5bb6d030-15ea-454c-9fa1-9e8822788e51,Junction,00000终端头511028,1,TMP_6debfbc8-bd84-4526-bf8d-d718c834cc5a,Junction,,1
TMP_9f7e8e0f-e2fc-4d45-89bd-66faeab2e1ea,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_8a3c8b3b-7b16-40f6-afa3-6736bdf4d695,Junction,,1,TMP_9ea67cc3-efb9-4142-bac5-80adcbf72136,Junction,00000终端头584386,1
TMP_6006b4aa-6961-47f1-b211-85446023041d,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_b1ffd6c6-5bf8-4175-9686-b7d101c7e2c5,Junction,00000终端头584387,1,TMP_8acbe389-4425-4199-a813-f294962b343a,Junction,,1
TMP_0f401856-bfcd-49d1-b7d2-b6f1c8ea9e2f,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_d64247e0-9d62-486e-b800-dfe99f12bb10,Junction,00000饭开关站104,1,TMP_6b08f7ce-5ae3-4b66-8f37-31f5e4d5c73c,Junction,,1
TMP_96110b8a-8e59-4e08-ac5d-67ed804d3460,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_9ef5aa34-d7ed-4ade-863e-53258527e4ed,Junction,TMP00131371#环网箱102,1,TMP_ee5dffd6-18c6-4417-9aea-02508cfa66f7,Junction,,1
TMP_c9c361d5-ed33-491c-84c4-79789b7c2d3a,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_1dad56a5-005e-4d36-99de-12c8211260b6,Junction,TMP00131372#环网箱101,1,TMP_ad977ae3-28fb-422e-922b-84ea17b46358,Junction,,1
TMP_e0d6e201-aceb-434b-9879-df3e73ef223c,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_104d6c2d-4a3a-4fa0-aa84-51a88610e265,Junction,,1,TMP_7c5fd4f9-00d6-47a2-bd18-b04e434bd80d,LoadBreakSwitch,开关00089,2
TMP_a8b46244-d209-4985-94b3-fd49d456b0b1,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_fe67f0d1-bf1c-4901-8f12-a276233969c9,Junction,,1,TMP_e4bc90bf-f095-4460-a31c-72253a3cf818,LoadBreakSwitch,开关00083,2
TMP_8b38da3c-217b-43ea-bf17-231cae4ad3bf,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_a4ffe7b6-5dc5-4405-b9a4-6707d3c899ff,Junction,TMP00131366#环网箱103,1,TMP_a4a73f97-226e-438e-84d7-c935955bed7b,Junction,,1
TMP_401aa512-bd8d-4942-9325-9da0776cb409,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_ec2cf340-5406-4c76-a626-dcc7396e8413,Junction,00000明1#争101,1,TMP_3a5da49f-5aee-4a30-a192-b0e4425b86f1,Junction,,1
TMP_ecaa4ecb-296f-4edd-8b3b-c14a6ce2e6c7,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_6488b850-60d8-4020-8af4-e05f902347f5,Junction,00000明1#争102,1,TMP_0c6c7704-dfc5-46d6-be82-2dbadf6e22a8,Junction,,1
TMP_2da55900-2e6a-4978-88a9-168e53765f98,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_c2196482-e4e7-45bb-b4f7-9f328fd3cb92,Junction,00000明2#争101,1,TMP_1afa0b8c-7294-493c-bad1-e29b9c16a0b4,Junction,,1
TMP_45f01c42-e40a-4cd6-bf95-06159ad14040,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_ed6da5cb-65ce-476c-a06b-bba21e12ceed,Junction,TMP00131366#环网箱102,1,TMP_5c960660-81b8-42ec-b35c-2f4049e32c66,Junction,,1
TMP_1b75ae5f-606d-4499-b885-bd2949195cfc,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_973c5e89-1a50-498c-9472-3c0e8540dc42,Junction,00000终端头,1,TMP_52c43a8b-c698-4025-ab8e-976e67e2327c,Junction,,1
TMP_dfa8ebb6-97c3-44b8-8060-6e9a36038a8a,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_13de7f06-54f8-409f-81fd-2047c3369796,Junction,00000终端头203162,1,TMP_5f20d6a9-6fb1-4765-ada1-0f58511679d0,Junction,,1
TMP_93382766-5e5f-48bb-8bd9-28ca68b9b3cd,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_172b355d-81a4-4197-a144-33fe09fe2d69,Junction,00000SUB020_开关站101,1,TMP_0e8d6bce-7ba5-4ddf-997b-b279fc5727dd,Junction,,1
TMP_4f2a189c-1385-4414-b126-e6b501f0413c,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_96e37972-69c8-491e-ac63-e5c4534d06aa,Junction,,1,TMP_5bdee9c2-9e63-47ce-8f9a-d9e1e1abd2fc,Substation,站房000024,1
TMP_3f893314-fa3c-48c5-8d68-ae7dc325e024,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_5bdee9c2-9e63-47ce-8f9a-d9e1e1abd2fc,Substation,站房000024,1,TMP_58562c7e-a65a-490b-8bd4-474b55756101,Substation,站房000071,1
TMP_bd6f70d0-c294-4c4b-82a8-e41080705ed3,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_e22b908c-05ac-443c-a28a-5f082a4e3d1c,Junction,TMP00312846,1,TMP_98134756-4f70-4349-ab22-5575448f2ac4,Junction,,1
TMP_4e23f30b-7157-488e-96a3-6ea214305cbb,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_01553009-bde7-4823-9a09-932a542a7a47,Junction,,1,TMP_47bd9f70-e15c-4a13-935a-035caca6957f,Junction,00000SUB020_开关站102,1
TMP_507002de-c1bd-4b60-866e-d5dcf298406e,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_7d2993f2-0616-4818-9efa-7f60eca7275c,Junction,00000终端头463511,1,TMP_55c4f9ca-b282-4515-9823-87673769cc5d,Junction,,1
TMP_085fd9c0-6860-42f6-a332-e5a0bbd5f619,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_194ca69d-324e-4d00-a4e6-4f9aa373460e,Junction,00000终端头506352,1,TMP_d35cebca-9d1e-463d-bdad-0c0af8ed0581,Junction,,1
TMP_211e5a34-c0d0-423f-a156-e1638965f10b,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_b452eaee-b5a3-4793-996d-238086f17973,Junction,TMP00312852,1,TMP_12f87dbe-dc8f-48fa-b70d-2ff730e0b5ee,Junction,TMP00312854,1
TMP_a9bf835c-c7e8-4aec-a638-acad997dfeca,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_12f87dbe-dc8f-48fa-b70d-2ff730e0b5ee,Junction,TMP00312854,1,TMP_f5ae91b5-8da4-4815-a16c-9cf40cf365e5,Junction,,1
TMP_60621bdf-b023-4082-abca-2b76ff2e9f1e,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_084e029b-d2cd-49a3-98ee-1e2d66e03e87,Junction,00000终端头463831,1,TMP_b793dcaf-75d0-441a-85b4-1657223af28f,Junction,,1
TMP_8485d06e-b565-4a05-8cf1-2c46b0919802,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_8e8fd85c-ce43-41e6-9404-115829574ad8,Junction,00000终端头506383,1,TMP_d4a921b7-0780-4409-879c-6ad69d7ef965,Junction,,1
TMP_37f331e4-9eee-4109-b477-597e2baefe85,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_bfef7664-60c3-4104-a42e-b25989d7a95b,Junction,00000终端头477979,1,TMP_30c5bbcb-18ad-47a4-97a7-beb92f100d8d,Junction,,1
TMP_c42a1e34-76d7-43c3-9646-0ab6a9726305,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_e21c7ba7-9b74-4010-98cd-207642818f01,Fuse,刀闸0052,2,TMP_7dbe008e-4c5e-451c-ab17-594c8165d7de,PowerTransformer,配变2173,1
TMP_16a3a0d5-e5ad-4172-92d1-a7a285b33bf3,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_96a47f90-30e3-4d38-9f3c-f1a5316a9a00,Junction,00000终端头586715,1,TMP_1b4b3ef9-40cc-4b29-91df-f0c8aff00b62,Junction,,1
TMP_c34d8475-d47f-4328-9db5-cff2f82e12ac,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_ad4fd153-25f6-437d-a302-7699c271be69,Junction,00000终端头506645,1,TMP_2283eb2c-9999-49a5-b967-1cadcb4a601d,Junction,,1
TMP_79dcedd2-c18a-4784-9d5e-221688ddcff2,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_d1c333b8-5c86-4905-b03c-8f7df4f46238,Junction,00000终端头463711,1,TMP_7768336e-6797-4e06-ad1e-7e0a9e22d6d8,Junction,,1
TMP_f46babe0-22d5-4879-bcce-dd8bf60b2533,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_d47a31f8-2722-412d-9e9d-77c737b2fe4a,Junction,00000终端头506054,1,TMP_6cfb2257-3beb-4a9c-9665-7c613c76037a,Junction,,1
TMP_cf7f7701-24de-48a5-b889-0f16f27c3448,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_73397572-3edf-4673-98c4-c8b57a7b20ed,Junction,00000终端头573745,1,TMP_1cf6fb1b-89f8-45d6-8ea0-dc57060f475b,Junction,,1
TMP_15f6be18-3c61-4c75-aff2-905e78f2b47f,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_58ddd343-7d49-4c8a-a173-471c4888b3b1,Junction,00000终端头506258,1,TMP_60137abc-cc31-4797-9674-83066375596f,Junction,,1
TMP_50da43e7-d8bc-42c8-8e99-afb417be3913,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_7dfb7017-a9cb-4753-80fc-5b7bcb92aeed,Junction,00000终端头203403,1,TMP_8cac5478-87b7-44e0-8d90-78298a32265b,Junction,,1
TMP_eb92ff0b-3e4e-4d91-86f7-db36814c5b94,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_10632294-874f-44d3-b7e5-53bdacc7bbeb,Junction,00000终端头463823,1,TMP_38b21792-9832-471e-a8f8-acb8e8566c25,Junction,,1
TMP_d94b555d-df60-49ff-83d6-b5868e63a415,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_b035d887-4987-48ae-b7a6-f9e48e250bba,Junction,00000终端头506182,1,TMP_d171647e-77fa-479b-994c-bc3fc3ca6a6f,Junction,,1
TMP_05c279c3-79c5-4810-af22-0c24f214f00b,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_d811704b-8b30-48aa-a442-a75e27050d86,Breaker,开关00016,2,TMP_b5fa302a-959c-470e-beea-84bcfbea5366,Substation,站房000073,1
TMP_2fc8faa4-473f-4ed3-8783-f57f830862b3,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_b5fa302a-959c-470e-beea-84bcfbea5366,Substation,站房000073,1,TMP_2129b920-b0a6-4c5e-b2ed-b66f92f3a6f4,Junction,火育象,1
TMP_59f7ab3d-f831-4a8d-a27c-1a6c9d1ccab1,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_2129b920-b0a6-4c5e-b2ed-b66f92f3a6f4,Junction,火育象,1,TMP_cf33033f-e449-4d87-8db2-466b47d67669,Junction,,1
TMP_318b52d8-6079-4bd8-9403-504edcfc6ad9,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_0ad5d2dd-2e1a-4f87-be6b-f1454dab4f66,Junction,,1,TMP_c74e4ad0-a3d5-424f-9f22-f05ac09e375a,LoadBreakSwitch,开关00174,2
TMP_3c676cb5-df49-4750-b8fb-410f8cd74567,Trunk,主干,spare_line,备用线,"rgb(0,0,0)",0.5811011837029015,TMP_abe5f771-29fb-4f2a-a204-00af9bbc634d,Junction,00000终端头506277,1,TMP_7b075a3e-e678-4190-96ee-1027e1f00ce5,Junction,,1
