text_id,x,y,content,font_size,color,object_id,related_element_id
TXT-TMP_12f47bf1-6762-455d-9c65-9615cfe695c0,475.78,488.3707,开关00165,0.4088,"rgb(255,255,255)",TMP00132639,TMP_12f47bf1-6762-455d-9c65-9615cfe695c0
TXT-TMP_61c76955-4259-42f7-b656-69946a0d7ff3,479.8677,488.3707,开关00164,0.4088,"rgb(255,255,255)",TMP00132642,TMP_61c76955-4259-42f7-b656-69946a0d7ff3
TXT-TMP_95cd1244-1715-4844-98db-dd94ddf9c697,477.8238,488.3707,开关00163,0.4088,"rgb(255,255,255)",TMP00132640,TMP_95cd1244-1715-4844-98db-dd94ddf9c697
TXT-TMP_42335365-a873-4ab7-b5e3-9ef9259bdb8d,477.8229,489.8489,配变2276,0.2519,"rgb(255,255,255)",TMP00132641,TMP_42335365-a873-4ab7-b5e3-9ef9259bdb8d
TXT-TMP_24c06b66-c64d-41ff-9d50-bcbf4db1face,464.7449,480.5888,开关00130,0.4088,"rgb(255,255,255)",TMP00132631,TMP_24c06b66-c64d-41ff-9d50-bcbf4db1face
TXT-TMP_5aa11a17-ceaf-431f-8529-87f2002b67c4,466.7887,480.5888,开关00129,0.4088,"rgb(255,255,255)",TMP00132632,TMP_5aa11a17-ceaf-431f-8529-87f2002b67c4
TXT-TMP_e21cb9a7-b5bb-4656-a69c-ed332931fe78,468.8327,480.5888,开关00128,0.4088,"rgb(255,255,255)",TMP00132634,TMP_e21cb9a7-b5bb-4656-a69c-ed332931fe78
TXT-TMP_2d2f954e-550d-47d8-85f7-dc4ce034629a,465.3077,482.3925,配变2292,0.4088,"rgb(255,255,255)",TMP00132633,TMP_2d2f954e-550d-47d8-85f7-dc4ce034629a
TXT-TMP_99a0df5d-fcc6-4a23-a1c1-c17a8abb5a74,465.6963,502.8419,开关00159,0.4088,"rgb(255,255,255)",TMP00132650,TMP_99a0df5d-fcc6-4a23-a1c1-c17a8abb5a74
TXT-TMP_e7bad61e-6616-44fa-8508-26f91fc64e66,463.6524,502.8419,开关00158,0.4088,"rgb(255,255,255)",TMP00132649,TMP_e7bad61e-6616-44fa-8508-26f91fc64e66
TXT-TMP_3cd40b6b-0f85-4fd8-afb0-157b9c1296f1,467.7402,502.8419,开关00157,0.4088,"rgb(255,255,255)",TMP00132652,TMP_3cd40b6b-0f85-4fd8-afb0-157b9c1296f1
TXT-TMP_60aad1f5-b544-44b2-9d9b-f3bb8e7dba92,465.5715,504.2572,配变2270,0.189,"rgb(255,255,255)",TMP00132651,TMP_60aad1f5-b544-44b2-9d9b-f3bb8e7dba92
TXT-TMP_85989403-972e-40d5-83fb-363a7e1fa4eb,426.4367,497.6623,开关00200,0.4443,"rgb(255,255,255)",TMP00132548,TMP_85989403-972e-40d5-83fb-363a7e1fa4eb
TXT-TMP_92e0190b-2069-420e-8315-2cb7671e8269,428.6582,497.6623,开关00199,0.4443,"rgb(255,255,255)",TMP00132549,TMP_92e0190b-2069-420e-8315-2cb7671e8269
TXT-TMP_12f3543a-51ba-4e65-b80c-63c4286580fd,426.9853,497.5733,配变2294,0.1365,"rgb(255,255,255)",TMP00132550,TMP_12f3543a-51ba-4e65-b80c-63c4286580fd
TXT-TMP_3a08475e-c6a4-4767-b955-3b8f29cb8c22,408.6884,517.5065,开关00239,0.3777,"rgb(255,255,255)",TMP00132521,TMP_3a08475e-c6a4-4767-b955-3b8f29cb8c22
TXT-TMP_1f6f80ee-d527-45a3-96bb-9ed9c18732bf,403.0221,517.5065,开关00238,0.3777,"rgb(255,255,255)",TMP00132515,TMP_1f6f80ee-d527-45a3-96bb-9ed9c18732bf
TXT-TMP_b3dd3514-2827-4365-b9c2-a3710c1b1785,404.9109,517.5065,开关00237,0.3777,"rgb(255,255,255)",TMP00132517,TMP_b3dd3514-2827-4365-b9c2-a3710c1b1785
TXT-TMP_025e0996-703c-41af-b100-81c3c2421060,406.7996,517.5065,开关00236,0.3777,"rgb(255,255,255)",TMP00132519,TMP_025e0996-703c-41af-b100-81c3c2421060
TXT-TMP_278f4a89-47ac-4848-93e4-5399161e5c92,401.1334,517.5065,开关00235,0.3777,"rgb(255,255,255)",TMP00132514,TMP_278f4a89-47ac-4848-93e4-5399161e5c92
TXT-TMP_6bda14e6-935f-4408-b4df-5bc3c365b907,414.455,530.8648,开关00234,0.2605,"rgb(255,255,255)",TMP00132527,TMP_6bda14e6-935f-4408-b4df-5bc3c365b907
TXT-TMP_882336e8-49ed-4af0-9c7c-b01917d7c62f,411.85,530.8648,开关00233,0.2605,"rgb(255,255,255)",TMP00132523,TMP_882336e8-49ed-4af0-9c7c-b01917d7c62f
TXT-TMP_0761d2a4-933a-41ef-94d0-01b740e0a802,410.5475,530.8648,开关00232,0.2605,"rgb(255,255,255)",TMP00132522,TMP_0761d2a4-933a-41ef-94d0-01b740e0a802
TXT-TMP_f8ae2c5c-d1ac-4e79-ae96-73e7760d20e5,413.1525,530.8648,开关00231,0.2605,"rgb(255,255,255)",TMP00132525,TMP_f8ae2c5c-d1ac-4e79-ae96-73e7760d20e5
TXT-TMP_884593c1-a6dc-4eaa-9864-029ed5c6a6de,367.8938,553.3285,开关00242,0.4088,"rgb(255,255,255)",TMP00132946,TMP_884593c1-a6dc-4eaa-9864-029ed5c6a6de
TXT-TMP_ff2069b0-059a-4481-86ab-32a3d5ac605b,369.9377,553.3285,开关00241,0.4088,"rgb(255,255,255)",TMP00132948,TMP_ff2069b0-059a-4481-86ab-32a3d5ac605b
TXT-TMP_057cff41-8101-4aa8-ba02-e29ac49d253f,365.85,553.3285,开关00240,0.4088,"rgb(255,255,255)",TMP00132945,TMP_057cff41-8101-4aa8-ba02-e29ac49d253f
TXT-TMP_3905bac1-c76b-4f8a-b57e-91195f52e189,367.6552,554.686,配变2330,0.1312,"rgb(255,255,255)",TMP00132947,TMP_3905bac1-c76b-4f8a-b57e-91195f52e189
TXT-TMP_c78df71e-2092-4398-9520-b603c3d78eca,413.1309,547.9538,开关00262,0.0875,"rgb(255,255,255)",TMP00132910,TMP_c78df71e-2092-4398-9520-b603c3d78eca
TXT-TMP_7f385bf3-ed4b-4f9a-82e3-d5c631e89b33,410.9062,547.9538,开关00261,0.0875,"rgb(255,255,255)",TMP00132908,TMP_7f385bf3-ed4b-4f9a-82e3-d5c631e89b33
TXT-TMP_778f1db5-c67b-4d31-a970-99d903a9a3b8,409.0432,547.9538,开关00260,0.0875,"rgb(255,255,255)",TMP00132907,TMP_778f1db5-c67b-4d31-a970-99d903a9a3b8
TXT-TMP_562874be-6e41-4fc3-a957-c4b41582fa7f,410.3714,550.0424,配变2327,0.4088,"rgb(255,255,255)",TMP00132909,TMP_562874be-6e41-4fc3-a957-c4b41582fa7f
TXT-TMP_605919fd-68b5-48f8-a169-0eb9b52a3ae2,410.7425,546.614,却治导真变电所1母线,0.0574,"rgb(255,255,255)",TMP00313069,TMP_fdf1fe95-526a-42bf-99d7-d754c762342e
TXT-TMP_48ce3fa3-ad0a-4339-b734-2e84db79ecc8,415.3388,564.8256,开关00249,0.4088,"rgb(255,255,255)",TMP00132902,TMP_48ce3fa3-ad0a-4339-b734-2e84db79ecc8
TXT-TMP_a2da8711-397d-4349-a17a-470f7758c7af,413.295,564.8256,开关00248,0.4088,"rgb(255,255,255)",TMP00132901,TMP_a2da8711-397d-4349-a17a-470f7758c7af
TXT-TMP_1e73bbc8-47ef-4f6b-93d4-cbb6dc4a11e4,417.3827,564.8256,开关00247,0.4088,"rgb(255,255,255)",TMP00132904,TMP_1e73bbc8-47ef-4f6b-93d4-cbb6dc4a11e4
TXT-TMP_7523996a-8013-4014-9708-f1ab1705531f,415.1218,566.1941,配变2333,0.1422,"rgb(255,255,255)",TMP00132903,TMP_7523996a-8013-4014-9708-f1ab1705531f
TXT-TMP_61167d24-19b8-4424-84c5-9f832f038ab0,414.5877,562.7971,却治导真变电所2母线,0.0574,"rgb(255,255,255)",TMP00313070,TMP_fdf1fe95-526a-42bf-99d7-d754c762342e
TXT-TMP_294ee428-7cfc-4f28-980a-b2a1dd6c1c2a,426.0811,549.4509,开关00246,0.3894,"rgb(255,255,255)",TMP00132885,TMP_294ee428-7cfc-4f28-980a-b2a1dd6c1c2a
TXT-TMP_0a249d46-7ee4-4734-83f0-d84ddd8980da,422.1873,549.4509,开关00245,0.3894,"rgb(255,255,255)",TMP00132882,TMP_0a249d46-7ee4-4734-83f0-d84ddd8980da
TXT-TMP_c3a4822a-478f-42d8-8516-07b85a2addd4,424.1342,549.4509,开关00244,0.3894,"rgb(255,255,255)",TMP00132883,TMP_c3a4822a-478f-42d8-8516-07b85a2addd4
TXT-TMP_3cf5c6ca-f431-405c-9930-0aa9615bae4a,427.9064,549.4509,开关00243,0.3894,"rgb(255,255,255)",TMP00132887,TMP_3cf5c6ca-f431-405c-9930-0aa9615bae4a
TXT-TMP_73b6835e-90cb-40c3-900d-bc2d44e439c4,424.6777,549.585,配变2331,0.172,"rgb(255,255,255)",TMP00132886,TMP_73b6835e-90cb-40c3-900d-bc2d44e439c4
TXT-TMP_4338edc4-1fb3-4231-bc2e-aee1bd7b0399,422.7308,549.585,配变2332,0.172,"rgb(255,255,255)",TMP00132884,TMP_4338edc4-1fb3-4231-bc2e-aee1bd7b0399
TXT-TMP_8856f11c-645e-45f8-9498-36cf6bc28ae6,506.7985,518.4859,开关00253,0.3894,"rgb(255,255,255)",TMP00132668,TMP_8856f11c-645e-45f8-9498-36cf6bc28ae6
TXT-TMP_f4bf16cd-b760-47fd-9679-c89a22f0e720,508.6237,518.5066,开关00252,0.3894,"rgb(255,255,255)",TMP00132669,TMP_f4bf16cd-b760-47fd-9679-c89a22f0e720
TXT-TMP_dee24f97-56ce-48ea-8fb8-bf8a3780495f,510.6923,518.4859,开关00251,0.3894,"rgb(255,255,255)",TMP00132671,TMP_dee24f97-56ce-48ea-8fb8-bf8a3780495f
TXT-TMP_5ca2d369-0037-4648-a45f-103870a9ed31,512.6392,518.4859,开关00250,0.3894,"rgb(255,255,255)",TMP00132673,TMP_5ca2d369-0037-4648-a45f-103870a9ed31
TXT-TMP_418c3360-8b24-4ba1-9b73-0542e66eb3a2,507.3039,517.4152,配变2334,0.204,"rgb(255,255,255)",TMP00132670,TMP_418c3360-8b24-4ba1-9b73-0542e66eb3a2
TXT-TMP_76d74ecf-9cc8-4c6d-8bf0-cb42c9e7387d,509.2508,517.4152,配变2335,0.204,"rgb(255,255,255)",TMP00132672,TMP_76d74ecf-9cc8-4c6d-8bf0-cb42c9e7387d
TXT-TMP_436beb08-e3d1-4a35-a61b-3d4b1cfc507e,453.1395,485.7173,开关00256,0.4088,"rgb(255,255,255)",TMP00132589,TMP_436beb08-e3d1-4a35-a61b-3d4b1cfc507e
TXT-TMP_1aaa4e75-7123-4fb0-8960-f9560e6728a6,455.1833,485.7173,开关00255,0.4088,"rgb(255,255,255)",TMP00132590,TMP_1aaa4e75-7123-4fb0-8960-f9560e6728a6
TXT-TMP_73e55ccf-c975-481d-89af-ace1300806f6,457.2272,485.7173,开关00254,0.4088,"rgb(255,255,255)",TMP00132592,TMP_73e55ccf-c975-481d-89af-ace1300806f6
TXT-TMP_39eb21f6-303f-484e-9b4f-bdfa0345a054,453.795,484.7512,配变2336,0.4088,"rgb(255,255,255)",TMP00132591,TMP_39eb21f6-303f-484e-9b4f-bdfa0345a054
TXT-TMP_7491a52b-c251-42ba-8499-74602eb325ca,374.5123,518.9144,开关00226,0.3778,"rgb(255,255,255)",TMP00132459,TMP_7491a52b-c251-42ba-8499-74602eb325ca
TXT-TMP_41c99b11-ed9c-4b6a-af06-aafa97610eb4,368.8453,518.9144,开关00225,0.3778,"rgb(255,255,255)",TMP00132456,TMP_41c99b11-ed9c-4b6a-af06-aafa97610eb4
TXT-TMP_835946ed-041b-406e-97e3-24a5b065efae,376.4013,518.9144,开关00224,0.3778,"rgb(255,255,255)",TMP00132461,TMP_835946ed-041b-406e-97e3-24a5b065efae
TXT-TMP_a4bea43d-aa62-44a0-8649-173a0113a4ad,372.6233,518.9144,开关00223,0.3778,"rgb(255,255,255)",TMP00132458,TMP_a4bea43d-aa62-44a0-8649-173a0113a4ad
TXT-TMP_fc1e3b4e-3e37-4859-8f2d-8f168e917bec,373.1435,519.8047,配变2310,0.3778,"rgb(255,255,255)",TMP00132460,TMP_fc1e3b4e-3e37-4859-8f2d-8f168e917bec
TXT-TMP_e92470bb-e6f3-48c1-8705-a0876fbd2605,369.3289,518.7137,配变2311,0.199,"rgb(255,255,255)",TMP00132457,TMP_e92470bb-e6f3-48c1-8705-a0876fbd2605
TXT-TMP_fe6b08a7-6702-4fb3-b3a9-a8f63e47894c,311.9143,503.9408,站房 000085,0.5396,"rgb(255,255,255)",TMP00313071,TMP_fe6b08a7-6702-4fb3-b3a9-a8f63e47894c
TXT-TMP_f5b05c60-f575-4be6-8774-2039c1aa7e2a,327.0705,503.9408,站房 000080,0.5396,"rgb(255,255,255)",TMP00313072,TMP_f5b05c60-f575-4be6-8774-2039c1aa7e2a
TXT-TMP_6105153e-8f50-481e-bf72-70e594d0228b,351.3769,503.9408,站房 000079,0.5396,"rgb(255,255,255)",TMP00313073,TMP_6105153e-8f50-481e-bf72-70e594d0228b
TXT-TMP_4bc0bdab-94e7-4bf0-a610-4346b5968173,348.0391,474.9508,站房 000083,0.5396,"rgb(255,255,255)",TMP00313074,TMP_4bc0bdab-94e7-4bf0-a610-4346b5968173
TXT-TMP_e43556b0-1d3e-4814-a8b5-e56c37641bb3,367.2803,503.9408,站房 000077,0.5396,"rgb(255,255,255)",TMP00313075,TMP_e43556b0-1d3e-4814-a8b5-e56c37641bb3
TXT-TMP_291e4c0b-0c6c-41e2-bb08-ae99c9f20ce6,382.4365,503.9408,站房 000076,0.5396,"rgb(255,255,255)",TMP00313076,TMP_291e4c0b-0c6c-41e2-bb08-ae99c9f20ce6
TXT-TMP_bb2e9431-31ce-43b4-81cf-bf257aa8e4d6,398.7378,501.4711,站房 000081,0.5396,"rgb(255,255,255)",TMP00313077,TMP_bb2e9431-31ce-43b4-81cf-bf257aa8e4d6
TXT-TMP_5f144896-ab33-4a24-8a3d-b2b152ecc460,498.6338,485.6841,站房 000082,0.5396,"rgb(255,255,255)",TMP00313078,TMP_5f144896-ab33-4a24-8a3d-b2b152ecc460
TXT-TMP_f8dad5fe-c222-4569-9244-3f568b6020d9,519.8285,501.9484,站房 000086,0.5396,"rgb(255,255,255)",TMP00313079,TMP_f8dad5fe-c222-4569-9244-3f568b6020d9
TXT-TMP_a3dc8756-f534-421e-b8ff-08879223eea4,379.8985,533.9162,站房 000084,0.5396,"rgb(255,255,255)",TMP00313080,TMP_a3dc8756-f534-421e-b8ff-08879223eea4
TXT-TMP_cd6a6c22-7bed-474a-9753-6b1c23b6f507,375.5989,493.7197,站房 000078,0.5396,"rgb(255,255,255)",TMP00313081,TMP_cd6a6c22-7bed-474a-9753-6b1c23b6f507
TXT-TMP_72ca2832-e56f-4cfa-b245-949d89cd464d,319.4027,493.7294,站房 000028,0.5396,"rgb(255,255,255)",TMP00313082,TMP_72ca2832-e56f-4cfa-b245-949d89cd464d
TXT-TMP_2d9e7969-1595-4413-8e80-bfaf6bb04019,330.059,516.7419,站房 000029,0.5396,"rgb(255,255,255)",TMP00313083,TMP_2d9e7969-1595-4413-8e80-bfaf6bb04019
TXT-TMP_bfdc3d57-40b3-4aa7-9598-104994f6deae,345.0506,461.6222,站房 000063,0.5396,"rgb(255,255,255)",TMP00313084,TMP_bfdc3d57-40b3-4aa7-9598-104994f6deae
TXT-TMP_0e6e3cd7-f837-4701-a1df-60e26f56bc20,350.5296,448.3201,站房 000064,0.5396,"rgb(255,255,255)",TMP00313085,TMP_0e6e3cd7-f837-4701-a1df-60e26f56bc20
TXT-TMP_cb1de145-d8ca-4272-88c5-24fbaccc0472,486.3379,486.8463,站房 000032,0.5396,"rgb(255,255,255)",TMP00313086,TMP_cb1de145-d8ca-4272-88c5-24fbaccc0472
TXT-TMP_58562c7e-a65a-490b-8bd4-474b55756101,534.1531,501.0855,站房 000071,0.5396,"rgb(255,255,255)",TMP00313087,TMP_58562c7e-a65a-490b-8bd4-474b55756101
TXT-TMP_81ea0271-ca9b-46bb-a3df-9188df4924d6,394.0865,566.5353,站房 000051,0.5396,"rgb(255,255,255)",TMP00313088,TMP_81ea0271-ca9b-46bb-a3df-9188df4924d6
TXT-TMP_4498d3ae-5b5a-4a6b-b54d-96708089c003,430.1778,562.5486,站房 000039,0.5396,"rgb(255,255,255)",TMP00313089,TMP_4498d3ae-5b5a-4a6b-b54d-96708089c003
TXT-TMP_b7badb3c-0aed-48fc-b064-9dbcc8ee78a8,447.2622,547.9915,站房 000065,0.5396,"rgb(255,255,255)",TMP00313090,TMP_b7badb3c-0aed-48fc-b064-9dbcc8ee78a8
TXT-TMP_bf659fed-4c37-4dbd-9b9a-a3462bea2fee,458.2998,563.0437,站房 000052,0.5396,"rgb(255,255,255)",TMP00313091,TMP_bf659fed-4c37-4dbd-9b9a-a3462bea2fee
TXT-TMP_86653cd5-7bae-4a47-bc99-8aa4c5e3917e,463.0449,546.8812,站房 000036,0.5396,"rgb(255,255,255)",TMP00313092,TMP_86653cd5-7bae-4a47-bc99-8aa4c5e3917e
TXT-TMP_bf22b8eb-3457-457f-81ae-c27dde0eec9b,494.0369,544.3012,站房 000034,0.5396,"rgb(255,255,255)",TMP00313093,TMP_bf22b8eb-3457-457f-81ae-c27dde0eec9b
TXT-TMP_837dd140-61f8-42c7-ad40-328dd777bddb,446.2736,445.2784,站房 000048,0.5396,"rgb(255,255,255)",TMP00313094,TMP_837dd140-61f8-42c7-ad40-328dd777bddb
TXT-TMP_249131ad-759a-4cb6-a04e-070f067de83a,436.4721,450.8368,站房 000033,0.5396,"rgb(255,255,255)",TMP00313095,TMP_249131ad-759a-4cb6-a04e-070f067de83a
TXT-TMP_e9b954e0-0fbe-4229-a8e8-1d42d789425a,454.4148,454.2439,站房 000037,0.5396,"rgb(255,255,255)",TMP00313096,TMP_e9b954e0-0fbe-4229-a8e8-1d42d789425a
TXT-TMP_b0619b64-6327-45ac-a52d-25f2cfd86b08,436.1649,458.52,站房 000047,0.5396,"rgb(255,255,255)",TMP00313097,TMP_b0619b64-6327-45ac-a52d-25f2cfd86b08
TXT-TMP_b5fa302a-959c-470e-beea-84bcfbea5366,457.342,464.6036,站房 000073,0.5396,"rgb(255,255,255)",TMP00313098,TMP_b5fa302a-959c-470e-beea-84bcfbea5366
TXT-TMP_734ea3cc-4578-48c5-99e5-5f28206207ce,435.7325,467.4905,站房 000061,0.5396,"rgb(255,255,255)",TMP00313099,TMP_734ea3cc-4578-48c5-99e5-5f28206207ce
TXT-TMP_cf55d8a2-8876-49e7-ba50-91558008ea5e,417.44,481.1802,站房 000050,0.5396,"rgb(255,255,255)",TMP00313100,TMP_cf55d8a2-8876-49e7-ba50-91558008ea5e
TXT-TMP_96539df1-c385-4ae7-8978-78065406d583,477.0727,486.2527,站房 000040,0.5396,"rgb(255,255,255)",TMP00313101,TMP_96539df1-c385-4ae7-8978-78065406d583
TXT-TMP_59f8c975-e5a5-45f0-86db-a39fae27c87b,466.0376,477.8164,站房 000027,0.5396,"rgb(255,255,255)",TMP00313102,TMP_59f8c975-e5a5-45f0-86db-a39fae27c87b
TXT-TMP_1429131d-c95f-4aa1-8fc5-a9ccf6303298,464.9452,500.7239,站房 000046,0.5396,"rgb(255,255,255)",TMP00313103,TMP_1429131d-c95f-4aa1-8fc5-a9ccf6303298
TXT-TMP_f1c434dc-9234-4dc2-850b-734b06e7a616,426.7311,494.7212,站房 000074,0.5396,"rgb(255,255,255)",TMP00313104,TMP_f1c434dc-9234-4dc2-850b-734b06e7a616
TXT-TMP_05da798b-2dca-4e52-89ec-e517b70f07b6,404.2168,514.8815,站房 000001,0.5396,"rgb(255,255,255)",TMP00313105,TMP_05da798b-2dca-4e52-89ec-e517b70f07b6
TXT-TMP_d50d6ed1-1a10-405a-8b41-a34a5f1f2634,412.1862,528.7967,站房 000002,0.5396,"rgb(255,255,255)",TMP00313106,TMP_d50d6ed1-1a10-405a-8b41-a34a5f1f2634
TXT-TMP_3595fd86-8479-4479-a7b6-76e40af025ad,367.1427,551.2105,站房 000010,0.5396,"rgb(255,255,255)",TMP00313107,TMP_3595fd86-8479-4479-a7b6-76e40af025ad
TXT-TMP_10259e18-9e9e-4f4f-a0aa-9371211e11f5,410.7425,545.87,站房 000013,0.5396,"rgb(255,255,255)",TMP00313108,TMP_10259e18-9e9e-4f4f-a0aa-9371211e11f5
TXT-TMP_8507c98b-c468-471e-8294-8c09d74515fd,414.5877,562.7076,站房 000008,0.5396,"rgb(255,255,255)",TMP00313109,TMP_8507c98b-c468-471e-8294-8c09d74515fd
TXT-TMP_2ed19d08-caed-4bf7-a2a5-75ee110912a2,424.2705,547.425,站房 000009,0.5396,"rgb(255,255,255)",TMP00313110,TMP_2ed19d08-caed-4bf7-a2a5-75ee110912a2
TXT-TMP_994779a7-5293-447d-80e3-d70c21596a1d,509.0033,516.46,站房 000007,0.5396,"rgb(255,255,255)",TMP00313111,TMP_994779a7-5293-447d-80e3-d70c21596a1d
TXT-TMP_ac12300c-6f8c-41a9-bafc-ee2c7b38c895,454.4322,483.5993,站房 000006,0.5396,"rgb(255,255,255)",TMP00313112,TMP_ac12300c-6f8c-41a9-bafc-ee2c7b38c895
TXT-TMP_f0b6039c-cef4-498f-9809-133a71f18ee1,371.9291,516.2891,站房 000004,0.5396,"rgb(255,255,255)",TMP00313113,TMP_f0b6039c-cef4-498f-9809-133a71f18ee1
TXT-TMP_68ab47f3-6b83-4369-ab26-a0dd1dc49639,512.0732,499.5845,用户1563,0.0769,"rgb(255,255,255)",TMP00313114,TMP_68ab47f3-6b83-4369-ab26-a0dd1dc49639
TXT-TMP_0164123e-4258-4007-86d8-e71b1aba9056,469.8387,559.6982,用户1576,0.0769,"rgb(255,255,255)",TMP00313115,TMP_0164123e-4258-4007-86d8-e71b1aba9056
TXT-TMP_51677332-7fdf-4b45-8dd7-69d136e0d16c,469.4449,560.2956,用户1575,0.0769,"rgb(255,255,255)",TMP00313116,TMP_51677332-7fdf-4b45-8dd7-69d136e0d16c
TXT-TMP_af2db90a-b028-4b4d-b06d-bd0b1f717b72,383.8871,558.239,用户1564,0.0769,"rgb(255,255,255)",TMP00313117,TMP_af2db90a-b028-4b4d-b06d-bd0b1f717b72
TXT-TMP_545eb964-0ac5-408e-9987-ddcc830a6ab1,385.0371,557.0957,用户1565,0.0769,"rgb(255,255,255)",TMP00313118,TMP_545eb964-0ac5-408e-9987-ddcc830a6ab1
TXT-TMP_a0a2c5c8-38d4-41ec-972e-da448287a2b1,388.4149,555.6287,用户1566,0.0769,"rgb(255,255,255)",TMP00313119,TMP_a0a2c5c8-38d4-41ec-972e-da448287a2b1
TXT-TMP_18c22475-67a2-4be8-9874-4e022da6d51a,390.7999,559.1935,用户1567,0.0769,"rgb(255,255,255)",TMP00313120,TMP_18c22475-67a2-4be8-9874-4e022da6d51a
TXT-TMP_aa4202d4-b2dc-4e40-8d67-095ad4ea4718,399.1859,557.1655,用户1569,0.0769,"rgb(255,255,255)",TMP00313121,TMP_aa4202d4-b2dc-4e40-8d67-095ad4ea4718
TXT-TMP_8d3357ae-8841-4e0f-93ee-94ab197cf337,399.433,556.1877,用户1568,0.0769,"rgb(255,255,255)",TMP00313122,TMP_8d3357ae-8841-4e0f-93ee-94ab197cf337
TXT-TMP_2fa33d6b-f685-4d13-8854-f5c69e81ad21,417.9578,550.9312,用户1570,0.0769,"rgb(255,255,255)",TMP00313123,TMP_2fa33d6b-f685-4d13-8854-f5c69e81ad21
TXT-TMP_8a693397-8d60-4a18-85c3-81267d6a3a06,419.4594,557.464,用户1571,0.0769,"rgb(255,255,255)",TMP00313124,TMP_8a693397-8d60-4a18-85c3-81267d6a3a06
TXT-TMP_9cd8d11c-fc75-48f0-aa6f-bbfd429d67ec,435.5386,557.2253,用户1562,0.0769,"rgb(255,255,255)",TMP00313125,TMP_9cd8d11c-fc75-48f0-aa6f-bbfd429d67ec
TXT-TMP_64d79aa3-6245-4762-8eed-25e41e99da5f,436.104,555.8751,用户1572,0.0769,"rgb(255,255,255)",TMP00313126,TMP_64d79aa3-6245-4762-8eed-25e41e99da5f
TXT-TMP_1848e438-09b8-477e-b4b9-710fb8c6cdd0,478.7582,557.1351,用户1578,0.0769,"rgb(255,255,255)",TMP00313127,TMP_1848e438-09b8-477e-b4b9-710fb8c6cdd0
TXT-TMP_f2242bbd-f752-4826-8a9f-f9721ba06707,478.7582,555.6882,用户1577,0.0769,"rgb(255,255,255)",TMP00313128,TMP_f2242bbd-f752-4826-8a9f-f9721ba06707
TXT-TMP_de594081-3534-45d2-8f60-173b199c2513,493.1234,553.911,用户1579,0.0769,"rgb(255,255,255)",TMP00313129,TMP_de594081-3534-45d2-8f60-173b199c2513
TXT-TMP_e89aa8ae-4fd4-445e-a879-aed1178eae5a,437.7266,480.547,用户1581,0.0769,"rgb(255,255,255)",TMP00313130,TMP_e89aa8ae-4fd4-445e-a879-aed1178eae5a
TXT-TMP_dea4219b-45f3-406c-877c-d4a220caafcb,437.0691,478.1491,用户1580,0.0769,"rgb(255,255,255)",TMP00313131,TMP_dea4219b-45f3-406c-877c-d4a220caafcb
TXT-TMP_7203d887-4861-4977-9829-7b122bc8b50c,432.5247,474.6916,用户1582,0.0769,"rgb(255,255,255)",TMP00313132,TMP_7203d887-4861-4977-9829-7b122bc8b50c
TXT-TMP_e4f2b632-edd3-4de9-8f6a-b14b876b0f1a,461.9035,493.9347,用户1583,0.0769,"rgb(255,255,255)",TMP00313133,TMP_e4f2b632-edd3-4de9-8f6a-b14b876b0f1a
TXT-TMP_d595197b-0b91-4591-a2f0-3b7e18cdbcf6,460.5082,494.0635,用户1584,0.0769,"rgb(255,255,255)",TMP00313134,TMP_d595197b-0b91-4591-a2f0-3b7e18cdbcf6
TXT-TMP_a932578e-e82d-4799-af7c-3b206fab2a49,419.4547,509.0645,用户1585,0.0769,"rgb(255,255,255)",TMP00313135,TMP_a932578e-e82d-4799-af7c-3b206fab2a49
TXT-TMP_180b813b-09f3-4280-aceb-0438ed850e02,415.6255,503.5609,用户1586,0.0769,"rgb(255,255,255)",TMP00313136,TMP_180b813b-09f3-4280-aceb-0438ed850e02
TXT-TMP_c844d6af-129b-4fbf-a577-5a74f6d0487d,358.0094,520.9623,用户1611,0.1754,"rgb(255,255,255)",TMP00313176,TMP_c844d6af-129b-4fbf-a577-5a74f6d0487d
TXT-TMP_72b19996-8a61-4fa3-8ed0-103b13850951,360.2872,522.1882,开关00212,0.1599,"rgb(255,255,255)",TMP00132445,TMP_72b19996-8a61-4fa3-8ed0-103b13850951
TXT-TMP_67e3324e-9587-459c-8813-0dbc2284df4a,362.3311,522.1882,开关00211,0.1599,"rgb(255,255,255)",TMP00132446,TMP_67e3324e-9587-459c-8813-0dbc2284df4a
TXT-TMP_ded7f0e5-fe40-4213-bf0e-dad465acf581,364.3749,522.1882,开关00210,0.1599,"rgb(255,255,255)",TMP00132448,TMP_ded7f0e5-fe40-4213-bf0e-dad465acf581
TXT-TMP_21daae5e-c845-4c17-93a4-a61f9f23fe35,362.9497,523.3805,配变2321,0.109,"rgb(255,255,255)",TMP00132447,TMP_21daae5e-c845-4c17-93a4-a61f9f23fe35
TXT-TMP_274edb26-71f2-4730-9bf9-f01968955854,361.9145,521.3132,SUB010_(行县)织始速常个行者劳(著长2)母线,0.0763,"rgb(255,255,255)",TMP00313177,TMP_fc1e3b4e-3e37-4859-8f2d-8f168e917bec
