ConnectionID,StartDevice,EndDevice,PointsCount
TMP00311494,TMP00046063,TMP00046063,2
TMP00311497,TMP00044085,TMP00044523,4
TMP00311500,TMP00046061,TMP00046061,2
TMP00311503,TMP00044048,TMP00044546,2
TMP00311506,TMP00044098,TMP00044527,2
TMP00311509,TMP00046054,TMP00046054,2
TMP00311339,TMP00046059,TMP00046059,2
TMP00311512,TMP00046059,TMP00044548,2
TMP00311515,TMP00044592,TMP00044592,2
TMP00311518,TMP00044570,TMP00044564,4
TMP00311521,TMP00044191,TMP00044564,2
TMP00311524,TMP00046037,TMP00046037,2
TMP00311527,TMP00044592,TMP00044592,2
TMP00311530,TMP00046050,TMP00046050,2
TMP00311533,TMP00044584,TMP00046300,2
TMP00311537,TMP00046059,TMP00046059,2
TMP00311538,TMP00046031,TMP00046031,2
TMP00311539,TMP00046054,TMP00046054,2
TMP00311540,TMP00044402,TMP00044402,2
TMP00311541,TMP00046062,TMP00046047,2
TMP00311542,TMP00046083,TMP00046083,2
TMP00311544,TMP00046083,TMP00046083,2
TMP00311545,TMP00046067,TMP00046067,2
TMP00311546,TMP00046066,TMP00046066,2
TMP00311547,TMP00046086,TMP00044412,2
TMP00311548,TMP00046056,TMP00046056,2
TMP00311549,TMP00046074,TMP00046074,2
TMP00311550,TMP00046097,TMP00046097,2
TMP00311551,TMP00046095,TMP00046095,2
TMP00311552,TMP00046072,TMP00046072,2
TMP00311553,TMP00046071,TMP00046071,2
TMP00311554,TMP00046071,TMP00046071,2
TMP00311555,TMP00046071,TMP00046071,2
TMP00311556,TMP00046070,TMP00046070,2
TMP00311557,TMP00046070,TMP00046070,2
TMP00311558,TMP00046101,TMP00046101,2
TMP00311560,TMP00046078,TMP00046078,2
TMP00311561,TMP00044441,TMP00044441,2
TMP00311562,TMP00044441,TMP00044441,2
TMP00311563,TMP00043938,TMP00043938,2
TMP00311564,TMP00046067,TMP00046067,2
TMP00311565,TMP00044408,TMP00044408,2
TMP00311566,TMP00046069,TMP00046069,2
TMP00311567,TMP00046057,TMP00046057,2
TMP00311568,TMP00046033,TMP00046033,2
TMP00311569,TMP00043929,TMP00043929,2
TMP00311571,TMP00046039,TMP00046039,2
TMP00311572,TMP00044402,TMP00044402,2
TMP00311573,TMP00046060,TMP00046080,2
TMP00311574,TMP00046031,TMP00046031,2
TMP00311575,TMP00046082,TMP00046082,2
TMP00311576,TMP00046083,TMP00046083,2
TMP00311577,TMP00046069,TMP00046085,2
TMP00311578,TMP00046086,TMP00046086,2
TMP00311579,TMP00046086,TMP00046087,2
TMP00311580,TMP00046088,TMP00046088,2
TMP00311581,TMP00046088,TMP00046088,2
TMP00311582,TMP00044433,TMP00046070,2
TMP00311583,TMP00044430,TMP00046071,2
TMP00311584,TMP00046092,TMP00046092,2
TMP00311585,TMP00046093,TMP00046093,2
TMP00311586,TMP00046094,TMP00046094,2
TMP00311587,TMP00046095,TMP00046095,2
TMP00311588,TMP00046095,TMP00046095,2
TMP00311589,TMP00046074,TMP00046097,2
TMP00311590,TMP00046098,TMP00046098,2
TMP00311591,TMP00046099,TMP00046099,2
TMP00311592,TMP00046099,TMP00046099,2
TMP00311593,TMP00046101,TMP00046101,2
TMP00311594,TMP00046101,TMP00046101,2
TMP00311595,TMP00044443,TMP00044443,2
TMP00311596,TMP00044584,TMP00044584,2
TMP00311535,TMP00044584,TMP00044584,2
TMP00311597,TMP00044584,TMP00044584,2
TMP00311359,TMP00044584,TMP00044584,2
TMP00311598,TMP00044584,TMP00044584,3
TMP00311600,TMP00044584,TMP00044584,2
TMP00311365,TMP00044584,TMP00044584,2
TMP00311601,TMP00044584,TMP00044584,3
TMP00311603,TMP00044584,TMP00044584,2
TMP00311356,TMP00044584,TMP00044584,2
TMP00311604,TMP00044584,TMP00044584,3
TMP00311606,TMP00044589,TMP00044589,2
TMP00311607,TMP00046052,TMP00044589,3
TMP00311368,TMP00046052,TMP00046052,2
TMP00311609,TMP00046052,TMP00046052,2
TMP00311610,TMP00046052,TMP00046052,2
TMP00311613,TMP00046052,TMP00046052,3
TMP00311615,TMP00046052,TMP00046052,2
TMP00311377,TMP00046052,TMP00046052,2
TMP00311616,TMP00046052,TMP00046052,3
TMP00311618,TMP00046052,TMP00046052,2
TMP00311371,TMP00046052,TMP00046052,2
TMP00311619,TMP00046052,TMP00046052,3
TMP00311621,TMP00044590,TMP00044590,2
TMP00311622,TMP00044590,TMP00044590,3
TMP00311380,TMP00044590,TMP00044590,2
TMP00311624,TMP00044590,TMP00044590,2
TMP00311398,TMP00044590,TMP00044590,2
TMP00311625,TMP00044590,TMP00044590,3
TMP00311627,TMP00044590,TMP00044590,2
TMP00311383,TMP00044590,TMP00044590,2
TMP00311628,TMP00044590,TMP00044590,3
TMP00311630,TMP00044590,TMP00044590,2
TMP00311631,TMP00044590,TMP00044590,3
TMP00311401,TMP00044590,TMP00044590,2
TMP00311633,TMP00046077,TMP00046077,2
TMP00311386,TMP00046077,TMP00046077,2
TMP00311634,TMP00046077,TMP00046077,2
TMP00311635,TMP00046077,TMP00046077,2
TMP00311638,TMP00046077,TMP00046077,2
TMP00311639,TMP00046077,TMP00046077,2
TMP00311641,TMP00044586,TMP00046077,2
TMP00311642,TMP00046077,TMP00046077,2
TMP00311644,TMP00044592,TMP00044592,2
TMP00311529,TMP00044592,TMP00044592,2
TMP00311645,TMP00044592,TMP00044592,3
TMP00311647,TMP00044592,TMP00044592,2
TMP00311407,TMP00044592,TMP00044592,2
TMP00311648,TMP00044592,TMP00044592,3
TMP00311650,TMP00044592,TMP00044592,2
TMP00311517,TMP00044592,TMP00044592,2
TMP00311651,TMP00044592,TMP00044592,3
TMP00311653,TMP00044592,TMP00044592,2
TMP00311404,TMP00044592,TMP00044592,2
TMP00311654,TMP00044592,TMP00044592,3
TMP00311656,TMP00044593,TMP00046049,2
TMP00311657,TMP00046049,TMP00046049,2
TMP00311660,TMP00046049,TMP00046049,3
TMP00311662,TMP00044593,TMP00044593,2
TMP00311663,TMP00046049,TMP00046049,2
TMP00311666,TMP00046049,TMP00046049,3
TMP00311668,TMP00044593,TMP00046049,2
TMP00311669,TMP00046049,TMP00046049,2
TMP00311672,TMP00046049,TMP00046049,3
TMP00311674,TMP00044593,TMP00044593,2
TMP00311410,TMP00044573,TMP00046049,2
TMP00311675,TMP00044573,TMP00044573,3
TMP00311677,TMP00044454,TMP00044601,2
TMP00311678,TMP00044601,TMP00044601,2
TMP00311682,TMP00044601,TMP00044601,3
TMP00311680,TMP00044601,TMP00044601,3
TMP00311681,TMP00044601,TMP00044601,2
TMP00311685,TMP00044454,TMP00044454,2
TMP00311686,TMP00044454,TMP00044454,2
TMP00311687,TMP00044454,TMP00044454,2
TMP00311691,TMP00044454,TMP00044601,3
TMP00311689,TMP00044454,TMP00044454,2
TMP00311690,TMP00044454,TMP00044454,3
TMP00311694,TMP00044454,TMP00044454,2
TMP00311695,TMP00044454,TMP00044454,2
TMP00311698,TMP00044454,TMP00044454,3
TMP00311697,TMP00044454,TMP00044454,3
TMP00311425,TMP00044454,TMP00044454,2
TMP00311699,TMP00044481,TMP00044601,2
TMP00311700,TMP00044601,TMP00044601,2
TMP00311702,TMP00044601,TMP00044601,2
TMP00311703,TMP00044601,TMP00044601,3
TMP00311704,TMP00044601,TMP00044601,2
TMP00311705,TMP00044454,TMP00044454,2
TMP00311706,TMP00044601,TMP00044601,2
TMP00311707,TMP00044601,TMP00044601,2
TMP00311710,TMP00044601,TMP00044601,3
TMP00311709,TMP00044601,TMP00044601,3
TMP00311413,TMP00044601,TMP00044601,2
TMP00311711,TMP00044602,TMP00044602,2
TMP00311712,TMP00044602,TMP00044602,3
TMP00311713,TMP00044602,TMP00044602,2
TMP00311714,TMP00044602,TMP00044602,2
TMP00311715,TMP00044602,TMP00044602,2
TMP00311716,TMP00044602,TMP00046076,2
TMP00311717,TMP00044602,TMP00046076,3
TMP00311428,TMP00046076,TMP00046076,2
TMP00311718,TMP00044451,TMP00046076,2
TMP00311719,TMP00046076,TMP00046076,3
TMP00311720,TMP00046076,TMP00046076,2
TMP00311721,TMP00046076,TMP00046076,2
TMP00311724,TMP00044452,TMP00046076,2
TMP00311725,TMP00046076,TMP00046076,2
TMP00311726,TMP00046032,TMP00046032,2
TMP00311728,TMP00046032,TMP00046032,3
TMP00311727,TMP00046032,TMP00046032,2
TMP00311731,TMP00044452,TMP00046076,2
TMP00311732,TMP00046076,TMP00046032,2
TMP00311733,TMP00046032,TMP00046032,2
TMP00311735,TMP00046032,TMP00046032,3
TMP00311734,TMP00046032,TMP00046032,2
TMP00311738,TMP00044472,TMP00044472,2
TMP00311739,TMP00044472,TMP00044472,3
TMP00311740,TMP00044472,TMP00044472,2
TMP00311741,TMP00044472,TMP00044472,2
TMP00311437,TMP00044472,TMP00044472,2
TMP00311742,TMP00044472,TMP00044472,2
TMP00311743,TMP00044472,TMP00044472,3
TMP00311744,TMP00044472,TMP00044472,2
TMP00311745,TMP00044472,TMP00044472,2
TMP00311746,TMP00044472,TMP00046075,2
TMP00311749,TMP00046101,TMP00044603,2
TMP00311750,TMP00044603,TMP00044603,3
TMP00311751,TMP00044603,TMP00044603,2
TMP00311752,TMP00044603,TMP00044603,2
TMP00311753,TMP00044603,TMP00044603,2
TMP00311754,TMP00044603,TMP00044603,3
TMP00311755,TMP00044603,TMP00044603,2
TMP00311434,TMP00044603,TMP00044603,2
TMP00311756,TMP00044471,TMP00044472,2
TMP00311757,TMP00044603,TMP00044603,3
TMP00311758,TMP00044603,TMP00044603,2
TMP00311443,TMP00044603,TMP00044603,2
TMP00311759,TMP00046037,TMP00046037,2
TMP00311526,TMP00046037,TMP00046037,2
TMP00311760,TMP00046037,TMP00046037,2
TMP00311761,TMP00046037,TMP00046037,2
TMP00311764,TMP00046037,TMP00046037,2
TMP00311765,TMP00046037,TMP00046037,2
TMP00311768,TMP00046048,TMP00046037,2
TMP00311769,TMP00046037,TMP00046037,2
TMP00311771,TMP00046050,TMP00046050,2
TMP00311772,TMP00046050,TMP00046050,2
TMP00311775,TMP00046051,TMP00046051,2
TMP00311532,TMP00046050,TMP00046050,2
TMP00311776,TMP00046050,TMP00046050,2
TMP00311777,TMP00046050,TMP00046050,2
TMP00311780,TMP00046050,TMP00046050,2
TMP00311781,TMP00046050,TMP00046050,2
TMP00311783,TMP00044545,TMP00044545,2
TMP00311362,TMP00044545,TMP00044545,2
TMP00311784,TMP00044545,TMP00044545,2
TMP00311785,TMP00044545,TMP00044545,2
TMP00311787,TMP00044545,TMP00044545,2
TMP00311788,TMP00044545,TMP00044545,2
TMP00311789,TMP00044544,TMP00044544,2
TMP00311374,TMP00044544,TMP00044544,2
TMP00311790,TMP00044544,TMP00044544,2
TMP00311791,TMP00044544,TMP00044544,2
TMP00311792,TMP00044544,TMP00044544,2
TMP00311793,TMP00044544,TMP00044544,2
TMP00311795,TMP00044559,TMP00044559,2
TMP00311797,TMP00044559,TMP00044559,2
TMP00311389,TMP00044559,TMP00044559,2
TMP00311799,TMP00044559,TMP00044559,2
TMP00311800,TMP00044559,TMP00044559,2
TMP00311392,TMP00044559,TMP00044559,2
TMP00311802,TMP00044559,TMP00044559,2
TMP00311803,TMP00044559,TMP00044559,2
TMP00311804,TMP00044558,TMP00044558,2
TMP00311806,TMP00044558,TMP00044558,2
TMP00311808,TMP00044558,TMP00044558,2
TMP00311810,TMP00044558,TMP00044558,2
TMP00311811,TMP00044558,TMP00044558,2
TMP00311395,TMP00044558,TMP00044558,2
TMP00311813,TMP00044558,TMP00044558,2
TMP00311814,TMP00044558,TMP00044558,2
TMP00311815,TMP00044541,TMP00044541,2
TMP00311817,TMP00044541,TMP00044541,2
TMP00311431,TMP00044541,TMP00044541,2
TMP00311819,TMP00044541,TMP00044541,2
TMP00311820,TMP00044541,TMP00044541,2
TMP00311821,TMP00044541,TMP00044541,2
TMP00311822,TMP00044541,TMP00044541,2
TMP00311824,TMP00044541,TMP00044541,2
TMP00311826,TMP00044551,TMP00044551,2
TMP00311440,TMP00044551,TMP00044551,2
TMP00311828,TMP00044551,TMP00044551,2
TMP00311829,TMP00044551,TMP00044551,2
TMP00311830,TMP00044551,TMP00044551,2
TMP00311831,TMP00044551,TMP00044551,2
TMP00311833,TMP00046074,TMP00046074,2
TMP00311835,TMP00044522,TMP00044522,2
TMP00311449,TMP00044522,TMP00044522,2
TMP00311837,TMP00044522,TMP00044522,2
TMP00311838,TMP00044522,TMP00044522,2
TMP00311839,TMP00044522,TMP00044522,2
TMP00311840,TMP00044522,TMP00044522,2
TMP00311842,TMP00044522,TMP00044522,2
TMP00311844,TMP00046073,TMP00046073,2
TMP00311846,TMP00044534,TMP00044534,2
TMP00311461,TMP00044534,TMP00044534,2
TMP00311848,TMP00046073,TMP00044534,2
TMP00311849,TMP00044534,TMP00044534,2
TMP00311850,TMP00046034,TMP00044534,2
TMP00311851,TMP00044534,TMP00044534,2
TMP00311853,TMP00044534,TMP00044534,2
TMP00311855,TMP00044534,TMP00044534,2
TMP00311856,TMP00044534,TMP00044534,2
TMP00311857,TMP00044557,TMP00044557,2
TMP00311859,TMP00044557,TMP00046072,2
TMP00311464,TMP00046072,TMP00046072,2
TMP00311861,TMP00044557,TMP00044557,2
TMP00311862,TMP00044557,TMP00046072,2
TMP00311863,TMP00044557,TMP00044557,2
TMP00311864,TMP00044557,TMP00046072,2
TMP00311866,TMP00046072,TMP00046072,2
TMP00311868,TMP00046071,TMP00046071,2
TMP00311870,TMP00044521,TMP00044521,2
TMP00311467,TMP00044521,TMP00044521,2
TMP00311872,TMP00044521,TMP00044521,2
TMP00311873,TMP00044521,TMP00044521,2
TMP00311874,TMP00044521,TMP00044521,2
TMP00311875,TMP00044521,TMP00044521,2
TMP00311877,TMP00044521,TMP00044521,2
TMP00311879,TMP00044537,TMP00044537,2
TMP00311881,TMP00044537,TMP00046070,2
TMP00311470,TMP00046070,TMP00046070,2
TMP00311883,TMP00044537,TMP00044537,2
TMP00311884,TMP00044537,TMP00046033,2
TMP00311886,TMP00046033,TMP00046033,2
TMP00311888,TMP00044537,TMP00044537,2
TMP00311889,TMP00044537,TMP00046070,2
TMP00311890,TMP00044539,TMP00044539,2
TMP00311892,TMP00044539,TMP00044539,2
TMP00311473,TMP00044539,TMP00046069,2
TMP00311894,TMP00044539,TMP00044539,2
TMP00311895,TMP00044539,TMP00046069,2
TMP00311896,TMP00044539,TMP00044539,2
TMP00311897,TMP00044539,TMP00044539,2
TMP00311899,TMP00044539,TMP00046069,2
TMP00311901,TMP00044525,TMP00044525,2
TMP00311903,TMP00044525,TMP00044525,2
TMP00311479,TMP00044525,TMP00046068,2
TMP00311905,TMP00044525,TMP00044525,2
TMP00311906,TMP00044525,TMP00044525,2
TMP00311907,TMP00044525,TMP00044525,2
TMP00311908,TMP00044525,TMP00044525,2
TMP00311910,TMP00044525,TMP00044525,2
TMP00311912,TMP00044540,TMP00044540,2
TMP00311914,TMP00044540,TMP00044540,2
TMP00311482,TMP00044540,TMP00044526,2
TMP00311916,TMP00044540,TMP00044540,2
TMP00311917,TMP00046067,TMP00046067,2
TMP00311919,TMP00046067,TMP00046067,2
TMP00311921,TMP00044540,TMP00044540,2
TMP00311922,TMP00044540,TMP00044540,2
TMP00311923,TMP00044536,TMP00044536,2
TMP00311925,TMP00044536,TMP00044536,2
TMP00311485,TMP00044536,TMP00044536,2
TMP00311927,TMP00044536,TMP00044536,2
TMP00311928,TMP00044536,TMP00044536,2
TMP00311929,TMP00044536,TMP00044536,2
TMP00311930,TMP00044536,TMP00044536,2
TMP00311931,TMP00044536,TMP00044536,2
TMP00311932,TMP00044536,TMP00044536,2
TMP00311933,TMP00044536,TMP00044536,2
TMP00311934,TMP00044536,TMP00044536,2
TMP00311936,TMP00044536,TMP00044536,2
TMP00311938,TMP00044526,TMP00044526,2
TMP00311940,TMP00044526,TMP00044526,2
TMP00311488,TMP00044526,TMP00044526,2
TMP00311942,TMP00046067,TMP00044526,2
TMP00311943,TMP00044526,TMP00044526,2
TMP00311945,TMP00044526,TMP00046065,2
TMP00311947,TMP00044526,TMP00044526,2
TMP00311948,TMP00044526,TMP00044526,2
TMP00151032,TMP00044549,TMP00044549,2
TMP00311493,TMP00044549,TMP00044549,2
TMP00151026,TMP00044549,TMP00044549,2
TMP00151035,TMP00044549,TMP00044549,2
TMP00311949,TMP00044561,TMP00046063,2
TMP00311951,TMP00046063,TMP00046063,2
TMP00311952,TMP00044561,TMP00044561,2
TMP00311953,TMP00046063,TMP00046063,2
TMP00311496,TMP00046063,TMP00046063,2
TMP00311955,TMP00046065,TMP00046063,2
TMP00311956,TMP00046063,TMP00046063,2
TMP00311958,TMP00046063,TMP00046063,2
TMP00311960,TMP00044523,TMP00044523,2
TMP00311962,TMP00046062,TMP00046062,2
TMP00311964,TMP00046062,TMP00046062,2
TMP00311966,TMP00044523,TMP00044523,2
TMP00311967,TMP00044523,TMP00044523,2
TMP00311499,TMP00044523,TMP00044523,2
TMP00311969,TMP00044523,TMP00044523,2
TMP00311970,TMP00044523,TMP00044523,2
TMP00311971,TMP00044533,TMP00044533,2
TMP00311973,TMP00044533,TMP00046061,2
TMP00311502,TMP00046061,TMP00046061,2
TMP00311975,TMP00044533,TMP00044533,2
TMP00311976,TMP00044533,TMP00044533,2
TMP00311978,TMP00044533,TMP00044533,2
TMP00311980,TMP00044533,TMP00044533,2
TMP00311981,TMP00044533,TMP00044533,2
TMP00311982,TMP00044546,TMP00044546,2
TMP00311505,TMP00044546,TMP00044546,2
TMP00311983,TMP00044546,TMP00044546,2
TMP00311984,TMP00044546,TMP00044546,2
TMP00311985,TMP00044546,TMP00044546,2
TMP00311986,TMP00044546,TMP00044546,2
TMP00311988,TMP00046060,TMP00044527,2
TMP00311990,TMP00044527,TMP00044527,2
TMP00311991,TMP00046060,TMP00046060,2
TMP00311992,TMP00044527,TMP00044527,2
TMP00311508,TMP00044527,TMP00044527,2
TMP00311994,TMP00044527,TMP00044527,2
TMP00311995,TMP00044527,TMP00044527,2
TMP00311997,TMP00044527,TMP00044527,2
TMP00311999,TMP00044548,TMP00044548,2
TMP00311514,TMP00044548,TMP00044548,2
TMP00312000,TMP00044548,TMP00044548,2
TMP00312001,TMP00044548,TMP00044548,2
TMP00312002,TMP00044567,TMP00044567,2
TMP00311419,TMP00044567,TMP00044567,2
TMP00312003,TMP00046038,TMP00046038,2
TMP00312004,TMP00046038,TMP00044567,2
TMP00312005,TMP00046038,TMP00046038,2
TMP00312006,TMP00044567,TMP00044567,2
TMP00312007,TMP00044567,TMP00044567,2
TMP00312008,TMP00044567,TMP00044567,2
TMP00312009,TMP00046038,TMP00046038,2
TMP00311416,TMP00046038,TMP00044567,2
TMP00312010,TMP00044566,TMP00044566,2
TMP00312011,TMP00044566,TMP00044566,2
TMP00312013,TMP00044566,TMP00044566,2
TMP00312014,TMP00044566,TMP00044566,2
TMP00312015,TMP00044566,TMP00044566,2
TMP00311422,TMP00044566,TMP00044566,2
TMP00312016,TMP00044566,TMP00044566,2
TMP00312017,TMP00044566,TMP00044566,2
TMP00312018,TMP00044578,TMP00044578,2
TMP00312020,TMP00044578,TMP00044578,2
TMP00312021,TMP00044578,TMP00044578,2
TMP00312022,TMP00046030,TMP00046030,2
TMP00312024,TMP00046030,TMP00046030,2
TMP00312026,TMP00044578,TMP00044578,2
TMP00312027,TMP00044578,TMP00044578,2
TMP00311446,TMP00044578,TMP00044578,2
TMP00312029,TMP00044575,TMP00044575,2
TMP00312031,TMP00044575,TMP00044575,2
TMP00312033,TMP00044575,TMP00044575,2
TMP00312035,TMP00044575,TMP00044575,2
TMP00312036,TMP00044575,TMP00046058,2
TMP00312037,TMP00044575,TMP00044575,2
TMP00312038,TMP00044575,TMP00046058,2
TMP00311452,TMP00046058,TMP00046058,2
TMP00312040,TMP00046057,TMP00044580,2
TMP00312042,TMP00044580,TMP00044580,2
TMP00312043,TMP00046057,TMP00046057,2
TMP00312044,TMP00046057,TMP00044580,2
TMP00311455,TMP00044580,TMP00044580,2
TMP00312046,TMP00044580,TMP00044580,2
TMP00312047,TMP00044580,TMP00044580,2
TMP00312049,TMP00044580,TMP00044580,2
TMP00312051,TMP00044579,TMP00044579,2
TMP00312053,TMP00044579,TMP00044579,2
TMP00312054,TMP00046094,TMP00046094,2
TMP00312055,TMP00046056,TMP00046056,2
TMP00311458,TMP00046056,TMP00046056,2
TMP00312057,TMP00044579,TMP00044579,2
TMP00312058,TMP00046056,TMP00046056,2
TMP00312059,TMP00044579,TMP00044579,2
TMP00312060,TMP00044579,TMP00044579,2
TMP00312062,TMP00044579,TMP00044579,2
TMP00312064,TMP00046055,TMP00046055,2
TMP00312066,TMP00044581,TMP00044581,2
TMP00311476,TMP00044581,TMP00044581,2
TMP00312068,TMP00046055,TMP00044581,2
TMP00312069,TMP00044581,TMP00044581,2
TMP00312070,TMP00044581,TMP00044581,2
TMP00312071,TMP00044581,TMP00044581,2
TMP00312072,TMP00044581,TMP00044581,2
TMP00312073,TMP00044581,TMP00044581,2
TMP00312075,TMP00044581,TMP00044581,2
TMP00312077,TMP00044582,TMP00044582,2
TMP00312079,TMP00046054,TMP00046054,2
TMP00311511,TMP00046054,TMP00046054,2
TMP00312081,TMP00044582,TMP00044582,2
TMP00312082,TMP00046054,TMP00046054,2
TMP00312083,TMP00044582,TMP00044582,2
TMP00312084,TMP00044582,TMP00044582,2
TMP00312086,TMP00044582,TMP00046054,2
TMP00312088,TMP00044564,TMP00044564,2
TMP00312089,TMP00044564,TMP00044564,2
TMP00312090,TMP00044564,TMP00044564,2
TMP00311520,TMP00044564,TMP00044564,2
TMP00312091,TMP00044564,TMP00044564,2
TMP00311523,TMP00044564,TMP00044564,2
TMP00312092,TMP00044564,TMP00044564,2
TMP00312093,TMP00044564,TMP00044564,2
TMP00312095,TMP00044564,TMP00044564,2
TMP00312097,TMP00044564,TMP00044564,2
TMP00312099,TMP00044564,TMP00044564,2
TMP00311559,TMP00046101,TMP00046101,2
TMP00312100,TMP00046101,TMP00046101,2
TMP00312101,TMP00046088,TMP00046088,2
TMP00312103,TMP00046088,TMP00046088,2
TMP00312102,TMP00046088,TMP00046088,2
TMP00312104,TMP00046088,TMP00046088,2
TMP00312105,TMP00046098,TMP00046099,2
TMP00312106,TMP00046099,TMP00046099,2
TMP00312107,TMP00046098,TMP00046098,2
TMP00312108,TMP00046098,TMP00046098,2
TMP00312109,TMP00046097,TMP00046098,2
TMP00312111,TMP00046074,TMP00046074,2
TMP00312112,TMP00046074,TMP00046074,2
TMP00312113,TMP00046095,TMP00046095,2
TMP00312115,TMP00046095,TMP00046095,2
TMP00312114,TMP00046095,TMP00046095,2
TMP00312116,TMP00046095,TMP00046095,2
TMP00312117,TMP00046056,TMP00046056,2
TMP00312118,TMP00046056,TMP00046094,2
TMP00312119,TMP00046056,TMP00046056,2
TMP00312120,TMP00046056,TMP00046056,2
TMP00312121,TMP00046034,TMP00046034,2
TMP00312122,TMP00046034,TMP00046034,2
TMP00312124,TMP00046034,TMP00046092,2
TMP00312125,TMP00046086,TMP00046086,2
TMP00312127,TMP00046086,TMP00046086,2
TMP00312126,TMP00046086,TMP00046086,2
TMP00312128,TMP00046086,TMP00046086,2
TMP00312129,TMP00046069,TMP00046069,2
TMP00311543,TMP00046083,TMP00046083,2
TMP00312131,TMP00046083,TMP00046083,2
TMP00312132,TMP00046083,TMP00046063,2
TMP00312133,TMP00046063,TMP00046063,2
TMP00312134,TMP00046063,TMP00046063,2
TMP00312135,TMP00046063,TMP00046063,2
TMP00312136,TMP00046060,TMP00046031,2
TMP00312137,TMP00046031,TMP00046031,2
TMP00312138,TMP00046060,TMP00046060,2
TMP00312139,TMP00046060,TMP00046060,2
TMP00312140,TMP00046079,TMP00046039,2
