ConnectionID,StartDevice,EndDevice,PointsCount
TMP00312141,TMP00046039,TMP00046039,2
TMP00312142,TMP00046078,TMP00046078,2
TMP00312144,TMP00046078,TMP00046078,2
TMP00312145,TMP00044441,TMP00044441,2
TMP00312146,TMP00046035,TMP00046053,2
TMP00312147,TMP00046053,TMP00046053,2
TMP00312149,TMP00046053,TMP00046053,2
TMP00312152,TMP00046053,TMP00046053,2
TMP00312153,TMP00046053,TMP00046053,2
TMP00312154,TMP00044570,TMP00044570,2
TMP00312155,TMP00044570,TMP00044570,2
TMP00312157,TMP00044570,TMP00044570,2
TMP00312159,TMP00046035,TMP00046035,2
TMP00312151,TMP00046053,TMP00046053,3
TMP00312130,TMP00046069,TMP00046069,2
TMP00312161,TMP00046063,TMP00046063,2
TMP00312162,TMP00046072,TMP00046072,2
TMP00311684,TMP00044601,TMP00044601,4
TMP00311665,TMP00046049,TMP00046049,2
TMP00312163,TMP00044122,TMP00044535,4
TMP00312166,TMP00044535,TMP00044535,2
TMP00312168,TMP00044535,TMP00044535,2
TMP00312165,TMP00044535,TMP00044535,2
TMP00312170,TMP00044535,TMP00044535,2
TMP00312171,TMP00044535,TMP00044535,2
TMP00312173,TMP00044535,TMP00044535,2
TMP00312175,TMP00044535,TMP00044535,2
TMP00312176,TMP00044535,TMP00044535,2
TMP00312177,TMP00046511,TMP00044542,4
TMP00312180,TMP00044542,TMP00044542,2
TMP00312182,TMP00044542,TMP00044542,2
TMP00312179,TMP00044542,TMP00044542,2
TMP00312184,TMP00044542,TMP00044542,2
TMP00312185,TMP00044542,TMP00044542,2
TMP00312187,TMP00044542,TMP00044542,2
TMP00312189,TMP00044542,TMP00044542,2
TMP00312190,TMP00044542,TMP00044542,2
TMP00312191,TMP00043983,TMP00044524,4
TMP00312194,TMP00044524,TMP00044524,2
TMP00312196,TMP00044524,TMP00044524,2
TMP00312193,TMP00044524,TMP00044524,2
TMP00312198,TMP00044524,TMP00044524,2
TMP00312199,TMP00044524,TMP00044524,2
TMP00312200,TMP00044524,TMP00044524,2
TMP00312201,TMP00044524,TMP00044524,2
TMP00312203,TMP00044524,TMP00044524,2
TMP00312205,TMP00043998,TMP00044543,4
TMP00312208,TMP00044543,TMP00044543,2
TMP00312210,TMP00044543,TMP00044543,2
TMP00312207,TMP00044543,TMP00044543,2
TMP00312212,TMP00044543,TMP00044543,2
TMP00312213,TMP00044543,TMP00044543,2
TMP00312214,TMP00044543,TMP00044543,2
TMP00312215,TMP00044543,TMP00044543,2
TMP00312217,TMP00044543,TMP00044543,2
TMP00312219,TMP00044101,TMP00044528,4
TMP00312222,TMP00044528,TMP00044528,2
TMP00312224,TMP00044528,TMP00044528,2
TMP00312221,TMP00044528,TMP00044528,2
TMP00312226,TMP00044528,TMP00044528,2
TMP00312227,TMP00044528,TMP00044528,2
TMP00312228,TMP00044528,TMP00044528,2
TMP00312229,TMP00044528,TMP00044528,2
TMP00312231,TMP00044528,TMP00044528,2
TMP00312233,TMP00044158,TMP00044560,4
TMP00312236,TMP00044560,TMP00044560,2
TMP00312238,TMP00044560,TMP00044560,2
TMP00312240,TMP00044560,TMP00044560,2
TMP00312242,TMP00046047,TMP00046047,2
TMP00312243,TMP00046047,TMP00044560,2
TMP00312235,TMP00044560,TMP00044560,2
TMP00312245,TMP00044560,TMP00044560,2
TMP00312246,TMP00044560,TMP00044560,2
TMP00311748,TMP00046075,TMP00046046,2
TMP00312248,TMP00046075,TMP00046075,2
TMP00312249,TMP00044568,TMP00044568,2
TMP00312252,TMP00044568,TMP00044568,2
TMP00312253,TMP00044568,TMP00044568,2
TMP00312247,TMP00046046,TMP00046046,2
TMP00312251,TMP00044174,TMP00044568,2
TMP00312254,TMP00043934,TMP00046217,2
TMP00312255,TMP00043934,TMP00043932,2
TMP00312256,TMP00046216,TMP00046216,2
TMP00312257,TMP00046045,TMP00046045,2
TMP00312258,TMP00044392,TMP00044392,2
TMP00312259,TMP00044392,TMP00044392,2
TMP00312260,TMP00046044,TMP00046044,2
TMP00312262,TMP00046040,TMP00046040,2
TMP00312263,TMP00046042,TMP00046042,2
TMP00312265,TMP00046041,TMP00046041,2
TMP00312266,TMP00046041,TMP00046041,2
TMP00312267,TMP00043934,TMP00044388,2
TMP00312271,TMP00046040,TMP00046040,4
TMP00312274,TMP00044148,TMP00044556,2
TMP00312277,TMP00044194,TMP00044565,2
TMP00312280,TMP00044194,TMP00044565,2
TMP00312283,TMP00044555,TMP00044555,2
TMP00312286,TMP00046041,TMP00046041,2
TMP00312287,TMP00046040,TMP00046040,2
TMP00312288,TMP00046045,TMP00046045,2
TMP00312290,TMP00043933,TMP00043933,2
TMP00312291,TMP00046042,TMP00046042,2
TMP00312292,TMP00046042,TMP00046042,2
TMP00312293,TMP00046044,TMP00046044,2
TMP00312294,TMP00046044,TMP00046044,2
TMP00312295,TMP00046036,TMP00046036,2
TMP00312296,TMP00046041,TMP00046041,2
TMP00312298,TMP00044556,TMP00044556,2
TMP00312276,TMP00044556,TMP00044556,2
TMP00312300,TMP00046041,TMP00044556,2
TMP00312301,TMP00044556,TMP00044556,2
TMP00312302,TMP00044556,TMP00044556,2
TMP00312303,TMP00044556,TMP00044556,2
TMP00312305,TMP00044556,TMP00044556,2
TMP00312307,TMP00044555,TMP00044555,2
TMP00312285,TMP00044555,TMP00044555,2
TMP00312308,TMP00044555,TMP00044555,2
TMP00312309,TMP00044555,TMP00044555,2
TMP00312310,TMP00044555,TMP00044555,2
TMP00312311,TMP00044555,TMP00044555,2
TMP00312313,TMP00044583,TMP00044583,2
TMP00312315,TMP00044583,TMP00046040,2
TMP00312273,TMP00046040,TMP00046040,2
TMP00312317,TMP00044583,TMP00044583,2
TMP00312318,TMP00044583,TMP00044583,2
TMP00312320,TMP00044583,TMP00044583,2
TMP00312322,TMP00044583,TMP00044583,2
TMP00312323,TMP00044583,TMP00044583,2
TMP00312324,TMP00044565,TMP00044565,2
TMP00312325,TMP00044565,TMP00044565,2
TMP00312326,TMP00044565,TMP00044565,2
TMP00312279,TMP00044565,TMP00044565,2
TMP00312327,TMP00044565,TMP00044565,2
TMP00312282,TMP00044565,TMP00044565,2
TMP00312328,TMP00044565,TMP00044565,2
TMP00312329,TMP00044565,TMP00044565,2
TMP00312289,TMP00046045,TMP00046045,2
TMP00312330,TMP00046045,TMP00046045,2
TMP00312331,TMP00046044,TMP00046044,2
TMP00312332,TMP00046044,TMP00046044,2
TMP00312333,TMP00046042,TMP00046042,2
TMP00312335,TMP00046042,TMP00046042,2
TMP00312334,TMP00046042,TMP00046042,2
TMP00312264,TMP00046042,TMP00046042,2
TMP00312336,TMP00046042,TMP00046042,2
TMP00311723,TMP00046076,TMP00046032,3
TMP00312337,TMP00044594,TMP00044594,2
TMP00312338,TMP00044594,TMP00043981,2
TMP00312341,TMP00044594,TMP00044594,2
TMP00312342,TMP00044594,TMP00044594,2
TMP00312345,TMP00044594,TMP00044594,2
TMP00312346,TMP00044594,TMP00044594,2
TMP00312348,TMP00044594,TMP00044594,2
TMP00312349,TMP00044594,TMP00043979,2
TMP00312344,TMP00044594,TMP00043980,4
TMP00312351,TMP00043979,TMP00043980,4
TMP00312340,TMP00046206,TMP00043981,2
TMP00312354,TMP00046039,TMP00046039,2
TMP00312355,TMP00046039,TMP00046039,2
TMP00312357,TMP00046035,TMP00046035,2
TMP00312358,TMP00046035,TMP00046035,3
TMP00312359,TMP00046035,TMP00046035,2
TMP00312360,TMP00046035,TMP00046035,2
TMP00312361,TMP00046035,TMP00046035,2
TMP00312363,TMP00044604,TMP00046035,2
TMP00312364,TMP00046035,TMP00046035,3
TMP00312365,TMP00046035,TMP00046035,2
TMP00312366,TMP00046035,TMP00046035,2
TMP00312367,TMP00046035,TMP00046035,3
TMP00312368,TMP00046035,TMP00046035,2
TMP00312369,TMP00046035,TMP00046035,2
TMP00312370,TMP00046035,TMP00046035,2
TMP00312373,TMP00046035,TMP00046035,2
TMP00312374,TMP00046035,TMP00046035,3
TMP00312375,TMP00046035,TMP00046035,2
TMP00312376,TMP00046035,TMP00046035,2
TMP00312377,TMP00046035,TMP00046035,2
TMP00312379,TMP00046035,TMP00046035,2
TMP00312380,TMP00046035,TMP00046035,3
TMP00312381,TMP00046035,TMP00046035,2
TMP00312382,TMP00046035,TMP00046035,2
TMP00312383,TMP00046035,TMP00046035,2
TMP00312386,TMP00046035,TMP00046035,2
TMP00312387,TMP00046035,TMP00046035,3
TMP00312388,TMP00046035,TMP00046035,2
TMP00312389,TMP00046035,TMP00046035,2
TMP00312390,TMP00046035,TMP00046035,2
TMP00312392,TMP00046035,TMP00046035,3
TMP00312393,TMP00046035,TMP00046035,2
TMP00312394,TMP00046035,TMP00046035,2
TMP00312395,TMP00046035,TMP00046035,2
TMP00312397,TMP00046035,TMP00046035,2
TMP00312398,TMP00044460,TMP00044460,2
TMP00312372,TMP00046035,TMP00046035,2
TMP00312160,TMP00046035,TMP00046035,2
TMP00312399,TMP00046052,TMP00046052,2
TMP00311612,TMP00046052,TMP00046052,2
TMP00312385,TMP00046035,TMP00046035,2
TMP00311637,TMP00046077,TMP00046077,2
TMP00312401,TMP00046077,TMP00046077,2
TMP00312402,TMP00046050,TMP00046050,2
TMP00311774,TMP00046050,TMP00046050,2
TMP00312403,TMP00046050,TMP00046050,2
TMP00311779,TMP00046050,TMP00046050,2
TMP00312404,TMP00046040,TMP00046040,2
TMP00312405,TMP00046040,TMP00046040,2
TMP00312406,TMP00046041,TMP00046041,2
TMP00312407,TMP00046041,TMP00046041,2
TMP00311730,TMP00046032,TMP00046032,2
TMP00312408,TMP00046032,TMP00046032,2
TMP00312409,TMP00046073,TMP00046073,2
TMP00312410,TMP00046073,TMP00046073,2
TMP00312411,TMP00046056,TMP00046056,2
TMP00312413,TMP00046057,TMP00046057,2
TMP00312414,TMP00046057,TMP00046057,2
TMP00312415,TMP00046030,TMP00046030,2
TMP00312417,TMP00046074,TMP00046074,2
TMP00312418,TMP00046074,TMP00046074,2
TMP00312419,TMP00046072,TMP00046072,2
TMP00312420,TMP00046072,TMP00046072,2
TMP00312421,TMP00046071,TMP00046071,2
TMP00312422,TMP00046071,TMP00046071,2
TMP00312423,TMP00046069,TMP00046069,2
TMP00312424,TMP00046069,TMP00046069,2
TMP00312425,TMP00046055,TMP00046055,2
TMP00312426,TMP00046055,TMP00046055,2
TMP00312427,TMP00046065,TMP00046065,2
TMP00312428,TMP00046065,TMP00046065,2
TMP00312429,TMP00046067,TMP00046067,2
TMP00312430,TMP00046067,TMP00046067,2
TMP00312431,TMP00046067,TMP00046067,2
TMP00312432,TMP00046067,TMP00046067,2
TMP00312433,TMP00046066,TMP00046066,2
TMP00312434,TMP00046066,TMP00046066,2
TMP00312435,TMP00046063,TMP00046063,2
TMP00312436,TMP00046063,TMP00046063,2
TMP00312437,TMP00046047,TMP00046047,2
TMP00312438,TMP00046047,TMP00046047,2
TMP00312439,TMP00046062,TMP00046062,2
TMP00312440,TMP00046062,TMP00046062,2
TMP00312441,TMP00046061,TMP00046061,2
TMP00312443,TMP00046070,TMP00046070,2
TMP00312444,TMP00046070,TMP00046070,2
TMP00312445,TMP00046060,TMP00046060,2
TMP00312446,TMP00046060,TMP00046060,2
TMP00312447,TMP00046054,TMP00046054,2
TMP00312448,TMP00046054,TMP00046054,2
TMP00312449,TMP00046049,TMP00046049,2
TMP00311671,TMP00046049,TMP00046049,2
TMP00311763,TMP00046037,TMP00046037,2
TMP00312451,TMP00046037,TMP00046037,2
TMP00311767,TMP00046037,TMP00046037,2
TMP00312356,TMP00046039,TMP00046039,2
TMP00312452,TMP00046097,TMP00046097,2
TMP00311693,TMP00044454,TMP00046038,2
TMP00312454,TMP00044547,TMP00044547,2
TMP00312455,TMP00044547,TMP00044547,2
TMP00312457,TMP00044547,TMP00044547,2
TMP00312460,TMP00044547,TMP00044547,2
TMP00312461,TMP00044547,TMP00044547,2
TMP00312453,TMP00046038,TMP00046038,2
TMP00312459,TMP00044547,TMP00044547,2
TMP00311570,TMP00043929,TMP00043929,2
TMP00312261,TMP00046044,TMP00046044,2
TMP00312462,TMP00046056,TMP00046056,2
TMP00312463,TMP00046069,TMP00046069,2
TMP00312464,TMP00044571,TMP00044571,2
TMP00312465,TMP00044571,TMP00044571,2
TMP00312468,TMP00044571,TMP00044571,2
TMP00312469,TMP00044571,TMP00044571,2
TMP00312470,TMP00044571,TMP00044599,2
TMP00312471,TMP00044571,TMP00044571,2
TMP00312467,TMP00044245,TMP00044571,4
TMP00312450,TMP00046037,TMP00046037,2
TMP00312110,TMP00046097,TMP00046097,2
TMP00312472,TMP00046036,TMP00046036,2
TMP00312473,TMP00046036,TMP00046036,2
TMP00312474,TMP00046045,TMP00046036,2
TMP00312475,TMP00046031,TMP00046031,2
TMP00312442,TMP00046061,TMP00046061,2
TMP00312143,TMP00046078,TMP00046078,2
TMP00311659,TMP00046049,TMP00046049,2
TMP00312476,TMP00046049,TMP00046049,2
TMP00312477,TMP00044573,TMP00044573,2
TMP00312478,TMP00044573,TMP00044573,2
TMP00312481,TMP00044573,TMP00044573,3
TMP00312483,TMP00046049,TMP00046049,2
TMP00312484,TMP00046049,TMP00046049,2
TMP00312480,TMP00044573,TMP00046049,3
TMP00312400,TMP00046035,TMP00046035,2
TMP00312485,TMP00044574,TMP00044574,2
TMP00312486,TMP00044574,TMP00044574,2
TMP00312489,TMP00044574,TMP00044574,2
TMP00312490,TMP00044574,TMP00044574,2
TMP00312488,TMP00044189,TMP00044574,3
TMP00312491,TMP00044119,TMP00044383,2
TMP00312492,TMP00046034,TMP00046034,2
TMP00312123,TMP00046034,TMP00046034,2
TMP00312493,TMP00046033,TMP00044552,3
TMP00312496,TMP00044552,TMP00044552,2
TMP00312498,TMP00044552,TMP00044552,2
TMP00312495,TMP00044552,TMP00044552,2
TMP00312500,TMP00044552,TMP00044552,2
TMP00312501,TMP00044552,TMP00044552,2
TMP00312502,TMP00044552,TMP00044552,2
TMP00312503,TMP00044552,TMP00044552,2
TMP00312505,TMP00044552,TMP00044552,2
TMP00312507,TMP00046033,TMP00046033,3
TMP00312508,TMP00046033,TMP00046033,2
TMP00312412,TMP00046056,TMP00046056,2
TMP00312509,TMP00046056,TMP00046056,2
TMP00311737,TMP00046032,TMP00046032,2
TMP00312511,TMP00044569,TMP00044569,2
TMP00312512,TMP00044569,TMP00044569,2
TMP00312514,TMP00044569,TMP00044569,2
TMP00312517,TMP00044569,TMP00044569,2
TMP00312518,TMP00044569,TMP00044569,2
TMP00312510,TMP00046032,TMP00046032,2
TMP00312516,TMP00044569,TMP00044175,2
TMP00312519,TMP00046060,TMP00046031,2
TMP00312521,TMP00046031,TMP00046031,2
TMP00312523,TMP00046031,TMP00046031,2
TMP00312524,TMP00046031,TMP00046031,2
TMP00312526,TMP00046031,TMP00046031,2
TMP00312529,TMP00046031,TMP00046031,2
TMP00312530,TMP00046031,TMP00046031,2
TMP00312522,TMP00046031,TMP00046031,2
TMP00312528,TMP00046031,TMP00046031,2
TMP00312531,TMP00044245,TMP00044245,2
TMP00312532,TMP00044245,TMP00044245,2
TMP00312533,TMP00044245,TMP00044245,2
TMP00312536,TMP00044245,TMP00044245,2
TMP00312537,TMP00044245,TMP00044245,2
TMP00312540,TMP00044245,TMP00044244,2
TMP00312541,TMP00044244,TMP00044244,2
TMP00312545,TMP00044245,TMP00044245,2
TMP00312546,TMP00044244,TMP00044244,2
TMP00312547,TMP00044244,TMP00044244,2
TMP00312548,TMP00044244,TMP00044244,2
TMP00312549,TMP00044244,TMP00044244,2
TMP00312550,TMP00044244,TMP00044244,2
TMP00312551,TMP00044245,TMP00044245,2
TMP00312552,TMP00044245,TMP00044245,2
TMP00312556,TMP00044245,TMP00044245,2
TMP00312544,TMP00044244,TMP00044244,2
TMP00312557,TMP00044244,TMP00044245,2
TMP00312539,TMP00044245,TMP00044245,2
TMP00312558,TMP00044245,TMP00044245,2
TMP00312535,TMP00044245,TMP00044245,2
TMP00312559,TMP00044245,TMP00044245,2
TMP00312555,TMP00044245,TMP00044245,2
TMP00312560,TMP00044245,TMP00044245,2
TMP00312416,TMP00044245,TMP00046030,4
TMP00312543,TMP00044244,TMP00044244,2
TMP00312561,TMP00046030,TMP00046099,2
TMP00312554,TMP00044245,TMP00046099,2
