ConnectionID,StartDevice,EndDevice,PointsCount
TMP00314394,TMP00044252,TMP00044252,2
TMP00314396,TMP00046419,TMP00046419,2
TMP00314397,TMP00045933,TMP00046418,2
TMP00314398,TMP00045968,TMP00045968,2
TMP00313637,TMP00046111,TMP00045347,4
TMP00314399,TMP00045932,TMP00045932,2
TMP00314403,TMP00045932,TMP00045932,2
TMP00314401,TMP00045932,TMP00045932,2
TMP00314404,TMP00046109,TMP00046551,4
TMP00314407,TMP00044576,TMP00046551,2
TMP00314409,TMP00046551,TMP00046551,2
TMP00314411,TMP00044576,TMP00044576,2
TMP00314406,TMP00044576,TMP00046551,2
TMP00314412,TMP00044576,TMP00046551,2
TMP00314413,TMP00046551,TMP00046551,2
TMP00314402,TMP00045932,TMP00043910,2
TMP00314414,TMP00045290,TMP00045290,2
TMP00314416,TMP00044449,TMP00044449,2
TMP00314419,TMP00044449,TMP00044449,2
TMP00314421,TMP00045340,TMP00045340,2
TMP00314418,TMP00044449,TMP00044449,2
TMP00314423,TMP00045334,TMP00045334,2
TMP00314426,TMP00046563,TMP00046563,2
TMP00314428,TMP00043892,TMP00043892,2
TMP00314425,TMP00043921,TMP00045334,2
TMP00314430,TMP00044448,TMP00044448,2
TMP00314432,TMP00044381,TMP00043895,2
TMP00313569,TMP00044450,TMP00044450,2
TMP00314435,TMP00043898,TMP00043898,2
TMP00314437,TMP00046108,TMP00046434,2
TMP00314438,TMP00046434,TMP00046434,2
TMP00314440,TMP00046414,TMP00046414,2
TMP00314442,TMP00046454,TMP00046454,2
TMP00314444,TMP00043894,TMP00044307,2
TMP00314446,TMP00044249,TMP00044249,2
TMP00314448,TMP00043893,TMP00043893,2
TMP00314450,TMP00046106,TMP00046106,2
TMP00314452,TMP00046106,TMP00046106,2
TMP00314454,TMP00044247,TMP00044247,2
TMP00314456,TMP00046416,TMP00046416,2
TMP00314457,TMP00046415,TMP00046415,2
TMP00314458,TMP00046414,TMP00046414,2
TMP00314459,TMP00046413,TMP00046413,2
TMP00314460,TMP00046412,TMP00046412,2
TMP00314461,TMP00046412,TMP00044248,2
TMP00314463,TMP00043892,TMP00043892,2
TMP00314465,TMP00045931,TMP00045931,2
TMP00314467,TMP00045931,TMP00045931,2
TMP00314469,TMP00045931,TMP00046001,2
TMP00314471,TMP00045931,TMP00045931,2
TMP00314470,TMP00046001,TMP00046001,2
TMP00314472,TMP00045931,TMP00045931,2
TMP00314468,TMP00046001,TMP00045931,2
TMP00314473,TMP00046105,TMP00046105,2
TMP00313891,TMP00046104,TMP00046104,2
TMP00314335,TMP00046008,TMP00046008,2
TMP00314475,TMP00314476,TMP00314476,2
